status	word_ref	qac_word_refs	qac_match_mode	masaq_segment_refs	alignment_group_id	surface_ar	masaq_joined_arabic	frozen_root_norm	frozen_root_raw	frozen_tsv_root_raw	root_correction_status	root_correction_rule_id	qac_root_norm	qac_root_ar	qac_ref	qac_surface_ar	qac_stem_ar	qac_lemma_ar	qac_pos	furuq_root_id	furuq_root_norm	furuq_source_root_norm	furuq_resolution
no_qac_root_at_word	24:33:19		no_surface_or_stem_match_in_ayah	24:33:19	24:33:19	أَيْمَانُكُمْ	أَيْمَانُكُمْ	ي م ن	ي م ن	ي م ن	unchanged									root_001698	ي م ن	ي م ن	source_root_norm
no_qac_root_at_word	24:33:27		no_surface_or_stem_match_in_ayah	24:33:27	24:33:27	آتُوهُمْ	وَآتُوهُمْ	ء ت ي	أ ت ي	أ ت ي	unchanged									root_000009	ء ت ي	أ ت ي	root_norm_unique
no_qac_root_at_word	24:33:32		no_surface_or_stem_match_in_ayah	24:33:32	24:33:32	آتَاكُمْ	آتَاكُمْ	ء ت ي	أ ت ي	أ ت ي	unchanged									root_000009	ء ت ي	أ ت ي	root_norm_unique
no_qac_root_at_word	24:33:35		no_surface_or_stem_match_in_ayah	24:33:35	24:33:35	تُكْرِهُوا	تُكْرِهُوا	ك ر ه	ك ر ه	ك ر ه	unchanged									root_001295	ك ر ه	ك ر ه	source_root_norm
no_qac_root_at_word	24:33:36		no_surface_or_stem_match_in_ayah	24:33:36	24:33:36	فَتَيَاتِكُمْ	فَتَيَاتِكُمْ	ف ت ي	ف ت ي	ف ت ي	disputed									root_001130	ف ت ي	ف ت ي	source_root_norm
no_qac_root_at_word	24:33:43		no_surface_or_stem_match_in_ayah	24:33:43	24:33:43	تَبْتَغُوا	لِتَبْتَغُوا	ب غ ي	ب غ ي	ب غ ي	unchanged									root_000138	ب غ ي	ب غ ي	source_root_norm
no_qac_root_at_word	24:33:45		no_surface_or_stem_match_in_ayah	24:33:45	24:33:45	الْحَيَاةِ	الْحَيَاةِ	ح ي ي	ح ي ي	ح ي ي	disputed									root_000383	ح ي ي	ح ي ي	source_root_norm
no_qac_root_at_word	24:33:49		no_surface_or_stem_match_in_ayah	24:33:49	24:33:49	يُكْرِهْهُنَّ	يُكْرِهْهُنَّ	ك ر ه	ك ر ه	ك ر ه	unchanged									root_001295	ك ر ه	ك ر ه	source_root_norm
no_qac_root_at_word	24:33:6		no_surface_or_stem_match_in_ayah	24:33:6	24:33:6	يَجِدُونَ	يَجِدُونَ	و ج د	و ج د	و ج د	unchanged									root_001626	و ج د	و ج د	source_root_norm
no_qac_root_at_word	24:33:9		no_surface_or_stem_match_in_ayah	24:33:9	24:33:9	يُغْنِيَهُمُ	يُغْنِيَهُمُ	غ ن ي	غ ن ي	غ ن ي	unchanged									root_001110	غ ن ي	غ ن ي	source_root_norm
no_qac_root_at_word	24:34:18		no_surface_or_stem_match_in_ayah	24:34:18	24:34:18	ٱلْمُتَّقِينَ	لِلْمُتَّقِينَ	و ق ي	و ق ي	و ق ي	unchanged									root_001677	و ق ي	و ق ي	source_root_norm
no_qac_root_at_word	24:34:7		no_surface_or_stem_match_in_ayah	24:34:7	24:34:7	مُبَيِّنَاتٍ	مُبَيِّنَاتٍ	ب ي ن	ب ي ن	ب ي ن	unchanged									root_000170	ب ي ن	ب ي ن	source_root_norm
no_qac_root_at_word	24:35:15		no_surface_or_stem_match_in_ayah	24:35:15	24:35:15	ٱلزُّجَاجَةُ	الزُّجَاجَةُ	ز ج ج	ز ج ج	ز ج ج	unchanged									root_000623	ز ج ج	ز ج ج	source_root_norm
no_qac_root_at_word	24:35:3		no_surface_or_stem_match_in_ayah	24:35:3	24:35:3	ٱلسَّمَٰوَٰتِ	السَّمَاوَاتِ	س م و	س م و	س م و	disputed									root_000745	س م و	س م و	source_root_norm
no_qac_root_at_word	24:35:35		no_surface_or_stem_match_in_ayah	24:35:35	24:35:35	تَمْسَسْهُ	تَمْسَسْهُ	م س س	م س س	م س س	unchanged									root_001423	م س س	م س س	source_root_norm
no_qac_root_at_word	24:35:49		no_surface_or_stem_match_in_ayah	24:35:49	24:35:49	ٱلْأَمْثَٰلَ	الْأَمْثَالَ	م ث ل	م ث ل	م ث ل	unchanged									root_001397	م ث ل	م ث ل	source_root_norm
no_qac_root_at_word	24:36:17		no_surface_or_stem_match_in_ayah	24:36:17	24:36:17	ٱلْءَاصَالِ	وَالْآصَالِ	ء ص ل	أ ص ل	أ ص ل	unchanged									root_000038	ء ص ل	أ ص ل	root_norm_unique
no_qac_root_at_word	24:37:13		no_surface_or_stem_match_in_ayah	24:37:13	24:37:13	الصَّلَاةِ	الصَّلَاةِ	ص ل و	ص ل و	ص ل و	disputed									root_000879	ص ل و	ص ل و	source_root_norm
no_qac_root_at_word	24:37:16		no_surface_or_stem_match_in_ayah	24:37:16	24:37:16	الزَّكَاةِ	الزَّكَاةِ	ز ك و	ز ك و	ز ك و	disputed									root_000637	ز ك و	ز ك و	source_root_norm
no_qac_root_at_word	24:37:23		no_surface_or_stem_match_in_ayah	24:37:23	24:37:23	الْأَبْصَارُ	وَالْأَبْصَارُ	ب ص ر	ب ص ر	ب ص ر	unchanged									root_000121	ب ص ر	ب ص ر	source_root_norm
no_qac_root_at_word	24:37:3		no_surface_or_stem_match_in_ayah	24:37:3	24:37:3	تُلْهِيهِمْ	تُلْهِيهِمْ	ل ه و	ل ه و	ل ه و	unchanged									root_001382	ل ه و	ل ه و	source_root_norm
no_qac_root_at_word	24:37:4		no_surface_or_stem_match_in_ayah	24:37:4	24:37:4	تِجَارَةٌ	تِجَارَةٌ	ت ج ر	ت ج ر	ت ج ر	unchanged									root_000176	ت ج ر	ت ج ر	source_root_norm
no_qac_root_at_word	24:38:8		no_surface_or_stem_match_in_ayah	24:38:8	24:38:8	يَزِيدَهُمْ	وَيَزِيدَهُمْ	ز ي د	ز ي د	ز ي د	unchanged									root_000657	ز ي د	ز ي د	source_root_norm
no_qac_root_at_word	24:39:15		no_surface_or_stem_match_in_ayah	24:39:15	24:39:15	يَجِدْهُ	يَجِدْهُ	و ج د	و ج د	و ج د	unchanged									root_001626	و ج د	و ج د	source_root_norm
no_qac_root_at_word	24:39:22		no_surface_or_stem_match_in_ayah	24:39:22	24:39:22	وَفَّىٰهُ	فَوَفَّاهُ	و ف ي	و ف ي	و ف ي	unchanged									root_001669	و ف ي	و ف ي	source_root_norm
no_qac_root_at_word	24:39:4		no_surface_or_stem_match_in_ayah	24:39:4	24:39:4	أَعْمَٰلُهُمْ	أَعْمَالُهُمْ	ع م ل	ع م ل	ع م ل	unchanged									root_001046	ع م ل	ع م ل	source_root_norm
no_qac_root_at_word	24:39:7		no_surface_or_stem_match_in_ayah	24:39:7	24:39:7	بِقِيعَةٍ	بِقِيعَةٍ	ب ق ع	ب ق ع	ب ق ع	unchanged									root_000140	ب ق ع	ب ق ع	source_root_norm
no_qac_root_at_word	24:40:15		no_surface_or_stem_match_in_ayah	24:40:15	24:40:15	ظُلُمَاتٌ	ظُلُمَاتٌ	ظ ل م	ظ ل م	ظ ل م	unchanged									root_000967	ظ ل م	ظ ل م	source_root_norm
no_qac_root_at_word	24:40:24		no_surface_or_stem_match_in_ayah	24:40:24	24:40:24	يَرَاهَا	يَرَاهَا	ر ء ي	ر أ ي	ر أ ي	unchanged									root_000531	ر ء ي	ر أ ي	root_norm_unique
no_qac_root_at_word	24:40:3		no_surface_or_stem_match_in_ayah	24:40:3	24:40:3	ظُلُمَاتٍ	كَظُلُمَاتٍ	ظ ل م	ظ ل م	ظ ل م	unchanged									root_000967	ظ ل م	ظ ل م	source_root_norm
no_qac_root_at_word	24:40:7		no_surface_or_stem_match_in_ayah	24:40:7	24:40:7	يَغْشَاهُ	يَغْشَاهُ	غ ش و	غ ش و	غ ش و	unchanged									root_001088	غ ش و	غ ش و	source_root_norm
no_qac_root_at_word	24:41:18		no_surface_or_stem_match_in_ayah	24:41:18	24:41:18	صَلَاتَهُۥ	صَلَاتَهُ	ص ل و	ص ل و	ص ل و	disputed									root_000879	ص ل و	ص ل و	source_root_norm
no_qac_root_at_word	24:41:9		no_surface_or_stem_match_in_ayah	24:41:9	24:41:9	ٱلسَّمَٰوَٰتِ	السَّمَاوَاتِ	س م و	س م و	س م و	disputed									root_000745	س م و	س م و	source_root_norm
no_qac_root_at_word	24:42:5		no_surface_or_stem_match_in_ayah	24:42:5	24:42:5	ٱلسَّمَٰوَٰتِ	السَّمَاوَاتِ	س م و	س م و	س م و	disputed									root_000745	س م و	س م و	source_root_norm
no_qac_root_at_word	24:43:18		no_surface_or_stem_match_in_ayah	24:43:18	24:43:18	خِلَالِهِ	خِلَالِهِ	خ ل ل	خ ل ل	خ ل ل	unchanged									root_000435	خ ل ل	خ ل ل	source_root_norm
no_qac_root_at_word	24:43:43		no_surface_or_stem_match_in_ayah	24:43:43	24:43:43	ٱلْأَبْصَارِ	بِالْأَبْصَارِ	ب ص ر	ب ص ر	ب ص ر	unchanged									root_000121	ب ص ر	ب ص ر	source_root_norm
no_qac_root_at_word	24:44:13		no_surface_or_stem_match_in_ayah	24:44:13	24:44:13	ٱلْأَبْصَٰرِ	الْأَبْصَارِ	ب ص ر	ب ص ر	ب ص ر	unchanged									root_000121	ب ص ر	ب ص ر	source_root_norm
no_qac_root_at_word	24:47:2		no_surface_or_stem_match_in_ayah	24:47:2	24:47:2	يَقُولُونَ	وَيَقُولُونَ	ق و ل	ق و ل	ق و ل	unchanged									root_001272	ق و ل	ق و ل	source_root_norm
no_qac_root_at_word	24:47:3		no_surface_or_stem_match_in_ayah	24:47:3	24:47:3	ءَامَنَّا	آمَنَّا	ء م ن	أ م ن	أ م ن	unchanged									root_000054	ء م ن	أ م ن	root_norm_unique
no_qac_root_at_word	24:49:7		no_surface_or_stem_match_in_ayah	24:49:7	24:49:7	يَأْتُوا	يَأْتُوا	ء ت ي	أ ت ي	أ ت ي	unchanged									root_000009	ء ت ي	أ ت ي	root_norm_unique
no_qac_root_at_word	24:4:12		no_surface_or_stem_match_in_ayah	24:4:12	24:4:12	ٱجْلِدُوهُمْ	فَاجْلِدُوهُمْ	ج ل د	ج ل د	ج ل د	unchanged									root_000253	ج ل د	ج ل د	source_root_norm
no_qac_root_at_word	24:4:17		no_surface_or_stem_match_in_ayah	24:4:17	24:4:17	تَقْبَلُوا۟	تَقْبَلُوا	ق ب ل	ق ب ل	ق ب ل	unchanged									root_001198	ق ب ل	ق ب ل	source_root_norm
no_qac_root_at_word	24:4:3		no_surface_or_stem_match_in_ayah	24:4:3	24:4:3	يَرْمُونَ	يَرْمُونَ	ر م ي	ر م ي	ر م ي	unchanged									root_000603	ر م ي	ر م ي	source_root_norm
no_qac_root_at_word	24:4:4		no_surface_or_stem_match_in_ayah	24:4:4	24:4:4	ٱلْمُحْصَنَٰتِ	الْمُحْصَنَاتِ	ح ص ن	ح ص ن	ح ص ن	unchanged									root_000331	ح ص ن	ح ص ن	source_root_norm
no_qac_root_at_word	24:4:7		no_surface_or_stem_match_in_ayah	24:4:7	24:4:7	يَأْتُوا۟	يَأْتُوا	ء ت ي	أ ت ي	أ ت ي	unchanged									root_000009	ء ت ي	أ ت ي	root_norm_unique
no_qac_root_at_word	24:51:22		no_surface_or_stem_match_in_ayah	24:51:22	24:51:22	ٱلْمُفْلِحُونَ	الْمُفْلِحُونَ	ف ل ح	ف ل ح	ف ل ح	unchanged									root_001175	ف ل ح	ف ل ح	source_root_norm
no_qac_root_at_word	24:52:11		no_surface_or_stem_match_in_ayah	24:52:11	24:52:11	يَتَّقْهِ	وَيَتَّقْهِ	و ق ي	و ق ي	و ق ي	unchanged									root_001677	و ق ي	و ق ي	source_root_norm
no_qac_root_at_word	24:52:15		no_surface_or_stem_match_in_ayah	24:52:15	24:52:15	ٱلْفَآئِزُونَ	الْفَائِزُونَ	ف و ز	ف و ز	ف و ز	unchanged									root_001186	ف و ز	ف و ز	source_root_norm
no_qac_root_at_word	24:53:14		no_surface_or_stem_match_in_ayah	24:53:14	24:53:14	تُقْسِمُوا	تُقْسِمُوا	ق س م	ق س م	ق س م	unchanged									root_001226	ق س م	ق س م	source_root_norm
no_qac_root_at_word	24:53:6		no_surface_or_stem_match_in_ayah	24:53:6	24:53:6	أَيْمَٰنِهِمْ	أَيْمَانِهِمْ	ي م ن	ي م ن	ي م ن	unchanged									root_001698	ي م ن	ي م ن	source_root_norm
no_qac_root_at_word	24:54:21		no_surface_or_stem_match_in_ayah	24:54:21	24:54:21	تُطِيعُوهُ	تُطِيعُوهُ	ط و ع	ط و ع	ط و ع	unchanged									root_000956	ط و ع	ط و ع	source_root_norm
no_qac_root_at_word	24:54:22		no_surface_or_stem_match_in_ayah	24:54:22	24:54:22	تَهْتَدُوا	تَهْتَدُوا	ه د ي	ه د ي	ه د ي	unchanged									root_001583	ه د ي	ه د ي	source_root_norm
no_qac_root_at_word	24:54:28		no_surface_or_stem_match_in_ayah	24:54:28	24:54:28	ٱلْبَلَٰغُ	الْبَلَاغُ	ب ل غ	ب ل غ	ب ل غ	unchanged									root_000151	ب ل غ	ب ل غ	source_root_norm
no_qac_root_at_word	24:55:10		no_surface_or_stem_match_in_ayah	24:55:10	24:55:10	يَسْتَخْلِفَنَّهُمْ	لَيَسْتَخْلِفَنَّهُمْ	خ ل ف	خ ل ف	خ ل ف	unchanged									root_000433	خ ل ف	خ ل ف	source_root_norm
no_qac_root_at_word	24:55:21		no_surface_or_stem_match_in_ayah	24:55:21	24:55:21	يُمَكِّنَنَّ	وَلَيُمَكِّنَنَّ	م ك ن	م ك ن	م ك ن	unchanged									root_001439	م ك ن	م ك ن	source_root_norm
no_qac_root_at_word	24:55:38		no_surface_or_stem_match_in_ayah	24:55:38	24:55:38	يُشْرِكُونَ	يُشْرِكُونَ	ش ر ك	ش ر ك	ش ر ك	unchanged									root_000791	ش ر ك	ش ر ك	source_root_norm
no_qac_root_at_word	24:55:8		no_surface_or_stem_match_in_ayah	24:55:8	24:55:8	ٱلصَّٰلِحَٰتِ	الصَّالِحَاتِ	ص ل ح	ص ل ح	ص ل ح	unchanged									root_000876	ص ل ح	ص ل ح	source_root_norm
no_qac_root_at_word	24:56:3		no_surface_or_stem_match_in_ayah	24:56:3	24:56:3	ٱلصَّلَوٰةَ	الصَّلَاةَ	ص ل و	ص ل و	ص ل و	disputed									root_000879	ص ل و	ص ل و	source_root_norm
no_qac_root_at_word	24:56:5		no_surface_or_stem_match_in_ayah	24:56:5	24:56:5	ءَاتُوا	وَآتُوا	ء ت ي	أ ت ي	أ ت ي	unchanged									root_000009	ء ت ي	أ ت ي	root_norm_unique
no_qac_root_at_word	24:56:6		no_surface_or_stem_match_in_ayah	24:56:6	24:56:6	ٱلزَّكَوٰةَ	الزَّكَاةَ	ز ك و	ز ك و	ز ك و	disputed									root_000637	ز ك و	ز ك و	source_root_norm
no_qac_root_at_word	24:57:9		no_surface_or_stem_match_in_ayah	24:57:9	24:57:9	مَأْوَىٰهُمُ	وَمَأْوَاهُمُ	ء و ي	أ و ي	أ و ي	disputed									root_000070	ء و ي	أ و ي	root_norm_unique
no_qac_root_at_word	24:58:16		no_surface_or_stem_match_in_ayah	24:58:16	24:58:16	ثَلَاثَ	ثَلَاثَ	ث ل ث	ث ل ث	ث ل ث	unchanged									root_000203	ث ل ث	ث ل ث	source_root_norm
no_qac_root_at_word	24:58:17		no_surface_or_stem_match_in_ayah	24:58:17	24:58:17	مَرَّاتٍ	مَرَّاتٍ	م ر ر	م ر ر	م ر ر	unchanged									root_001414	م ر ر	م ر ر	source_root_norm
no_qac_root_at_word	24:58:20		no_surface_or_stem_match_in_ayah	24:58:20	24:58:20	صَلَاةِ	صَلَاةِ	ص ل و	ص ل و	ص ل و	disputed									root_000879	ص ل و	ص ل و	source_root_norm
no_qac_root_at_word	24:58:24		no_surface_or_stem_match_in_ayah	24:58:24	24:58:24	تَضَعُونَ	تَضَعُونَ	و ض ع	و ض ع	و ض ع	unchanged									root_001657	و ض ع	و ض ع	source_root_norm
no_qac_root_at_word	24:58:27		no_surface_or_stem_match_in_ayah	24:58:27	24:58:27	الظَّهِيرَةِ	الظَّهِيرَةِ	ظ ه ر	ظ ه ر	ظ ه ر	unchanged									root_000970	ظ ه ر	ظ ه ر	source_root_norm
no_qac_root_at_word	24:58:31		no_surface_or_stem_match_in_ayah	24:58:31	24:58:31	صَلَاةِ	صَلَاةِ	ص ل و	ص ل و	ص ل و	disputed									root_000879	ص ل و	ص ل و	source_root_norm
no_qac_root_at_word	24:58:33		no_surface_or_stem_match_in_ayah	24:58:33	24:58:33	ثَلَاثُ	ثَلَاثُ	ث ل ث	ث ل ث	ث ل ث	unchanged									root_000203	ث ل ث	ث ل ث	source_root_norm
no_qac_root_at_word	24:58:34		no_surface_or_stem_match_in_ayah	24:58:34	24:58:34	عَوْرَاتٍ	عَوْرَاتٍ	ع و ر	ع و ر	ع و ر	unchanged									root_001060	ع و ر	ع و ر	source_root_norm
no_qac_root_at_word	24:58:4		no_surface_or_stem_match_in_ayah	24:58:4	24:58:4	آمَنُوا	آمَنُوا	ء م ن	أ م ن	أ م ن	unchanged									root_000054	ء م ن	أ م ن	root_norm_unique
no_qac_root_at_word	24:58:43		no_surface_or_stem_match_in_ayah	24:58:43	24:58:43	طَوَّافُونَ	طَوَّافُونَ	ط و ف	ط و ف	ط و ف	unchanged									root_000957	ط و ف	ط و ف	source_root_norm
no_qac_root_at_word	24:58:53		no_surface_or_stem_match_in_ayah	24:58:53	24:58:53	الْآيَاتِ	الْآيَاتِ	ء ي ي	أ ي ي	أ ي ي	disputed									root_000074	ء ي ي	أ ي ي	root_norm_unique
no_qac_root_at_word	24:58:6		no_surface_or_stem_match_in_ayah	24:58:6	24:58:6	يَسْتَأْذِنْكُمُ	لِيَسْتَأْذِنْكُمُ	ء ذ ن	أ ذ ن	أ ذ ن	unchanged									root_000022	ء ذ ن	أ ذ ن	root_norm_unique
no_qac_root_at_word	24:58:9		no_surface_or_stem_match_in_ayah	24:58:9	24:58:9	أَيْمَانُكُمْ	أَيْمَانُكُمْ	ي م ن	ي م ن	ي م ن	unchanged									root_001698	ي م ن	ي م ن	source_root_norm
no_qac_root_at_word	24:59:21		no_surface_or_stem_match_in_ayah	24:59:21	24:59:21	ءَايَٰتِهِۦ	آيَاتِهِ	ء ي ي	أ ي ي	أ ي ي	disputed									root_000074	ء ي ي	أ ي ي	root_norm_unique
no_qac_root_at_word	24:59:4		no_surface_or_stem_match_in_ayah	24:59:4	24:59:4	ٱلْأَطْفَٰلُ	الْأَطْفَالُ	ط ف ل	ط ف ل	ط ف ل	unchanged									root_000942	ط ف ل	ط ف ل	source_root_norm
no_qac_root_at_word	24:59:9		no_surface_or_stem_match_in_ayah	24:59:9	24:59:9	يَسْتَأْذِنُوا	فَلْيَسْتَأْذِنُوا	ء ذ ن	أ ذ ن	أ ذ ن	unchanged									root_000022	ء ذ ن	أ ذ ن	root_norm_unique
no_qac_root_at_word	24:60:14		no_surface_or_stem_match_in_ayah	24:60:14	24:60:14	يَضَعْنَ	يَضَعْنَ	و ض ع	و ض ع	و ض ع	unchanged									root_001657	و ض ع	و ض ع	source_root_norm
no_qac_root_at_word	24:60:22		no_surface_or_stem_match_in_ayah	24:60:22	24:60:22	يَسْتَعْفِفْنَ	يَسْتَعْفِفْنَ	ع ف ف	ع ف ف	ع ف ف	unchanged									root_001031	ع ف ف	ع ف ف	source_root_norm
no_qac_root_at_word	24:60:7		no_surface_or_stem_match_in_ayah	24:60:7	24:60:7	يَرْجُونَ	يَرْجُونَ	ر ج و	ر ج و	ر ج و	unchanged									root_000548	ر ج و	ر ج و	source_root_norm
no_qac_root_at_word	24:61:25		no_surface_or_stem_match_in_ayah	24:61:25	24:61:25	آبَائِكُمْ	آبَائِكُمْ	ء ب و	أ ب و	أ ب و	disputed									root_000007	ء ب و	أ ب و	root_norm_unique
no_qac_root_at_word	24:61:28		no_surface_or_stem_match_in_ayah	24:61:28	24:61:28	أُمَّهَاتِكُمْ	أُمَّهَاتِكُمْ	ء م ه	أ م ه	أ م ه	unchanged									root_000055	ء م ه	أ م ه	root_norm_unique
no_qac_root_at_word	24:61:31		no_surface_or_stem_match_in_ayah	24:61:31	24:61:31	إِخْوَانِكُمْ	إِخْوَانِكُمْ	ء خ و	أ خ و	أ خ و	disputed									root_000020	ء خ و	أ خ و	root_norm_unique
no_qac_root_at_word	24:61:34		no_surface_or_stem_match_in_ayah	24:61:34	24:61:34	أَخَوَاتِكُمْ	أَخَوَاتِكُمْ	ء خ و	أ خ و	أ خ و	disputed									root_000020	ء خ و	أ خ و	root_norm_unique
no_qac_root_at_word	24:61:37		no_surface_or_stem_match_in_ayah	24:61:37	24:61:37	أَعْمَامِكُمْ	أَعْمَامِكُمْ	ع م م	ع م م	ع م م	unchanged									root_001047	ع م م	ع م م	source_root_norm
no_qac_root_at_word	24:61:43		no_surface_or_stem_match_in_ayah	24:61:43	24:61:43	أَخْوَالِكُمْ	أَخْوَالِكُمْ	خ و ل	خ و ل	خ و ل	unchanged									root_000448	خ و ل	خ و ل	source_root_norm
no_qac_root_at_word	24:61:73		no_surface_or_stem_match_in_ayah	24:61:73	24:61:73	مُبَارَكَةً	مُبَارَكَةً	ب ر ك	ب ر ك	ب ر ك	unchanged									root_000109	ب ر ك	ب ر ك	source_root_norm
no_qac_root_at_word	24:61:80		no_surface_or_stem_match_in_ayah	24:61:80	24:61:80	الْآيَاتِ	الْآيَاتِ	ء ي ي	أ ي ي	أ ي ي	disputed									root_000074	ء ي ي	أ ي ي	root_norm_unique
no_qac_root_at_word	24:62:12		no_surface_or_stem_match_in_ayah	24:62:12	24:62:12	مَعَهُ	مَعَهُ	م ع ع	م ع ع	م ع ع	unchanged									root_001434	م ع ع	م ع ع	source_root_norm
no_qac_root_at_word	24:62:19		no_surface_or_stem_match_in_ayah	24:62:19	24:62:19	يَسْتَأْذِنُوهُ	يَسْتَأْذِنُوهُ	ء ذ ن	أ ذ ن	أ ذ ن	unchanged									root_000022	ء ذ ن	أ ذ ن	root_norm_unique
no_qac_root_at_word	24:62:22		no_surface_or_stem_match_in_ayah	24:62:22	24:62:22	يَسْتَأْذِنُونَكَ	يَسْتَأْذِنُونَكَ	ء ذ ن	أ ذ ن	أ ذ ن	unchanged									root_000022	ء ذ ن	أ ذ ن	root_norm_unique
no_qac_root_at_word	24:62:25		no_surface_or_stem_match_in_ayah	24:62:25	24:62:25	يُؤْمِنُونَ	يُؤْمِنُونَ	ء م ن	أ م ن	أ م ن	unchanged									root_000054	ء م ن	أ م ن	root_norm_unique
no_qac_root_at_word	24:62:32		no_surface_or_stem_match_in_ayah	24:62:32	24:62:32	اسْتَأْذَنُوكَ	اسْتَأْذَنُوكَ	ء ذ ن	أ ذ ن	أ ذ ن	unchanged									root_000022	ء ذ ن	أ ذ ن	root_norm_unique
no_qac_root_at_word	24:62:4		no_surface_or_stem_match_in_ayah	24:62:4	24:62:4	آمَنُوا	آمَنُوا	ء م ن	أ م ن	أ م ن	unchanged									root_000054	ء م ن	أ م ن	root_norm_unique
no_qac_root_at_word	24:63:14		no_surface_or_stem_match_in_ayah	24:63:14	24:63:14	يَتَسَلَّلُونَ	يَتَسَلَّلُونَ	س ل ل	س ل ل	س ل ل	disputed									root_000736	س ل ل	س ل ل	source_root_norm
no_qac_root_at_word	24:63:21		no_surface_or_stem_match_in_ayah	24:63:21	24:63:21	يُخَالِفُونَ	يُخَالِفُونَ	خ ل ف	خ ل ف	خ ل ف	unchanged									root_000433	خ ل ف	خ ل ف	source_root_norm
no_qac_root_at_word	24:63:25		no_surface_or_stem_match_in_ayah	24:63:25	24:63:25	تُصِيبَهُمْ	تُصِيبَهُمْ	ص و ب	ص و ب	ص و ب	unchanged									root_000889	ص و ب	ص و ب	source_root_norm
no_qac_root_at_word	24:63:28		no_surface_or_stem_match_in_ayah	24:63:28	24:63:28	يُصِيبَهُمْ	يُصِيبَهُمْ	ص و ب	ص و ب	ص و ب	unchanged									root_000889	ص و ب	ص و ب	source_root_norm
no_qac_root_at_word	24:64:20		no_surface_or_stem_match_in_ayah	24:64:20	24:64:20	يُنَبِّئُهُمْ	فَيُنَبِّئُهُمْ	ن ب ء	ن ب أ	ن ب أ	disputed									root_001464	ن ب ء	ن ب أ	root_norm_unique
no_qac_root_at_word	24:64:7		no_surface_or_stem_match_in_ayah	24:64:7	24:64:7	ٱلسَّمَٰوَٰتِ	السَّمَاوَاتِ	س م و	س م و	س م و	disputed									root_000745	س م و	س م و	source_root_norm
no_qac_root_at_word	24:6:3		no_surface_or_stem_match_in_ayah	24:6:3	24:6:3	يَرْمُونَ	يَرْمُونَ	ر م ي	ر م ي	ر م ي	unchanged									root_000603	ر م ي	ر م ي	source_root_norm
no_qac_root_at_word	24:6:4		no_surface_or_stem_match_in_ayah	24:6:4	24:6:4	أَزْوَٰجَهُمْ	أَزْوَاجَهُمْ	ز و ج	ز و ج	ز و ج	unchanged									root_000652	ز و ج	ز و ج	source_root_norm
no_qac_root_at_word	24:7:10		no_surface_or_stem_match_in_ayah	24:7:10	24:7:10	ٱلْكَٰذِبِينَ	الْكَاذِبِينَ	ك ذ ب	ك ذ ب	ك ذ ب	unchanged									root_001290	ك ذ ب	ك ذ ب	source_root_norm
no_qac_root_at_word	24:7:2		no_surface_or_stem_match_in_ayah	24:7:2	24:7:2	ٱلْخَٰمِسَةُ	وَالْخَامِسَةُ	خ م س	خ م س	خ م س	unchanged									root_000439	خ م س	خ م س	source_root_norm
no_qac_root_at_word	24:8:14		no_surface_or_stem_match_in_ayah	24:8:14	24:8:14	ٱلْكَٰذِبِينَ	الْكَاذِبِينَ	ك ذ ب	ك ذ ب	ك ذ ب	unchanged									root_001290	ك ذ ب	ك ذ ب	source_root_norm
no_qac_root_at_word	24:8:2		no_surface_or_stem_match_in_ayah	24:8:2	24:8:2	يَدْرَأُ	وَيَدْرَأُ	د ر ء	د ر أ	د ر أ	unchanged									root_000466	د ر ء	د ر ء	source_root_norm
no_qac_root_at_word	24:9:2		no_surface_or_stem_match_in_ayah	24:9:2	24:9:2	ٱلْخَٰمِسَةَ	وَالْخَامِسَةَ	خ م س	خ م س	خ م س	unchanged									root_000439	خ م س	خ م س	source_root_norm
no_qac_root_at_word	25:10:14		no_surface_or_stem_match_in_ayah	25:10:14	25:10:14	ٱلْأَنْهَٰرُ	الْأَنْهَارُ	ن ه ر	ن ه ر	ن ه ر	unchanged									root_001559	ن ه ر	ن ه ر	source_root_norm
no_qac_root_at_word	25:11:11		no_surface_or_stem_match_in_ayah	25:11:11	25:11:11	ٱلسَّاعَةِ	بِالسَّاعَةِ	س و ع	س و ع	س و ع	unchanged									root_000760	س و ع	س و ع	source_root_norm
no_qac_root_at_word	25:11:4		no_surface_or_stem_match_in_ayah	25:11:4	25:11:4	ٱلسَّاعَةِ	بِالسَّاعَةِ	س و ع	س و ع	س و ع	unchanged									root_000760	س و ع	س و ع	source_root_norm
no_qac_root_at_word	25:11:6		no_surface_or_stem_match_in_ayah	25:11:6	25:11:6	أَعْتَدْنَا	وَأَعْتَدْنَا	ع ت د	ع ت د	ع ت د	unchanged									root_000978	ع ت د	ع ت د	source_root_norm
no_qac_root_at_word	25:12:2		no_surface_or_stem_match_in_ayah	25:12:2	25:12:2	رَأَتْهُمْ	رَأَتْهُمْ	ر ء ي	ر أ ي	ر أ ي	unchanged									root_000531	ر ء ي	ر أ ي	root_norm_unique
no_qac_root_at_word	25:14:2		no_surface_or_stem_match_in_ayah	25:14:2	25:14:2	تَدْعُوا۟	تَدْعُوا	د ع ع	د ع ع	د ع ع	unchanged									root_000477	د ع ع	د ع ع	source_root_norm
