root_id	root_norm	source_root_norm	branch_id	status	branch_image_ar	what_is_ar	source_phrase_ar
root_000039	ء ف ف	أ ف ف	B004	review	اليأفوف في الرجل	اليأفوف وصف للرجل؛ قيل الحديد القلب وقيل العيي الخوار	اليأفوف الحديد القلب (maqayis); اليأفوف واليهفوف الحديد القلب من الرجال؛ واليأفوف العيي الخوار (tahdhib)
root_000040	ء ف ق	أ ف ق	B001	accepted	النواحي والآفاق البعيدة	النواحي والأطراف والحدود البعيدة، وآفاق السماء والأرض والبيت ووجه الطريق، والنسبة إلى أهل الآفاق	الآفاق النواحي والأطراف (maqayis;sihah;mufradat); واحد الآفاق أفق وهي النواحي من الأرض وآفاق السماء نواحيها (ayn;tahdhib); أفق البيت ما دون سمكه (ayn;tahdhib); أفق الطريق وجهه ومنهاجه (maqayis;tahdhib); رجل أفقي من أهل الآفاق (maqayis;sihah;tahdhib;mufradat)
root_000040	ء ف ق	أ ف ق	B002	accepted	الذهاب في الآفاق	الذهاب في الأرض والآفاق، والأخذ أو المجيء من الآفاق، والضرب في الأرض كاسبا	أفق الرجل إذا ذهب في الأرض (maqayis;sihah); ركب رأسه فمضى في الآفاق (ayn;tahdhib); يأخذ من الآفاق (ayn;tahdhib); تأفق إذا جاء من أفق وألم بنا (tahdhib); أفاق يضرب في آفاق الأرض كاسبا (tahdhib); أفق فلان إذا ذهب في الآفاق (mufradat)
root_000040	ء ف ق	أ ف ق	B003	accepted	بلوغ الغاية والفضل	بلوغ النهاية في الكرم أو العلم أو الخير، والغلبة والسبق بالفضل، والتفضيل في العطاء	الآفق الذي بلغ النهاية في الكرم (maqayis;sihah;mufradat); الآفق الذي بلغ في العلم الغاية وفي غيره من أبواب الخير (tahdhib); أفق يأفق أفقا إذا غلب (maqayis;tahdhib); يأفق يفضل وأفقه إذا سبقه بالفضل (tahdhib); أفق في العطاء أي فضل وأعطى بعضا أكثر (sihah)
root_000040	ء ف ق	أ ف ق	B004	accepted	الفرس والبعير الرائعان	الفرس أو البعير الموصوف بالرواعة والكرم وكرم الطرفين	فرس أفق أي رائعة (maqayis;sihah;tahdhib); بعير آفق وفرس آفق إذا كان رائعا كريما (tahdhib); فرس آفق قوبل من آفق وآفقة إذا كان كريم الطرفين (sihah)
root_000040	ء ف ق	أ ف ق	B005	accepted	الأفيق من الجلد	الأفيق من الجلد أو الأديم في مرحلة الدبغ، وجمعه أفق، وفعل أفقته وأفق أديمه	الأفيق الأديم إذا فرغ من دباغه وريحه فيه بعد (ayn); الجلد الذي لم تتم دباغته (sihah); الجلد أول ما يدبغ فهو منيئة ثم أفيق ثم يكون أديما (tahdhib); الجلد بعد الدبغ الأفيق وجمعه أفق (maqayis); أفقته وقد أفق أديمه (sihah;tahdhib)
root_000040	ء ف ق	أ ف ق	B006	accepted	مرقة الإهاب	الأفقة بمعنى مرقة من مرق الإهاب	الأفقة مرقة من مرق الإهاب (ayn;tahdhib)
root_000040	ء ف ق	أ ف ق	B007	accepted	الأفقة الخاصرة	الأفقة بمعنى الخاصرة وجمعها الأفق	الأفقة الخاصرة والجماعة الأفق (maqayis); الأفقة الخاصرة (tahdhib)
root_000040	ء ف ق	أ ف ق	B008	accepted	الدلو الأفيق	الدلو الموصوفة بالأفيق لتفضيلها على الدلاء	دلو أفيق إذا كانت فاضلة على الدلاء (maqayis)
root_000040	ء ف ق	أ ف ق	B009	accepted	الموضع المسمى أفاقة	أفاقة اسم موضع ويوم من أيام العرب	أفاقة موضع (maqayis); أفاقة موضع ذكره لبيد (tahdhib); يوم الأفاقة (maqayis)
root_000041	ء ف ك	أ ف ك	B001	accepted	قلب الشيء وصرفه عن وجهته	يدخل فيه قلب الشيء وصرفه عن جهته وصد الإنسان عن الحق أو الإيمان أو الخير	أصل واحد يدل على قلب الشيء وصرفه عن جهته (maqayis)؛ أفكته عن الأمر صرفته عنه بالكذب والباطل (ayn)؛ قلبه وصرفه عن الشيء (sihah)؛ يصرف عن الإيمان وصرفنا وتصدنا (tahdhib)؛ كل مصروف عن وجهه الذي يحق أن يكون عليه (mufradat)
root_000041	ء ف ك	أ ف ك	B002	accepted	الإفك كذب مصروف عن الصدق	يدخل فيه الإفك والكذب والأفيكة والكذبة العظيمة والأفاك الكذاب ومن يأفك الناس بالباطل	أفك الرجل إذا كذب والإفك الكذب (maqayis)؛ الإفك الكذب والأفاك الذي يأفك الناس عن الحق (ayn)؛ الإفك الكذب والأفيكة ورجل أفاك أي كذاب (sihah)؛ الإفك الإثم والإفك الكذب ويا للأفيكة وهي الكذبة العظيمة (tahdhib)؛ من الصدق في المقال إلى الكذب واستعمل ذلك في الكذب (mufradat)
root_000041	ء ف ك	أ ف ك	B004	accepted	رياح مؤتفكات مختلفة المهاب	يدخل فيه الرياح التي تختلف مهابها أو تعدل عن المهاب	المؤتفكات الرياح التي تختلف مهابها (maqayis)؛ المؤتفكات الرياح تختلف مهابها (sihah)؛ بالرياح مؤتفك أي اختلفت عليه الأرواح من كل وجه (tahdhib)؛ الرياح العادلة عن المهاب مؤتفكة (mufradat)
root_000041	ء ف ك	أ ف ك	B005	accepted	أرض مأفوكة صرف عنها المطر	يدخل فيه الأرض التي لم يصبها المطر ولا نبات فيها وما احترق من الجدب	أرض مأفوكة أي لم يصبها مطر وليس بها نبات (sihah)؛ أرض مأفوكة وهي التي لم يصبها المطر فأمحلت (tahdhib)؛ ائتفكت تلك الأرض أي احترقت من الجدب (tahdhib)
root_000041	ء ف ك	أ ف ك	B006	accepted	عقل مأفوك وحيلة مصروفة	يدخل فيه الأفيك والمأفوك وضعف العقل والرأي وفقد الحزم والحيلة	والأفيك المكذب عن حيلته وحزمه والمأفوك الذي يقبل الإفك (ayn)؛ المأفوك المأفون وهو الضعيف العقل والرأي (sihah)؛ الأفيك الذي لا حزم له ولا حيلة والمأفوك الذي لا زور له (tahdhib)؛ أفك يؤفك صرف عقله ورجل مأفوك العقل (mufradat)
root_000042	ء ف ل	أ ف ل	B001	accepted	الغيبة والأفول	يدخل فيه غياب الشيء وأفول الشمس والقمر والنجوم والنيرات.	أفلت الشمس غابت ونجوم أفل؛ كل شيء غاب فهو آفل (maqayis); أفلت الشمس تأفل وتأفل أفولا غابت (sihah); القمر يأفل إذا غاب؛ أفل أي غاب وغرب (tahdhib); الأفول غيبوبة النيرات كالقمر والنجوم (mufradat)
root_000042	ء ف ل	أ ف ل	B002	accepted	استقرار الحمل في الرحم	يدخل فيه قولهم أفل اللقاح إذا استقر في قرار الرحم، ووصف الحامل أو اللبؤة بآفل أو آفلة.	إذا استقر اللقاح في قرار الرحم فقد أفل (maqayis); إذا استقر اللقاح في قرار الرحم قيل قد أفل؛ يقال للحامل آفل؛ لبؤة آفل وآفلة إذا حملت (tahdhib)
root_000042	ء ف ل	أ ف ل	B003	accepted	الأفيل وصغار السائمة	يدخل فيه الأفيل والفصيل وصغار الإبل وبنات المخاض ونحوها، ومعه ما في المفردات من الإفال صغار الغنم والفصيل الضئيل.	الأفيل وهو الفصيل والجمع الإفال (maqayis;tahdhib); الإفال والأفائل صغار الإبل بنات المخاض ونحوها واحدها أفيل والأنثى أفيلة (sihah); الإفال صغار الغنم؛ الأفيل الفصيل الضئيل (mufradat)
root_000043	ء ك ل	أ ك ل	B001	accepted	تناول المطعوم	يدخل فيه أصل الأكل، الطعام، اللقمة والمرة، كثرة الأكل، المؤاكل، الإطعام والمؤكل، وما يؤكل عموما.	الأكل معروف؛ أكلت الطعام أكلا ومأكلا؛ الأكل تناول المطعم؛ الأكلة المرة واللقمة؛ رجل أكول كثير الأكل؛ أكيلك الذي يؤاكلك؛ المؤكل المطعم
root_000043	ء ك ل	أ ك ل	B002	accepted	غلة الشجر والزرع	يدخل فيه أكل الشجرة والنخل والزرع بمعنى الثمر والغلة وما تؤتيه الأرض.	أكل الشجرة ثمرها؛ الأكل ثمر النخل والشجر؛ أكل بستانك دائم وأكله ثمره؛ والأكل لما يؤكل قال تعالى أكلها دائم
root_000043	ء ك ل	أ ك ل	B003	accepted	النصيب والرزق المطعوم	يدخل فيه الحظ والرزق والطعمات والمآكل والآكال وما يجعل للإنسان أو تعطيه الملوك.	الأكل حظ الرجل وما يعطاه من الدنيا؛ المأكلة ما جعل للإنسان لا يحاسب عليه؛ فلان ذو أكل إذا كان ذا حظ من الدنيا ورزق واسع؛ الأكل الطعمة؛ يعبر به عن النصيب
root_000043	ء ك ل	أ ك ل	B004	accepted	استهلاك المال وأخذه	يدخل فيه أكل الأموال، إنفاق المال، أخذ أموال الضعفاء، واستغلال القوم أو أموالهم.	يستأكل قوما أي يأكل أموالهم؛ فلان يستأكل الضعفاء أي يأخذ أموالهم؛ يعبر بالأكل عن إنفاق المال؛ أكل المال بالباطل صرفه إلى ما ينافيه الحق
root_000043	ء ك ل	أ ك ل	B005	accepted	إطعام النار واشتعالها	يدخل فيه أكل النار للحطب، إطعام النار، ائتكلت النار، وتوهج الغضب أو السيف أو الطيب والكحل والفضة على صورة الاشتعال.	أكلت النار الحطب وآكلتها؛ ائتكلت النار إذا اشتد التهابها؛ الرجل إذا اشتد غضبه يأتكل؛ تأكل السيف أي توهج من الحدة؛ وعلى طريق التشبيه قيل أكلت النار الحطب
root_000043	ء ك ل	أ ك ل	B006	accepted	التآكل والفساد والحكة	يدخل فيه التآكل والفساد والحكاك وأكال الرأس والجسد، أكل الأسنان، رقة الأديم، وأذى الناقة من وبر جنينها.	الأكال الحكاك؛ الأكل في الأديم مكان رقيق؛ بأسنانه أكل؛ والأكال أن يتأكل عود أو شيء؛ في جسدي إكلة من الأكال؛ تأكل كذا فسد؛ أصابه إكال في رأسه وفي أسنانه
root_000043	ء ك ل	أ ك ل	B007	accepted	الفريسة والمعدة للأكل	يدخل فيه أكيل الذئب وأكيلة الأسد والسبع، والأكولة من الغنم أو الشاة التي تعزل أو تسمن للأكل أو يستثنى أخذها.	أكيل الذئب الشاة وغيرها؛ أكيلة الأسد فريسته؛ الأكولة من الشاء التي ترعى للأكل لا للنسل والبيع؛ الأكولة الشاة التي تعزل للأكل وتسمن؛ أكيلة السبع؛ الأكولة من الغنم ما يؤكل
root_000043	ء ك ل	أ ك ل	B009	accepted	الإفساد والنميمة بين الناس	يدخل فيه آكلت بين القوم، الإيكال بين الناس، والمؤكل بمعنى النمام أو من يحرش ويفسد.	آكلت بين القوم أفسدت؛ المؤكل النمام؛ الإيكال بين الناس السعي بينهم بالنمائم؛ آكلت بين القوم أي حرشت وأفسدت
root_000043	ء ك ل	أ ك ل	B010	accepted	الإدعاء على الغير والتمكين منه	يدخل فيه أكلتني أو آكلتني ما لم آكل بمعنى ادعيته علي، وآكلتك فلانا بمعنى أمكنته منه.	أكلتني ما لم آكل أي ادعيته علي؛ آكلتني أيضا أي ادعيته علي؛ آكلتك فلانا إذا أمكنته منه؛ أليس قبيحا أن تؤكلني ما لم آكل
root_000043	ء ك ل	أ ك ل	B011	accepted	قلة الجماعة بقدر رأس	يدخل فيه قولهم أكلة رأس للجماعة القليلة التي يشبعها رأس واحد.	ما هم إلا أكلة رأس؛ هم أكلة رأس أي هم قليل يشبعهم رأس واحد؛ عبارة عن ناس من قلتهم يشبعهم رأس
root_000043	ء ك ل	أ ك ل	B012	accepted	قوة الشيء وتمام مادته	يدخل فيه ثوب ذو أكل لكثرة الغزل والقوة، ورجل ذو أكل بمعنى الرأي والعقل.	ثوب ذو أكل أي كثير الغزل؛ رجل ذو أكل ذو رأي وعقل؛ ثوب ذو أكل إذا كان كثير الغزل صفيقا؛ رجل ذو أكل إذا كان ذا عقل ورأي؛ ثوب ذو أكل كثير الغزل كذلك
root_000043	ء ك ل	أ ك ل	B013	accepted	وعاء الأكل وموضعه	يدخل فيه المئكلة والإناء والقصعة والبرمة والموضع أو المصدر الذي يؤكل منه.	المئكل إناء يؤكل فيه؛ المئكلة قصعة تشبع الرجلين والثلاثة؛ المأكلة والمأكلة الموضع الذي منه يؤكل؛ المئكلة ضرب من البرام وضرب من الأقداح وكل ما أكل فيه
root_000044	ء ل ت	أ ل ت	B001	accepted	النقصان	يدخل فيه ألته يألته وألته حقه بمعنى نقصه، ولا يألتكم من أعمالكم أي لا ينقصكم.	كلمة واحدة تدل على النقصان (maqayis)؛ ألته يألته أي نقصه (maqayis)؛ ألته حقه يألته ألتا، أي نقصه (sihah)
root_000044	ء ل ت	أ ل ت	B002	accepted	الحبس والصرف عن الوجه	يدخل فيه ألته بمعنى حبسه عن وجهه وصرفه، كما ذكره الصحاح لغة مثل لاته يليته.	ألته أيضا: حبسه عن وجهه وصرفه، مثل لاته يليته (sihah)
root_000045	ء ل ف	أ ل ف	B001	accepted	الألف واجتماع المئين	العدد ألف وجمعه آلاف وألوف؛ وبلوغ القوم أو الدراهم أو غيرها ألفا	الألف معروف والجمع الآلاف (maqayis)؛ الألف عدد والجمع ألوف وآلاف (sihah)؛ والألف من العدد معروف (tahdhib)؛ الألف العدد المخصوص (mufradat)؛ آلفت القوم صيرتهم ألفا (maqayis;sihah)؛ آلفت الدراهم أي بلغت بها الألف (mufradat)
root_000045	ء ل ف	أ ل ف	B002	accepted	ضم الشيء إلى الشيء والتأليف	ضم بعض الأشياء إلى بعض؛ الجمع بعد تفرق؛ وصل الشيء؛ تأليف الكتب؛ ترتيب الأجزاء المختلفة	انضمام الشيء إلى الشيء (maqayis)؛ كل شيء ضممت بعضه إلى بعض فقد ألفته تأليفا (maqayis)؛ ألفت بين الشيئين تأليفا (sihah)؛ ألفت بينهم تأليفا إذا جمعت بينهم بعد تفرق (tahdhib)؛ ألفت الشيء وصلت بعضه ببعض ومنه تأليف الكتب (tahdhib)؛ اجتماع مع التئام (mufradat)؛ المؤلف ما جمع من أجزاء مختلفة ورتب ترتيبا (mufradat)
root_000045	ء ل ف	أ ل ف	B005	accepted	الألفة والأنس والملازمة	إلف الشيء أو الشخص أو المكان؛ الأنس به؛ لزومه؛ جعل غيره يألفه؛ أوالف الطير والحمام والدواجن	ألفت الشيء آلفه والألفة مصدر الائتلاف (maqayis)؛ إلفك وأليفك الذي تألفه (maqayis)؛ آلفت المكان والقوم (maqayis)؛ أوالف الطير التي بمكة (maqayis)؛ فلان قد ألف هذا الموضع يألفه إلفا (sihah)؛ ألفت الشيء وآلفته بمعنى واحد أي لزمته (tahdhib)؛ ألفت فلانا إذا أنست به (tahdhib)؛ أوالف الحمام دواجنها التي تألف البيوت (tahdhib)؛ يقال للمألوف إلف وأليف (mufradat)؛ أوالف الطير ما ألفت الدار (mufradat)
root_000045	ء ل ف	أ ل ف	B006	accepted	الألف حرف من حروف الهجاء	اسم حرف الألف من حروف الهجاء؛ وألقاب الألف في النحو والكتابة	الألف من حروف التهجي (mufradat)؛ أصول الألفات ثلاثة (tahdhib)؛ الألف الفاصلة (tahdhib)؛ ألف العبارة (tahdhib)؛ الألف اللينة (tahdhib)؛ هذه ألف مؤلفة (tahdhib)
root_000046	ء ل م	أ ل م	B001	accepted	الوجع والتألم	ما دل على الألم والوجع وإحساس المتألم به، ومنه ألم يألم وتألم وألمت بطنك/نفسك بمعنى أصابها الألم	أصل واحد وهو الوجع (maqayis)؛ الألم الوجع والفعل من الألم ألم (maqayis)؛ الألم الوجع والفعل ألم يألم ألما فهو ألم (ayn;sihah;tahdhib)؛ الألم الوجع الشديد يقال ألم يألم ألما فهو آلم (mufradat)؛ التألم التوجع (sihah)؛ تألم فلان من فلان إذا تشكى منه وتوجع (tahdhib)؛ ألمت بطنك أي ألم بطنك (sihah;tahdhib)؛ ألمت نفسك كما تقول سفهت نفسك (maqayis)
root_000046	ء ل م	أ ل م	B002	accepted	الإيلام والوصف بالموجع	ما دل على إيقاع الألم بغيره أو وصف الشيء أو الشخص بأنه مؤلم أو أليم أو موجع	المجاوز أليم فهو فعيل بمعنى مفعل (maqayis)؛ عذاب أليم أي مؤلم ورجل أليم ومؤلم أي موجع (maqayis)؛ المؤلم الموجع والمجاوز آلم يؤلم إيلاما فهو مؤلم (ayn)؛ الإيلام الإيجاع والأليم الموجع (sihah)؛ عذاب أليم فهو بمعنى مؤلم ومنه رجل وجع وضرب وجع أي موجع (tahdhib)؛ آلمت فلانا وعذاب أليم أي مؤلم (mufradat)
root_000047	ء ل ه	أ ل ه	B001	accepted	التعبد والمعبود	يدخل فيه أله وتأله بمعنى عبد وتنسك، والتأليه بمعنى التعبيد، والإله والآلهة والإلاهة لما جعل معبودا.	أصل واحد وهو التعبد، فالإله الله تعالى لأنه معبود، وتأله الرجل إذا تعبد، والإلاهة الشمس سميت بذلك لأن قوما كانوا يعبدونها (maqayis)؛ التأله التعبد (ayn)؛ أله بالفتح إلاهة أي عبد عبادة، مألوه أي معبود، الآلهة الأصنام، التأليه التعبيد، التأله التنسك والتعبد (sihah)؛ لا يكون إلاها حتى يكون معبودا، معبوداتهم من الأصنام والأوثان آلهة، الإلاهة الشمس، وإلاهتك وعبادتك (tahdhib)؛ إله اسما لكل معبود، أله فلان يأله الآلهة عبد، فالإله على هذا هو المعبود (mufradat)
root_000047	ء ل ه	أ ل ه	B002	accepted	اسم الله في القسم والنداء	يدخل فيه اسم الله والقول في أصله من إله، وصيغ الاستعمال مثل الله ما فعلت بمعنى والله، واللهم، ويا الله، ولاه أبوك أو لاه أنت ونحوها.	فالإله الله تعالى وسمي بذلك لأنه معبود (maqayis)؛ اسم الله الأكبر هو الله، الله ما فعلت ذاك تريد والله ما فعلته، لاه أنت أي لله أنت، لا هم اغفر لنا (ayn)؛ منه قولنا الله وأصله إلاه، يا ألله اغفر لي (sihah)؛ اسم الله الأكبر هو الله، الله ما فعلت تريد والله، اللهم بمعنى يا ألله، لاه أبوك، لهنك، لهنا، يا ألله اغفر لي (tahdhib)؛ الله قيل أصله إله فحذفت همزته وأدخل عليها الألف واللام فخص بالباري تعالى (mufradat)
root_000048	ء ل و	أ ل و	B001	accepted	القصر عن الشيء والإبطاء فيه	يدخل فيه ألا الرجل يألو بمعنى قصر، ولا يألوك نصحا بمعنى لا يقصر في نصحك، وألى يؤلي تألية إذا قصر وأبطأ، وائتلى في الأمر إذا قصر.	ألا الرجل يألو، أي قصر؛ وفلان لا يألوك نصحا؛ ألى يؤلى تألية، إذا قصر وأبطأ؛ ائتلى في الأمر، إذا قصر
root_000048	ء ل و	أ ل و	B002	accepted	بلوغ الاستطاعة والقدرة	يدخل فيه آلاه يألوه ألوا بمعنى استطاعه، وما ألوت هذا أي ما استطعته، ولا دريت ولا ائتليت بمعنى ولا استطعت.	آلاه يألوه ألوا: استطاعه؛ ما ألوت هذا، أي ما استطعته؛ لا دريت ولا ائتليت، هو افتعلت من قولك: ما ألوت هذا، أي ما استطعته
root_000048	ء ل و	أ ل و	B003	accepted	عقد اليمين والحلف	يدخل فيه آلى يؤلي إبلاء بمعنى حلف، وتألى وائتلى في الحلف، والألية والآلاء والألوة والإلوة بمعنى اليمين.	آلى يؤلى إبلاء: حلف؛ وتألى وائتلى مثله فيه؛ والالية: اليمين؛ وكذلك الألوة والألوة والإلوة
root_000048	ء ل و	أ ل و	B004	accepted	الآلاء بوصفها نعما	يدخل فيه الآلاء بمعنى النعم، وواحدها ألا كما نصت العبارة.	والآلاء: النعم، واحدها ألا بالفتح
root_000048	ء ل و	أ ل و	B005	accepted	الألاء شجر حسن المنظر مر الطعم	يدخل فيه الألاء والألالاء اسما لضرب من الشجر، مع وصف Sihah له بحسن المنظر ومرارة الطعم.	والألاء مثل العلاء: ضرب من الشجر، الواحدة ألاءة (jamhara)؛ والألالاء مثل العلالاع: ضرب من الشجر (jamhara)؛ والالاء بالفتح: شجر حسن المنظر مر الطعم (sihah)
root_000049	ء م ت	أ م ت	B001	accepted	نتوء وانخفاض في سطح الأرض	يدخل فيه الأمت في الأرض: عوجها أو تفاوتها بين ارتفاع وانخفاض، والنباك والتلال الصغار والوهدة بين نشوز.	العوج والأمت بمعنى واحد؛ أن يغلظ مكان ويرق مكان (maqayis)؛ الأمت المكان المرتفع والنباك وهي التلال الصغار ولا انخفاض فيها ولا ارتفاع (sihah)؛ الأمت النبك من الأرض ما ارتفع ومسايل الأودية ما تسفل ووهدة بين نشوز (tahdhib)
root_000049	ء م ت	أ م ت	B002	accepted	خلو الشيء من استرخاء أو وهن	يدخل فيه قولهم لا أمت فيه: لا استرخاء، ولا ضعف ولا وهن، ولا عيب، ولا هوادة أو لين في التحريم.	أمتلأ السقاء فما به أمت (sihah)؛ ملأ القربة ملأ لا أمت فيه أي ليس فيه استرخاء؛ سرنا سيرا لا أمت فيه أي لا ضعف فيه ولا وهن؛ لا أمت فيها أي لا عيب فيها؛ لا هوادة فيه ولا لين؛ ما في انطلاق ركبه من أمت أي من فتور واسترخاء (tahdhib)
root_000049	ء م ت	أ م ت	B003	accepted	تقدير الشيء وحرزه	يدخل فيه أمت الشيء بمعنى قدره، وحزر القوم أو الماء، والأجل المأموت بمعنى الموقوت.	أمت الشئ أمتا قدرته؛ أجل مأموت أي موقوت (sihah)؛ كم أمت ما بينك وبين الكوفة أي قدر؛ أمت القوم إذا حرزتهم؛ أمت الماء إذا قدرت ما بينك وبينه؛ ماؤها المأموت وهو المحزور؛ إيمت هذا لي أي احزره (tahdhib)
root_000050	ء م د	أ م د	B001	accepted	الأَمَد غاية الشيء ومنتهاه	يدخل فيه الغاية والمنتهى ومنتهى الأجل والعمر والمدة ذات الحد وغاية السباق	الأمد الغاية (maqayis;sihah)؛ ما أمدك أي منتهى عمرك (sihah)؛ الأمد منتهى الأجل (tahdhib)؛ أمد الخيل في الرهان مدافعها في السباق ومنتهى غايتها (tahdhib)؛ الأمد مدة لها حد مجهول (mufradat)
root_000050	ء م د	أ م د	B002	accepted	الأَمَد غضب يقع على الإنسان	يدخل فيه الغضب وقولهم أمد عليه إذا غضب	الأمد أيضا الغضب (sihah)؛ أمد عليه وأبد إذا غضب (sihah;tahdhib)
root_000050	ء م د	أ م د	B003	accepted	الآمِد امتلاء الشيء	يدخل فيه وصف السفينة المشحونة والشيء المملوء من خير أو شر	يقال للسفينة إذا كانت مشحونة عامد وآمد وعامدة وآمدة (tahdhib)؛ الآمد المملوء من خير أو شر (tahdhib)
root_000050	ء م د	أ م د	B004	accepted	آمِد اسم بلد	يدخل فيه اسم الموضع المعروف آمد	آمِد بلد في الثغور (sihah)؛ آمد بلد معروف (tahdhib)
root_000051	ء م ر	أ م ر	B001	accepted	الشأن والحال	يدخل فيه الأمر بمعنى الشأن والحال والقضية العامة، وواحد الأمور، وما يرجع إلى جهة ما من شأن.	الأمر من الأمور، الواحد من الأمور (maqayis)؛ الأمر واحد من أمور الناس (ayn)؛ الأمر واحد الأمور (sihah;tahdhib)؛ الأمر الشأن وجمعه أمور (mufradat)
root_000051	ء م ر	أ م ر	B002	accepted	الطلب والإلزام	يدخل فيه الأمر المضاد للنهي، والتكليف بالفعل، وصيغ الطلب مثل مر وأمر، وامتثال الأمر.	الأمر الذي هو نقيض النهي قولك افعل كذا (maqayis)؛ الأمر نقيض النهي وإذا أمرت من الأمر قلت اؤمر (ayn)؛ أمرته بكذا أمرا والجمع الأوامر (sihah)؛ الأمر معروف نقيض النهي (tahdhib)؛ مصدر أمرته إذا كلفته أن يفعل شيئا، والتقدم بالشيء (mufradat)
root_000051	ء م ر	أ م ر	B003	accepted	الولاية وصاحب السلطان	يدخل فيه الإمرة والإمارة والولاية، والأمير والمؤمر، وتولية شخص أميرا أو تسلطه.	الإمرة والإمارة وصاحبها أمير ومؤمر (maqayis)؛ الإمرة الإمارة وهو أمير مؤمر (ayn)؛ الأمير ذو الأمر والتأمير تولية الامارة (sihah)؛ أمر الرجل إمارة إذا صار عليهم أميرا (tahdhib)؛ أولي الأمر عنى الأمراء، وقرئ أمرنا أي جعلناهم أمراء (mufradat)
root_000051	ء م ر	أ م ر	B004	accepted	النماء والبركة	يدخل فيه الكثرة والنماء والبركة واليمن، وكثرة المال أو القوم أو النسل.	الأمر النماء والبركة، وقد أمر الشيء أي كثر (maqayis)؛ الأمرة البركة وامرأة أمرة، وأمر الشيء أي كثر (ayn)؛ أمر هو أي كثر، وأمر القوم أي كثروا (sihah)؛ الأمرة الزيادة والنماء والبركة (tahdhib)؛ أمر القوم كثروا، وآمرنا بمعنى أكثرنا (mufradat)
root_000051	ء م ر	أ م ر	B005	accepted	العلامة والموعد	يدخل فيه الأمارة والأمار بمعنى العلامة، وأعلام الطريق أو المفازة، والموعد أو الوقت المضروب.	الأمارة الموعد، والأمارة العلامة، والأمار أمار الطريق معالمه (maqayis)؛ الأمار الموعد (ayn)؛ الأمار والأمارة الوقت والعلامة، والأمر بالتحريك جمع أمرة وهي العلم الصغير من أعلام المفاوز من الحجارة (sihah)؛ الأمار الوقت والعلامة، والأمرات الأعلام واحدتها أمرة (tahdhib)
root_000051	ء م ر	أ م ر	B006	accepted	الأمر العظيم المنكر	يدخل فيه الإمر بمعنى العجب أو الأمر الشديد الكبير والمنكر العظيم.	العجب، لقد جئت شيئا إمرا (maqayis)؛ أمر أمره أي اشتد والاسم الإمر، ويقال عجبا (sihah)؛ لقد جئت شيئا إمرا أي جئت شيئا عظيما من المنكر (tahdhib)؛ إمرا أي منكرا، من قولهم أمر الأمر أي كبر وكثر (mufradat)
root_000051	ء م ر	أ م ر	B007	accepted	المشاورة وتدبير الرأي	يدخل فيه المؤامرة والائتمار والاستئمار والتآمر، أي مشاورة النفس أو الغير، وقبول الرأي أو العزم عليه.	فلان يؤامر نفسيه أي نفس تأمره بشيء ونفس تأمره بآخر (maqayis)؛ آمرته في أمري إذا شاورته، والائتمار والاستئمار المشاورة وكذلك التآمر (sihah)؛ ائتمر القوم إذا تشاوروا، أي كيف يرتئي رأيا ويشاور نفسه ويعقد عليه (tahdhib)؛ الائتمار قبول الأمر، ويقال للتشاور ائتمار (mufradat)
root_000051	ء م ر	أ م ر	B008	accepted	ضعيف الرأي التابع	يدخل فيه الإمر أو الإمرة للرجل الضعيف الرأي أو الأحمق الذي يستأمر كل أحد ويأتمر لكل أمر.	الإمر الرجل الضعيف الرأي الأحمق الذي يسمع كلام هذا وكلام هذا (maqayis)؛ الإمر الضعيف من الرجال (ayn)؛ رجل إمر وإمرة أي ضعيف الرأي يأتمر لكل أحد (sihah)؛ رجل إمر وإمرة أي يستأمر كل أحد في أمره، والإمر الأحمق (tahdhib)
root_000051	ء م ر	أ م ر	B009	accepted	ولد الضأن الصغير	يدخل فيه الإمر لولد الضأن أو الخروف، والإمرة للأنثى أو الرخل.	الإمرة الأنثى من الحملان (ayn)؛ الإمر الصغير من ولد الضأن والأنثى إمرة (sihah)؛ الإمر الخروف والإمرة الرخل (tahdhib)
root_000051	ء م ر	أ م ر	B011	accepted	تسليح القناة بسنان	يدخل فيه السنان المؤمر أي المحدد، وأمر القناة بمعنى جعل سنان فيها.	سنان مؤمر أي محدد؛ أمر قناتك أي اجعل فيها سنانا
root_000052	ء م ل	أ م ل	B001	accepted	رجاء مع انتظار	يدخل فيه الأمل بمعنى الرجاء وانتظار الخير، وأملته وآمله وتأميله، والإملة أو الإملته بمعنى الأمل.	الأمل الرجاء (maqayis;sihah;tahdhib)؛ أملته آمله وأمله يأمله أملا وتأميلا (maqayis;sihah;tahdhib)؛ إملة أو إملته أي أمله (maqayis;sihah;tahdhib)
root_000052	ء م ل	أ م ل	B002	accepted	تثبت في النظر	يدخل فيه التأمل بمعنى التثبت أو النظر المستبين في الشيء.	التأمل التثبت في النظر (maqayis)؛ تأملت الشيء أي نظرت إليه مستبينا له (sihah)؛ التأمل التثبت (tahdhib)
