edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s018:097:pass1:attach:a4	q:18:97:8	q:18:97:9	prep_complement	head-to-dependent	high	اسْتَطَاعُوا	case_government;local_syntax	The pronoun in لَهُ is governed by لِ with ٱسْتَطَاعُوا.
ae:v3:s018:097:pass1:attach:a5	q:18:97:8	q:18:97:10	direct_object	head-to-dependent	high	اسْتَطَاعُوا | نَقْبَاً	case_government;local_syntax	نَقْبًا is the accusative object governed by ٱسْتَطَاعُوا.
ae:v3:s018:098:pass1:attach:a1	q:18:98:1	q:18:98:2	quoted_complement	head-to-dependent	high	قَالَ | هَذَا	local_syntax	The full statement هَٰذَا … حَقًّا is the quoted content of قَالَ.
ae:v3:s018:098:pass1:attach:a2	q:18:98:2	q:18:98:3	predication	head-to-dependent	high	هَذَا | رَحْمَةٌ	case_government;local_syntax	رَحْمَةٌ is the predicate of هَٰذَا.
ae:v3:s018:098:pass1:attach:a3	q:18:98:3	q:18:98:5	prep_complement	head-to-dependent	high	رَحْمَةٌ | رَبِّي	case_government;local_syntax	رَبِّي is governed by مِن as source complement of رَحْمَةٌ.
ae:v3:s018:098:pass1:attach:a4	q:18:98:8	q:18:98:9	subject	head-to-dependent	high	جَاءَ | وَعْدُ	agreement;word_order	وَعْدُ is the explicit subject of جَاءَ.
ae:v3:s018:098:pass1:attach:a5	q:18:98:9	q:18:98:10	idafa	head-to-dependent	high	وَعْدُ | رَبِّي	case_government;local_syntax	رَبِّي is the genitive complement of وَعْدُ.
ae:v3:s018:098:pass1:attach:a6	q:18:98:11	q:18:98:11	direct_object	head-to-dependent	high	جَعَلَهُ	morphology;local_syntax	The suffix هُ on جَعَلَهُ is the first object of جَعَلَ.
ae:v3:s018:098:pass1:attach:a7	q:18:98:11	q:18:98:12	direct_object	head-to-dependent	high	جَعَلَهُ | دَكَّاءَ	case_government;word_order	دَكَّاءَ is the second object complement of جَعَلَهُ.
ae:v3:s018:098:pass1:attach:a8	q:18:98:14	q:18:98:15	subject	head-to-dependent	high	وَكَانَ | وَعْدُ	case_government;word_order	وَعْدُ is the ism of كَانَ.
ae:v3:s018:098:pass1:attach:a9	q:18:98:15	q:18:98:16	idafa	head-to-dependent	high	وَعْدُ | رَبِّي	case_government;local_syntax	رَبِّي is the genitive complement of وَعْدُ.
ae:v3:s018:098:pass1:attach:a10	q:18:98:14	q:18:98:17	kana_predicate	head-to-dependent	high	وَكَانَ | حَقَّاً	case_government;local_syntax	حَقًّا is the khabar of كَانَ.
ae:v3:s018:098:pass1:attach:a11	q:18:98:11	q:18:98:7	adverbial	head-to-dependent	high	جَعَلَهُ | فَإِذَا	local_syntax	إِذَا with جَاءَ وَعْدُ رَبِّي sets the temporal condition for جَعَلَهُ.
ae:v3:s018:098:pass1:attach:a12	q:18:98:5	q:18:98:5	idafa	head-to-dependent	high	رَبِّي	morphology;local_syntax	The possessive suffix in رَبِّى is a genitive possessor attached to the same word.
ae:v3:s018:098:pass1:attach:a13	q:18:98:10	q:18:98:10	idafa	head-to-dependent	high	رَبِّي	morphology;local_syntax	The possessive suffix in رَبِّى is a genitive possessor attached to the same word.
ae:v3:s018:098:pass1:attach:a14	q:18:98:16	q:18:98:16	idafa	head-to-dependent	high	رَبِّي	morphology;local_syntax	The possessive suffix in رَبِّى is a genitive possessor attached to the same word.
ae:v3:s018:099:pass1:attach:a1	q:18:99:2	q:18:99:3	direct_object	head-to-dependent	high	وَتَرَكْنَا | بَعْضَهُمْ	case_government;word_order	بَعْضَهُمْ is the object of تَرَكْنَا.
ae:v3:s018:099:pass1:attach:a2	q:18:99:2	q:18:99:4	adverbial	head-to-dependent	high	وَتَرَكْنَا | يَوْمَئِذٍ	case_government;local_syntax	يَوْمَئِذٍ gives the time of تَرَكْنَا.
ae:v3:s018:099:pass1:attach:a3	q:18:99:5	q:18:99:3	subject	head-to-dependent	high	يَمُوجُ | بَعْضَهُمْ	agreement;local_syntax	بَعْضَهُمْ is the explicit controller of يَمُوجُ in the state clause.
ae:v3:s018:099:pass1:attach:a4	q:18:99:5	q:18:99:7	prep_complement	head-to-dependent	high	يَمُوجُ | بَعْضٍ	case_government;local_syntax	بَعْضٍ is governed by فِي as complement of يَمُوجُ.
ae:v3:s018:099:pass1:attach:a5	q:18:99:9	q:18:99:11	prep_complement	head-to-dependent	high	وَنُفِخَ | الصُّورِ	case_government;local_syntax	ٱلصُّورِ is governed by فِي with نُفِخَ.
ae:v3:s018:099:pass1:attach:a6	q:18:99:13	q:18:99:13	direct_object	head-to-dependent	high	فَجَمَعْنَاهُمْ	morphology;local_syntax	The suffix هُمْ on جَمَعْنَاهُمْ is the object pronoun of جَمَعْنَا.
ae:v3:s018:099:pass1:attach:a7	q:18:99:13	q:18:99:14	cognate_acc	head-to-dependent	high	فَجَمَعْنَاهُمْ | جَمْعَاً	case_government;formulaic_construction	جَمْعًا is the cognate accusative reinforcing جَمَعْنَا.
ae:v3:s018:099:pass1:attach:a8	q:18:99:2	q:18:99:5	circumstantial	head-to-dependent	high	وَتَرَكْنَا | يَمُوجُ	local_syntax	يَمُوجُ فِي بَعْضٍ states the حال of بَعْضَهُمْ under تَرَكْنَا.
ae:v3:s018:099:pass1:attach:a9	q:18:99:3	q:18:99:3	idafa	head-to-dependent	high	بَعْضَهُمْ	morphology;local_syntax	The possessive suffix in بَعْضَهُمْ is a genitive possessor attached to the same word.
ae:v3:s018:100:pass1:attach:a1	q:18:100:2	q:18:100:3	direct_object	head-to-dependent	high	وَعَرَضْنَا | جَهَنَّمَ	case_government;word_order	جَهَنَّمَ is the accusative object of عَرَضْنَا.
ae:v3:s018:100:pass1:attach:a2	q:18:100:2	q:18:100:4	adverbial	head-to-dependent	high	وَعَرَضْنَا | يَوْمَئِذٍ	case_government;local_syntax	يَوْمَئِذٍ gives the time of عَرَضْنَا.
ae:v3:s018:100:pass1:attach:a3	q:18:100:2	q:18:100:6	prep_complement	head-to-dependent	high	وَعَرَضْنَا | لِلْكَافِرِينَ	case_government;local_syntax	الْكَافِرِينَ is governed by لِ as the group to whom جَهَنَّمَ is shown.
ae:v3:s018:100:pass1:attach:a4	q:18:100:2	q:18:100:7	cognate_acc	head-to-dependent	high	وَعَرَضْنَا | عَرْضَاً	case_government;formulaic_construction	عَرْضًا is the cognate accusative reinforcing عَرَضْنَا.
ae:v3:s018:101:pass1:attach:a1	q:18:101:2	q:18:101:3	subject	head-to-dependent	high	كَانَتْ | أَعْيُنُهُمْ	agreement;word_order	أَعْيُنُهُمْ is the ism of كَانَتْ.
ae:v3:s018:101:pass1:attach:a2	q:18:101:2	q:18:101:5	kana_predicate	head-to-dependent	high	كَانَتْ | غِطَاءٍ	case_government;local_syntax	فِي غِطَاءٍ is the predicate phrase of كَانَتْ.
ae:v3:s018:101:pass1:attach:a3	q:18:101:2	q:18:101:5	prep_complement	head-to-dependent	high	كَانَتْ | غِطَاءٍ	case_government;local_syntax	غِطَاءٍ is governed by فِي in the predicate of كَانَتْ.
ae:v3:s018:101:pass1:attach:a4	q:18:101:5	q:18:101:7	prep_complement	head-to-dependent	high	غِطَاءٍ | ذِكْرِي	case_government;local_syntax	ذِكْرِي is governed by عَنْ as complement of غِطَاءٍ.
ae:v3:s018:101:pass1:attach:a5	q:18:101:9	q:18:101:11	kana_predicate	head-to-dependent	high	وَكَانُوا | يَسْتَطِيعُونَ	local_syntax	لَا يَسْتَطِيعُونَ سَمْعًا is the predicate content under كَانُوا.
ae:v3:s018:101:pass1:attach:a6	q:18:101:11	q:18:101:12	direct_object	head-to-dependent	high	يَسْتَطِيعُونَ | سَمْعَاً	case_government;local_syntax	سَمْعًا is the accusative object or specification governed by يَسْتَطِيعُونَ.
ae:v3:s018:101:pass1:attach:a7	q:18:101:3	q:18:101:3	idafa	head-to-dependent	high	أَعْيُنُهُمْ	morphology;local_syntax	The possessive suffix in أَعْيُنُهُمْ is a genitive possessor attached to the same word.
ae:v3:s018:101:pass1:attach:a8	q:18:101:7	q:18:101:7	idafa	head-to-dependent	high	ذِكْرِي	morphology;local_syntax	The possessive suffix in ذِكْرِي is a genitive possessor attached to the same word.
ae:v3:s018:102:pass1:attach:a1	q:18:102:2	q:18:102:3	subject	head-to-dependent	high	أَفَحَسِبَ | الَّذِينَ	word_order;local_syntax	ٱلَّذِينَ كَفَرُوا is the subject of حَسِبَ.
ae:v3:s018:102:pass1:attach:a2	q:18:102:2	q:18:102:5	clausal_complement	head-to-dependent	high	أَفَحَسِبَ | أَنْ	local_syntax	أَنْ يَتَّخِذُوا … أَوْلِيَاءَ is the governed content of حَسِبَ.
ae:v3:s018:102:pass1:attach:a3	q:18:102:5	q:18:102:6	particle_complement	head-to-dependent	high	أَنْ | يَتَّخِذُوا	local_syntax	يَتَّخِذُوا is governed by أَنْ in the content clause.
ae:v3:s018:102:pass1:attach:a4	q:18:102:6	q:18:102:7	direct_object	head-to-dependent	high	يَتَّخِذُوا | عِبَادِي	case_government;word_order	عِبَادِي is the first object of يَتَّخِذُوا.
ae:v3:s018:102:pass1:attach:a5	q:18:102:6	q:18:102:9	prep_complement	head-to-dependent	high	يَتَّخِذُوا | دُونِي	case_government;local_syntax	دُونِي is governed by مِنْ with يَتَّخِذُوا.
ae:v3:s018:102:pass1:attach:a6	q:18:102:6	q:18:102:10	direct_object	head-to-dependent	high	يَتَّخِذُوا | أَوْلِيَاءَ	case_government;word_order	أَوْلِيَاءَ is the second object of يَتَّخِذُوا.
ae:v3:s018:102:pass1:attach:a7	q:18:102:11	q:18:102:11	particle_complement	head-to-dependent	high		morphology;local_syntax	The pronoun نَا in إِنَّا is the ism governed by إِنَّ.
ae:v3:s018:102:pass1:attach:a8	q:18:102:11	q:18:102:12	predication	head-to-dependent	high	إِنَّا | أَعْتَدْنَا	local_syntax	أَعْتَدْنَا جَهَنَّمَ لِلْكَافِرِينَ نُزُلًا supplies the khabar content of إِنَّا.
ae:v3:s018:102:pass1:attach:a9	q:18:102:12	q:18:102:13	direct_object	head-to-dependent	high	أَعْتَدْنَا | جَهَنَّمَ	case_government;word_order	جَهَنَّمَ is the object of أَعْتَدْنَا.
ae:v3:s018:102:pass1:attach:a10	q:18:102:12	q:18:102:15	prep_complement	head-to-dependent	high	أَعْتَدْنَا | لِلْكَافِرِينَ	case_government;local_syntax	الْكَافِرِينَ is governed by لِ as recipient of أَعْتَدْنَا.
ae:v3:s018:102:pass1:attach:a11	q:18:102:13	q:18:102:16	circumstantial	head-to-dependent	medium	جَهَنَّمَ | نُزُلَاً	case_government;local_syntax	نُزُلًا can be read as a circumstantial accusative describing جَهَنَّمَ as lodging.
ae:v3:s018:102:pass1:attach:a12	q:18:102:12	q:18:102:16	direct_object	head-to-dependent	medium	أَعْتَدْنَا | نُزُلَاً	case_government;local_syntax	نُزُلًا can also be read as a second object governed by أَعْتَدْنَا.
ae:v3:s018:102:pass1:attach:a13	q:18:102:7	q:18:102:7	idafa	head-to-dependent	high	عِبَادِي	morphology;local_syntax	The possessive suffix in عِبَادِي is a genitive possessor attached to the same word.
ae:v3:s018:102:pass1:attach:a14	q:18:102:9	q:18:102:9	idafa	head-to-dependent	high	دُونِي	morphology;local_syntax	The possessive suffix in دُونِي is a genitive possessor attached to the same word.
ae:v3:s018:103:pass1:attach:a1	q:18:103:1	q:18:103:2	quoted_complement	head-to-dependent	high	قُلْ | هَلْ	local_syntax	The full question هَلْ نُنَبِّئُكُم … أَعْمَالًا is the quoted content of قُلْ.
ae:v3:s018:103:pass1:attach:a2	q:18:103:3	q:18:103:3	direct_object	head-to-dependent	high	نُنَبِّئُكُمْ	morphology;local_syntax	The suffix كُمْ on نُنَبِّئُكُم is the object pronoun of the verb.
ae:v3:s018:103:pass1:attach:a3	q:18:103:3	q:18:103:5	prep_complement	head-to-dependent	high	نُنَبِّئُكُمْ | بِالْأَخْسَرِينَ	case_government;local_syntax	ٱلْأَخْسَرِينَ is governed by بِ as complement of نُنَبِّئُكُم.
ae:v3:s018:103:pass1:attach:a4	q:18:103:5	q:18:103:6	accusative_specification	head-to-dependent	high	بِالْأَخْسَرِينَ | أَعْمَالَاً	case_government;local_syntax	أَعْمَالًا specifies the respect in which ٱلْأَخْسَرِينَ are the greatest losers.
ae:v3:s018:104:pass1:attach:a1	q:18:104:2	q:18:104:3	subject	head-to-dependent	high	ضَلَّ | سَعْيُهُمْ	agreement;word_order	سَعْيُهُمْ is the explicit subject of ضَلَّ.
ae:v3:s018:104:pass1:attach:a2	q:18:104:2	q:18:104:5	prep_complement	head-to-dependent	high	ضَلَّ | الْحَيَاةِ	case_government;local_syntax	ٱلْحَيَوٰةِ is governed by فِي with ضَلَّ.
ae:v3:s018:104:pass1:attach:a3	q:18:104:5	q:18:104:6	adjective	head-to-dependent	high	الْحَيَاةِ | الدُّنْيَا	agreement;local_syntax	ٱلدُّنْيَا modifies ٱلْحَيَوٰةِ.
ae:v3:s018:104:pass1:attach:a4	q:18:104:2	q:18:104:8	circumstantial	head-to-dependent	high	ضَلَّ | وَهُمْ	local_syntax	وَهُمْ يَحْسَبُونَ … states the حال accompanying ضَلَّ سَعْيُهُمْ.
ae:v3:s018:104:pass1:attach:a5	q:18:104:9	q:18:104:8	subject	head-to-dependent	high	يَحْسَبُونَ | وَهُمْ	local_syntax;word_order	هُمْ is the explicit subject of يَحْسَبُونَ.
ae:v3:s018:104:pass1:attach:a6	q:18:104:9	q:18:104:10	clausal_complement	head-to-dependent	high	يَحْسَبُونَ | أَنَّهُمْ	local_syntax	أَنَّهُمْ يُحْسِنُونَ صُنْعًا is the content of يَحْسَبُونَ.
ae:v3:s018:104:pass1:attach:a7	q:18:104:10	q:18:104:10	particle_complement	head-to-dependent	high		morphology;local_syntax	The suffix هُمْ in أَنَّهُمْ is the ism governed by أَنَّ.
ae:v3:s018:104:pass1:attach:a8	q:18:104:10	q:18:104:11	predication	head-to-dependent	high	أَنَّهُمْ | يُحْسِنُونَ	local_syntax	يُحْسِنُونَ صُنْعًا is the predicate content of أَنَّهُمْ.
ae:v3:s018:104:pass1:attach:a9	q:18:104:11	q:18:104:12	direct_object	head-to-dependent	high	يُحْسِنُونَ | صُنْعَاً	case_government;local_syntax	صُنْعًا is the accusative object or domain governed by يُحْسِنُونَ.
ae:v3:s018:104:pass1:attach:a10	q:18:104:3	q:18:104:3	idafa	head-to-dependent	high	سَعْيُهُمْ	morphology;local_syntax	The possessive suffix in سَعْيُهُمْ is a genitive possessor attached to the same word.
ae:v3:s018:105:pass1:attach:a1	q:18:105:1	q:18:105:2	predication	head-to-dependent	high	أُولَئِكَ | الَّذِينَ	local_syntax	ٱلَّذِينَ كَفَرُوا … is the predicate identifying أُولَٰئِكَ.
ae:v3:s018:105:pass1:attach:a2	q:18:105:3	q:18:105:5	prep_complement	head-to-dependent	high	كَفَرُوا | بِآيَاتِ	case_government;local_syntax	ـَٔايَاتِ is governed by بِ with كَفَرُوا.
ae:v3:s018:105:pass1:attach:a3	q:18:105:5	q:18:105:6	idafa	head-to-dependent	high	بِآيَاتِ | رَبِّهِمْ	case_government;local_syntax	رَبِّهِمْ is the genitive complement of ءَايَاتِ.
ae:v3:s018:105:pass1:attach:a4	q:18:105:5	q:18:105:8	conjoined	head-to-dependent	high	بِآيَاتِ | وَلِقَائِهِ	parallelism;local_syntax	لِقَائِهِ is coordinated with ءَايَاتِ under the governance of بِ.
ae:v3:s018:105:pass1:attach:a5	q:18:105:10	q:18:105:11	subject	head-to-dependent	high	فَحَبِطَتْ | أَعْمَالُهُمْ	agreement;word_order	أَعْمَالُهُمْ is the explicit subject of حَبِطَتْ.
ae:v3:s018:105:pass1:attach:a6	q:18:105:14	q:18:105:16	prep_complement	head-to-dependent	high	نُقِيمُ | لَهُمْ	case_government;local_syntax	هُمْ is governed by لَ as complement of نُقِيمُ.
ae:v3:s018:105:pass1:attach:a7	q:18:105:14	q:18:105:17	adverbial	head-to-dependent	high	نُقِيمُ | يَوْمَ	case_government;local_syntax	يَوْمَ gives the time of نُقِيمُ.
ae:v3:s018:105:pass1:attach:a8	q:18:105:17	q:18:105:18	idafa	head-to-dependent	high	يَوْمَ | الْقِيَامَةِ	case_government;local_syntax	ٱلْقِيَامَةِ is the genitive complement of يَوْمَ.
ae:v3:s018:105:pass1:attach:a9	q:18:105:14	q:18:105:19	direct_object	head-to-dependent	high	نُقِيمُ | وَزْنَاً	case_government;word_order	وَزْنًا is the object of نُقِيمُ.
ae:v3:s018:105:pass1:attach:a10	q:18:105:6	q:18:105:6	idafa	head-to-dependent	high	رَبِّهِمْ	morphology;local_syntax	The possessive suffix in رَبِّهِمْ is a genitive possessor attached to the same word.
ae:v3:s018:105:pass1:attach:a11	q:18:105:8	q:18:105:8	idafa	head-to-dependent	high	وَلِقَائِهِ	morphology;local_syntax	The possessive suffix in لِقَآئِهِۦ is a genitive possessor attached to the same word.
ae:v3:s018:105:pass1:attach:a12	q:18:105:11	q:18:105:11	idafa	head-to-dependent	high	أَعْمَالُهُمْ	morphology;local_syntax	The possessive suffix in أَعْمَٰلُهُمْ is a genitive possessor attached to the same word.
ae:v3:s018:106:pass1:attach:a1	q:18:106:1	q:18:106:2	predication	head-to-dependent	high	ذَلِكَ | جَزَاؤُهُمْ	local_syntax	جَزَاؤُهُمْ is the predicate of ذَٰلِكَ.
ae:v3:s018:106:pass1:attach:a2	q:18:106:2	q:18:106:3	apposition	head-to-dependent	high	جَزَاؤُهُمْ | جَهَنَّمُ	local_syntax	جَهَنَّمُ appositionally specifies جَزَاؤُهُمْ.
ae:v3:s018:106:pass1:attach:a3	q:18:106:2	q:18:106:5	prep_complement	head-to-dependent	high	جَزَاؤُهُمْ | بِمَا	case_government;local_syntax	مَا with كَفَرُوا وَٱتَّخَذُوا is governed by بِ as the cause of جَزَاؤُهُمْ.
ae:v3:s018:106:pass1:attach:a4	q:18:106:8	q:18:106:9	direct_object	head-to-dependent	high	وَاتَّخَذُوا | آيَاتِي	case_government;word_order	ءَايَاتِي is the first object of ٱتَّخَذُوا.
ae:v3:s018:106:pass1:attach:a5	q:18:106:9	q:18:106:11	conjoined	head-to-dependent	high	آيَاتِي | وَرُسُلِي	parallelism;local_syntax	رُسُلِي is coordinated with ءَايَاتِي as co-object of ٱتَّخَذُوا.
ae:v3:s018:106:pass1:attach:a6	q:18:106:8	q:18:106:12	direct_object	head-to-dependent	high	وَاتَّخَذُوا | هُزُوَاً	case_government;word_order	هُزُوًا is the second object of ٱتَّخَذُوا.
ae:v3:s018:106:pass1:attach:a7	q:18:106:2	q:18:106:2	idafa	head-to-dependent	high	جَزَاؤُهُمْ	morphology;local_syntax	The possessive suffix in جَزَآؤُهُمْ is a genitive possessor attached to the same word.
ae:v3:s018:106:pass1:attach:a8	q:18:106:9	q:18:106:9	idafa	head-to-dependent	high	آيَاتِي	morphology;local_syntax	The possessive suffix in ءَايَٰتِى is a genitive possessor attached to the same word.
ae:v3:s018:106:pass1:attach:a9	q:18:106:11	q:18:106:11	idafa	head-to-dependent	high	وَرُسُلِي	morphology;local_syntax	The possessive suffix in رُسُلِى is a genitive possessor attached to the same word.
ae:v3:s018:107:pass1:attach:a1	q:18:107:1	q:18:107:2	particle_complement	head-to-dependent	high	إِنَّ | الَّذِينَ	case_government;local_syntax	ٱلَّذِينَ ءَامَنُوا وَعَمِلُوا ٱلصَّالِحَاتِ is the ism of إِنَّ.
ae:v3:s018:107:pass1:attach:a2	q:18:107:3	q:18:107:5	conjoined	head-to-dependent	high	آمَنُوا | وَعَمِلُوا	parallelism;local_syntax	عَمِلُوا is coordinated with ءَامَنُوا by وَ.
ae:v3:s018:107:pass1:attach:a3	q:18:107:5	q:18:107:6	direct_object	head-to-dependent	high	وَعَمِلُوا | الصَّالِحَاتِ	case_government;local_syntax	ٱلصَّالِحَاتِ is the object of عَمِلُوا.
ae:v3:s018:107:pass1:attach:a4	q:18:107:1	q:18:107:7	predication	head-to-dependent	high	إِنَّ | كَانَتْ	local_syntax	كَانَتْ لَهُمْ جَنَّاتُ ٱلْفِرْدَوْسِ نُزُلًا is the khabar content of إِنَّ.
ae:v3:s018:107:pass1:attach:a5	q:18:107:7	q:18:107:9	prep_complement	head-to-dependent	high	كَانَتْ | لَهُمْ	case_government;local_syntax	هُمْ is governed by لَ in the possessive predicate of كَانَتْ.
ae:v3:s018:107:pass1:attach:a6	q:18:107:7	q:18:107:9	kana_predicate	head-to-dependent	high	كَانَتْ | لَهُمْ	local_syntax	لَهُمْ is the fronted predicate phrase of كَانَتْ.
ae:v3:s018:107:pass1:attach:a7	q:18:107:7	q:18:107:10	subject	head-to-dependent	high	كَانَتْ | جَنَّاتُ	agreement;word_order	جَنَّاتُ is the delayed ism of كَانَتْ.
ae:v3:s018:107:pass1:attach:a8	q:18:107:10	q:18:107:11	idafa	head-to-dependent	high	جَنَّاتُ | الْفِرْدَوْسِ	case_government;local_syntax	ٱلْفِرْدَوْسِ is the genitive complement of جَنَّاتُ.
ae:v3:s018:107:pass1:attach:a9	q:18:107:10	q:18:107:12	circumstantial	head-to-dependent	medium	جَنَّاتُ | نُزُلَاً	case_government;local_syntax	نُزُلًا can be read as a circumstantial accusative describing جَنَّاتُ ٱلْفِرْدَوْسِ.
ae:v3:s018:107:pass1:attach:a10	q:18:107:7	q:18:107:12	kana_predicate	head-to-dependent	medium	كَانَتْ | نُزُلَاً	case_government;local_syntax	نُزُلًا can also be read as an additional predicate under كَانَتْ.
ae:v3:s018:108:pass1:attach:a1	q:18:108:1	q:18:108:2	prep_complement	head-to-dependent	high	خَالِدِينَ	case_government;local_syntax	The pronoun in فِيهَا is governed by فِي with خَالِدِينَ.
ae:v3:s018:108:pass1:attach:a2	q:18:108:4	q:18:108:1	circumstantial	head-to-dependent	high	يَبْغُونَ | خَالِدِينَ	local_syntax	خَالِدِينَ فِيهَا states the condition of the subject of يَبْغُونَ.
ae:v3:s018:108:pass1:attach:a3	q:18:108:4	q:18:108:5	prep_complement	head-to-dependent	high	يَبْغُونَ	case_government;local_syntax	The pronoun in عَنْهَا is governed by عَنْ as complement of يَبْغُونَ.
ae:v3:s018:108:pass1:attach:a4	q:18:108:4	q:18:108:6	direct_object	head-to-dependent	high	يَبْغُونَ | حِوَلَاً	case_government;word_order	حِوَلًا is the object sought by يَبْغُونَ.
ae:v3:s018:109:pass1:attach:a1	q:18:109:1	q:18:109:2	quoted_complement	head-to-dependent	high	قُلْ | لَوْ	local_syntax	The full statement لَوْ كَانَ … مَدَدًا is the quoted content of قُلْ.
ae:v3:s018:109:pass1:attach:a2	q:18:109:3	q:18:109:4	subject	head-to-dependent	high	كَانَ | الْبَحْرُ	case_government;word_order	ٱلْبَحْرُ is the ism of كَانَ.
ae:v3:s018:109:pass1:attach:a3	q:18:109:3	q:18:109:5	kana_predicate	head-to-dependent	high	كَانَ | مِدَادَاً	case_government;local_syntax	مِدَادًا is the khabar of كَانَ.
ae:v3:s018:109:pass1:attach:a4	q:18:109:5	q:18:109:7	prep_complement	head-to-dependent	high	مِدَادَاً | لِكَلِمَاتِ	case_government;local_syntax	كَلِمَاتِ is governed by لِ as complement of مِدَادًا.
ae:v3:s018:109:pass1:attach:a5	q:18:109:7	q:18:109:8	idafa	head-to-dependent	high	لِكَلِمَاتِ | رَبِّي	case_government;local_syntax	رَبِّي is the genitive complement of كَلِمَاتِ.
ae:v3:s018:109:pass1:attach:a6	q:18:109:10	q:18:109:11	subject	head-to-dependent	high	لَنَفِدَ | الْبَحْرُ	agreement;word_order	ٱلْبَحْرُ is the subject of نَفِدَ.
ae:v3:s018:109:pass1:attach:a7	q:18:109:10	q:18:109:12	adverbial	head-to-dependent	high	لَنَفِدَ | قَبْلَ	case_government;local_syntax	قَبْلَ أَنْ تَنفَدَ كَلِمَاتُ رَبِّي gives the time before which نَفِدَ occurs.
ae:v3:s018:109:pass1:attach:a8	q:18:109:13	q:18:109:14	particle_complement	head-to-dependent	high	أَنْ | تَنْفَدَ	local_syntax	تَنفَدَ is governed by أَنْ after قَبْلَ.
ae:v3:s018:109:pass1:attach:a9	q:18:109:14	q:18:109:15	subject	head-to-dependent	high	تَنْفَدَ | كَلِمَاتُ	agreement;word_order	كَلِمَاتُ is the subject of تَنفَدَ.
ae:v3:s018:109:pass1:attach:a10	q:18:109:15	q:18:109:16	idafa	head-to-dependent	high	كَلِمَاتُ | رَبِّي	case_government;local_syntax	رَبِّي is the genitive complement of كَلِمَاتُ.
ae:v3:s018:109:pass1:attach:a11	q:18:109:19	q:18:109:21	prep_complement	head-to-dependent	high	جِئْنَا | بِمِثْلِهِ	case_government;local_syntax	مِثْلِهِ is governed by بِ as complement of جِئْنَا.
ae:v3:s018:109:pass1:attach:a12	q:18:109:19	q:18:109:22	circumstantial	head-to-dependent	medium	جِئْنَا | مَدَدَاً	case_government;local_syntax	مَدَدًا can be read as a حال describing the brought مِثْل.
ae:v3:s018:109:pass1:attach:a13	q:18:109:21	q:18:109:22	accusative_specification	head-to-dependent	medium	بِمِثْلِهِ | مَدَدَاً	case_government;local_syntax	مَدَدًا can also specify مِثْلِهِ as an additional supply.
ae:v3:s018:109:pass1:attach:a14	q:18:109:8	q:18:109:8	idafa	head-to-dependent	high	رَبِّي	morphology;local_syntax	The possessive suffix in رَبِّى is a genitive possessor attached to the same word.
ae:v3:s018:109:pass1:attach:a15	q:18:109:16	q:18:109:16	idafa	head-to-dependent	high	رَبِّي	morphology;local_syntax	The possessive suffix in رَبِّى is a genitive possessor attached to the same word.
ae:v3:s018:109:pass1:attach:a16	q:18:109:21	q:18:109:21	idafa	head-to-dependent	high	بِمِثْلِهِ	morphology;local_syntax	The possessive suffix in مِثْلِهِۦ is a genitive possessor attached to the same word.
ae:v3:s018:110:pass1:attach:a1	q:18:110:1	q:18:110:2	quoted_complement	head-to-dependent	high	قُلْ | إِنَّمَا	local_syntax	The full utterance إِنَّمَا أَنَا … أَحَدًا is the quoted content of قُلْ.
ae:v3:s018:110:pass1:attach:a2	q:18:110:3	q:18:110:4	predication	head-to-dependent	high	أَنَا | بَشَرٌ	case_government;local_syntax	بَشَرٌ is the predicate of أَنَا.
ae:v3:s018:110:pass1:attach:a3	q:18:110:4	q:18:110:5	adjective	head-to-dependent	high	بَشَرٌ | مِثْلُكُمْ	agreement;local_syntax	مِثْلُكُمْ modifies بَشَرٌ.
ae:v3:s018:110:pass1:attach:a4	q:18:110:6	q:18:110:7	prep_complement	head-to-dependent	high	يُوحَى	case_government;local_syntax	The pronoun in إِلَيَّ is governed by إِلَى as complement of يُوحَى.
ae:v3:s018:110:pass1:attach:a5	q:18:110:6	q:18:110:8	clausal_complement	head-to-dependent	high	يُوحَى | أَنَّمَا	local_syntax	أَنَّمَا إِلَهُكُمْ إِلَهٌ وَاحِدٌ is the content revealed by يُوحَى.
ae:v3:s018:110:pass1:attach:a6	q:18:110:8	q:18:110:9	particle_complement	head-to-dependent	high	أَنَّمَا | إِلَهُكُمْ	local_syntax	إِلَهُكُمْ is governed as the subject content under أَنَّمَا.
ae:v3:s018:110:pass1:attach:a7	q:18:110:9	q:18:110:10	predication	head-to-dependent	high	إِلَهُكُمْ | إِلَهٌ	case_government;local_syntax	إِلَهٌ is the predicate of إِلَهُكُمْ.
ae:v3:s018:110:pass1:attach:a8	q:18:110:10	q:18:110:11	adjective	head-to-dependent	high	إِلَهٌ | وَاحِدٌ	agreement;local_syntax	وَاحِدٌ modifies إِلَهٌ.
ae:v3:s018:110:pass1:attach:a9	q:18:110:14	q:18:110:13	subject	head-to-dependent	high	كَانَ | فَمَنْ	local_syntax;word_order	مَنْ is the subject of كَانَ in the conditional protasis.
