attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:27:15:20	27:15	27:15	20	w-s027-a015-w015	27:15:15	m-w-s027-a015-w015-02	الْمُؤْمِنِينَ	أ م ن		position_crosswalk	morpheme_aligned
q:27:16:2	27:16	27:16	2	w-s027-a016-w001	27:16:1	m-w-s027-a016-w001-02	وَوَرِثَ	و ر ث		position_crosswalk	morpheme_aligned
q:27:16:3	27:16	27:16	3	w-s027-a016-w002	27:16:2	m-w-s027-a016-w002-01	سُلَيْمَانُ	س ل م		position_crosswalk	morpheme_aligned
q:27:16:4	27:16	27:16	4	w-s027-a016-w003	27:16:3	m-w-s027-a016-w003-01	دَاوُودَ	د و د		position_crosswalk	morpheme_aligned
q:27:16:6	27:16	27:16	6	w-s027-a016-w004	27:16:4	m-w-s027-a016-w004-02	وَقَالَ	ق و ل		position_crosswalk	morpheme_aligned
q:27:16:7	27:16	27:16	7	w-s027-a016-w005	27:16:5	m-w-s027-a016-w005-02	يَاأَيُّهَا			position_crosswalk	morpheme_aligned
q:27:16:8	27:16	27:16	8	w-s027-a016-w005	27:16:5	m-w-s027-a016-w005-02	يَاأَيُّهَا	أ ي ي		position_crosswalk	morpheme_aligned
q:27:16:9	27:16	27:16	9	w-s027-a016-w006	27:16:6	m-w-s027-a016-w006-02	النَّاسُ	أ ن س		position_crosswalk	morpheme_aligned
q:27:16:10	27:16	27:16	10	w-s027-a016-w007	27:16:7	m-w-s027-a016-w007-01	عُلِّمْنَا	ع ل م		position_crosswalk	morpheme_aligned
q:27:16:11	27:16	27:16	11	w-s027-a016-w008	27:16:8	m-w-s027-a016-w008-01	مَنْطِقَ	ن ط ق		position_crosswalk	morpheme_aligned
q:27:16:12	27:16	27:16	12	w-s027-a016-w009	27:16:9	m-w-s027-a016-w009-02	الطَّيْرِ	ط ي ر		position_crosswalk	morpheme_aligned
q:27:16:14	27:16	27:16	14	w-s027-a016-w010	27:16:10	m-w-s027-a016-w010-02	وَأُوتِينَا	أ ت ي	مِن	position_crosswalk	morpheme_aligned
q:27:16:15	27:16	27:16	15	w-s027-a016-w011	27:16:11	m-w-s027-a016-w011-01			مِن	position_crosswalk	morpheme_aligned
q:27:16:16	27:16	27:16	16	w-s027-a016-w012	27:16:12	m-w-s027-a016-w012-01	كُلِّ	ك ل ل	مِن	position_crosswalk	morpheme_aligned
q:27:16:17	27:16	27:16	17	w-s027-a016-w013	27:16:13	m-w-s027-a016-w013-01	شَيْءٍ	ش ي ء		position_crosswalk	morpheme_aligned
q:27:16:18	27:16	27:16	18	w-s027-a016-w014	27:16:14	m-w-s027-a016-w014-01	إِنَّ			position_crosswalk	morpheme_aligned
q:27:16:19	27:16	27:16	19	w-s027-a016-w015	27:16:15	m-w-s027-a016-w015-01	هَذَا			position_crosswalk	morpheme_aligned
q:27:16:22	27:16	27:16	22	w-s027-a016-w017	27:16:17	m-w-s027-a016-w017-02	الْفَضْلُ	ف ض ل		position_crosswalk	morpheme_aligned
q:27:16:23	27:16	27:16	23	w-s027-a016-w018	27:16:18	m-w-s027-a016-w018-02	الْمُبِينُ	ب ي ن		position_crosswalk	morpheme_aligned
q:27:17:2	27:17	27:17	2	w-s027-a017-w001	27:17:1	m-w-s027-a017-w001-02	وَحُشِرَ	ح ش ر	لـ	position_crosswalk	morpheme_aligned
q:27:17:3	27:17	27:17	3	w-s027-a017-w002	27:17:2	m-w-s027-a017-w002-01			لـ	position_crosswalk	morpheme_aligned
q:27:17:4	27:17	27:17	4	w-s027-a017-w002	27:17:2	m-w-s027-a017-w002-02	لِسُلَيْمَانَ	س ل م	لـ	position_crosswalk	morpheme_aligned
q:27:17:5	27:17	27:17	5	w-s027-a017-w003	27:17:3	m-w-s027-a017-w003-01	جُنُودُهُ	ج ن د	مِن	position_crosswalk	morpheme_aligned
q:27:17:6	27:17	27:17	6	w-s027-a017-w004	27:17:4	m-w-s027-a017-w004-01			مِن	position_crosswalk	morpheme_aligned
q:27:17:7	27:17	27:17	7	w-s027-a017-w005	27:17:5	m-w-s027-a017-w005-02	الْجِنِّ	ج ن ن	مِن	position_crosswalk	morpheme_aligned
q:27:17:9	27:17	27:17	9	w-s027-a017-w006	27:17:6	m-w-s027-a017-w006-03	وَالْإِنْسِ	أ ن س		position_crosswalk	morpheme_aligned
q:27:17:11	27:17	27:17	11	w-s027-a017-w007	27:17:7	m-w-s027-a017-w007-03	وَالطَّيْرِ	ط ي ر		position_crosswalk	morpheme_aligned
q:27:17:13	27:17	27:17	13	w-s027-a017-w008	27:17:8	m-w-s027-a017-w008-02	فَهُمْ			position_crosswalk	morpheme_aligned
q:27:17:14	27:17	27:17	14	w-s027-a017-w009	27:17:9	m-w-s027-a017-w009-01	يُوزَعُونَ	و ز ع		position_crosswalk	morpheme_aligned
q:27:18:3	27:18	27:18	3	w-s027-a018-w003	27:18:3	m-w-s027-a018-w003-01	أَتَوْا	أ ت ي	عَلَى	position_crosswalk	morpheme_aligned
q:27:18:4	27:18	27:18	4	w-s027-a018-w004	27:18:4	m-w-s027-a018-w004-01			عَلَى	position_crosswalk	morpheme_aligned
q:27:18:5	27:18	27:18	5	w-s027-a018-w005	27:18:5	m-w-s027-a018-w005-01	وَادِ	و د ي	عَلَى	position_crosswalk	morpheme_aligned
q:27:18:6	27:18	27:18	6	w-s027-a018-w006	27:18:6	m-w-s027-a018-w006-02	النَّمْلِ	ن م ل		position_crosswalk	morpheme_aligned
q:27:18:7	27:18	27:18	7	w-s027-a018-w007	27:18:7	m-w-s027-a018-w007-01	قَالَتْ	ق و ل		position_crosswalk	morpheme_aligned
q:27:18:8	27:18	27:18	8	w-s027-a018-w008	27:18:8	m-w-s027-a018-w008-01	نَمْلَةٌ	ن م ل		position_crosswalk	morpheme_aligned
q:27:18:9	27:18	27:18	9	w-s027-a018-w009	27:18:9	m-w-s027-a018-w009-02	يَاأَيُّهَا			position_crosswalk	morpheme_aligned
q:27:18:10	27:18	27:18	10	w-s027-a018-w009	27:18:9	m-w-s027-a018-w009-02	يَاأَيُّهَا	أ ي ي		position_crosswalk	morpheme_aligned
q:27:18:11	27:18	27:18	11	w-s027-a018-w010	27:18:10	m-w-s027-a018-w010-02	النَّمْلُ	ن م ل		position_crosswalk	morpheme_aligned
q:27:18:12	27:18	27:18	12	w-s027-a018-w011	27:18:11	m-w-s027-a018-w011-01	ادْخُلُوا	د خ ل		position_crosswalk	morpheme_aligned
q:27:18:13	27:18	27:18	13	w-s027-a018-w012	27:18:12	m-w-s027-a018-w012-01	مَسَاكِنَكُمْ	س ك ن		position_crosswalk	morpheme_aligned
q:27:18:15	27:18	27:18	15	w-s027-a018-w014	27:18:14	m-w-s027-a018-w014-01;m-w-s027-a018-w014-03	يَحْطِمَنَّكُمْ	ح ط م		position_crosswalk	morpheme_aligned
q:27:18:16	27:18	27:18	16	w-s027-a018-w015	27:18:15	m-w-s027-a018-w015-01	سُلَيْمَانُ	س ل م		position_crosswalk	morpheme_aligned
q:27:18:18	27:18	27:18	18	w-s027-a018-w016	27:18:16	m-w-s027-a018-w016-02	وَجُنُودُهُ	ج ن د		position_crosswalk	morpheme_aligned
q:27:18:20	27:18	27:18	20	w-s027-a018-w017	27:18:17	m-w-s027-a018-w017-02	وَهُمْ			position_crosswalk	morpheme_aligned
q:27:18:22	27:18	27:18	22	w-s027-a018-w019	27:18:19	m-w-s027-a018-w019-01	يَشْعُرُونَ	ش ع ر		position_crosswalk	morpheme_aligned
q:27:19:2	27:19	27:19	2	w-s027-a019-w001	27:19:1	m-w-s027-a019-w001-02	فَتَبَسَّمَ	ب س م	مِن	position_crosswalk	morpheme_aligned
q:27:19:3	27:19	27:19	3	w-s027-a019-w002	27:19:2	m-w-s027-a019-w002-01	ضَاحِكَاً	ض ح ك		position_crosswalk	morpheme_aligned
q:27:19:4	27:19	27:19	4	w-s027-a019-w003	27:19:3	m-w-s027-a019-w003-01			مِن	position_crosswalk	morpheme_aligned
q:27:19:5	27:19	27:19	5	w-s027-a019-w004	27:19:4	m-w-s027-a019-w004-01	قَوْلِهَا	ق و ل	مِن	position_crosswalk	morpheme_aligned
q:27:19:7	27:19	27:19	7	w-s027-a019-w004	27:19:4	m-w-s027-a019-w004-01	وَقَالَ	ق و ل		surface_root_sequence_fallback	morpheme_aligned
q:27:19:8	27:19	27:19	8	w-s027-a019-w006	27:19:6	m-w-s027-a019-w006-01	رَبِّ	ر ب ب		position_crosswalk	morpheme_aligned
q:27:19:9	27:19	27:19	9	w-s027-a019-w007	27:19:7	m-w-s027-a019-w007-01;m-w-s027-a019-w007-02	أَوْزِعْنِي	و ز ع		position_crosswalk	morpheme_aligned
q:27:19:10	27:19	27:19	10	w-s027-a019-w008	27:19:8	m-w-s027-a019-w008-01	أَنْ			position_crosswalk	morpheme_aligned
q:27:19:11	27:19	27:19	11	w-s027-a019-w009	27:19:9	m-w-s027-a019-w009-01	أَشْكُرَ	ش ك ر		position_crosswalk	morpheme_aligned
q:27:19:12	27:19	27:19	12	w-s027-a019-w010	27:19:10	m-w-s027-a019-w010-01	نِعْمَتَكَ	ن ع م		position_crosswalk	morpheme_aligned
q:27:19:13	27:19	27:19	13	w-s027-a019-w011	27:19:11	m-w-s027-a019-w011-01	الَّتِي	ل ل ت		position_crosswalk	morpheme_aligned
q:27:19:14	27:19	27:19	14	w-s027-a019-w012	27:19:12	m-w-s027-a019-w012-01	أَنْعَمْتَ	ن ع م	عَلَى	position_crosswalk	morpheme_aligned
q:27:19:15	27:19	27:19	15	w-s027-a019-w013	27:19:13	m-w-s027-a019-w013-02;m-w-s027-a019-w013-01	عَلَيَّ	ع ل و	عَلَى	position_crosswalk	morpheme_aligned
q:27:19:17	27:19	27:19	17	w-s027-a019-w013	27:19:13	m-w-s027-a019-w013-01			عَلَى	surface_root_sequence_fallback	morpheme_aligned
q:27:19:18	27:19	27:19	18	w-s027-a019-w015	27:19:15	m-w-s027-a019-w015-01	وَالِدَيَّ	و ل د	عَلَى	position_crosswalk	morpheme_aligned
q:27:19:20	27:19	27:19	20	w-s027-a019-w016	27:19:16	m-w-s027-a019-w016-02	وَأَنْ			position_crosswalk	morpheme_aligned
q:27:19:21	27:19	27:19	21	w-s027-a019-w017	27:19:17	m-w-s027-a019-w017-01	أَعْمَلَ	ع م ل		position_crosswalk	morpheme_aligned
q:27:19:22	27:19	27:19	22	w-s027-a019-w018	27:19:18	m-w-s027-a019-w018-01	صَالِحَاً	ص ل ح		position_crosswalk	morpheme_aligned
q:27:19:23	27:19	27:19	23	w-s027-a019-w019	27:19:19	m-w-s027-a019-w019-01;m-w-s027-a019-w019-02	تَرْضَاهُ	ر ض ي		position_crosswalk	morpheme_aligned
q:27:19:25	27:19	27:19	25	w-s027-a019-w020	27:19:20	m-w-s027-a019-w020-02;m-w-s027-a019-w020-03	وَأَدْخِلْنِي	د خ ل	بـ;فِي	position_crosswalk	morpheme_aligned
q:27:19:26	27:19	27:19	26	w-s027-a019-w021	27:19:21	m-w-s027-a019-w021-01			بـ	position_crosswalk	morpheme_aligned
q:27:19:27	27:19	27:19	27	w-s027-a019-w021	27:19:21	m-w-s027-a019-w021-02	بِرَحْمَتِكَ	ر ح م	بـ	position_crosswalk	morpheme_aligned
q:27:19:28	27:19	27:19	28	w-s027-a019-w022	27:19:22	m-w-s027-a019-w022-01			فِي	position_crosswalk	morpheme_aligned
q:27:19:29	27:19	27:19	29	w-s027-a019-w023	27:19:23	m-w-s027-a019-w023-01	عِبَادِكَ	ع ب د	فِي	position_crosswalk	morpheme_aligned
q:27:19:30	27:19	27:19	30	w-s027-a019-w024	27:19:24	m-w-s027-a019-w024-02	الصَّالِحِينَ	ص ل ح		position_crosswalk	morpheme_aligned
q:27:20:2	27:20	27:20	2	w-s027-a020-w001	27:20:1	m-w-s027-a020-w001-02	وَتَفَقَّدَ	ف ق د		position_crosswalk	morpheme_aligned
q:27:20:3	27:20	27:20	3	w-s027-a020-w002	27:20:2	m-w-s027-a020-w002-02	الطَّيْرَ	ط ي ر		position_crosswalk	morpheme_aligned
q:27:20:5	27:20	27:20	5	w-s027-a020-w003	27:20:3	m-w-s027-a020-w003-02	فَقَالَ	ق و ل		position_crosswalk	morpheme_aligned
q:27:20:6	27:20	27:20	6	w-s027-a020-w004	27:20:4	m-w-s027-a020-w004-01	مَا		لـ	position_crosswalk	morpheme_aligned
q:27:20:7	27:20	27:20	7	w-s027-a020-w005	27:20:5	m-w-s027-a020-w005-02;m-w-s027-a020-w005-01	لِيَ	و ل ي	لـ	position_crosswalk	morpheme_aligned
q:27:20:9	27:20	27:20	9	w-s027-a020-w007	27:20:7	m-w-s027-a020-w007-01	أَرَى	ر أ ي		surface_root_sequence_fallback	morpheme_aligned
q:27:20:10	27:20	27:20	10	w-s027-a020-w008	27:20:8	m-w-s027-a020-w008-02	الْهُدْهُدَ	ه د ه د		surface_root_sequence_fallback	morpheme_aligned
q:27:20:12	27:20	27:20	12	w-s027-a020-w010	27:20:10	m-w-s027-a020-w010-01	كَانَ	ك و ن	مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:20:13	27:20	27:20	13	w-s027-a020-w011	27:20:11	m-w-s027-a020-w011-01			مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:20:14	27:20	27:20	14	w-s027-a020-w012	27:20:12	m-w-s027-a020-w012-02	الْغَائِبِينَ	غ ي ب	مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:21:2	27:21	27:21	2	w-s027-a021-w001	27:21:1	m-w-s027-a021-w001-02;m-w-s027-a021-w001-04	لَأُعَذِّبَنَّهُ	ع ذ ب		position_crosswalk	morpheme_aligned
q:27:21:3	27:21	27:21	3	w-s027-a021-w001	27:21:1	m-w-s027-a021-w001-02	عَذَابَاً	ع ذ ب		surface_root_sequence_fallback	morpheme_aligned
q:27:21:4	27:21	27:21	4	w-s027-a021-w003	27:21:3	m-w-s027-a021-w003-01	شَدِيدَاً	ش د د		position_crosswalk	morpheme_aligned
q:27:21:7	27:21	27:21	7	w-s027-a021-w005	27:21:5	m-w-s027-a021-w005-02;m-w-s027-a021-w005-04	لَأَذْبَحَنَّهُ	ذ ب ح		position_crosswalk	morpheme_aligned
q:27:21:10	27:21	27:21	10	w-s027-a021-w007	27:21:7	m-w-s027-a021-w007-02;m-w-s027-a021-w007-04	لَيَأْتِيَنِّي	أ ت ي	بـ	position_crosswalk	morpheme_aligned
q:27:21:11	27:21	27:21	11	w-s027-a021-w008	27:21:8	m-w-s027-a021-w008-01			بـ	position_crosswalk	morpheme_aligned
q:27:21:12	27:21	27:21	12	w-s027-a021-w008	27:21:8	m-w-s027-a021-w008-02	بِسُلْطَانٍ	س ل ط	بـ	position_crosswalk	morpheme_aligned
q:27:21:13	27:21	27:21	13	w-s027-a021-w009	27:21:9	m-w-s027-a021-w009-01	مُبِينٍ	ب ي ن		position_crosswalk	morpheme_aligned
q:27:22:2	27:22	27:22	2	w-s027-a022-w001	27:22:1	m-w-s027-a022-w001-02	فَمَكَثَ	م ك ث		position_crosswalk	morpheme_aligned
q:27:22:3	27:22	27:22	3	w-s027-a022-w002	27:22:2	m-w-s027-a022-w002-01	غَيْرَ	غ ي ر		position_crosswalk	morpheme_aligned
q:27:22:4	27:22	27:22	4	w-s027-a022-w003	27:22:3	m-w-s027-a022-w003-01	بَعِيدٍ	ب ع د		position_crosswalk	morpheme_aligned
q:27:22:6	27:22	27:22	6	w-s027-a022-w004	27:22:4	m-w-s027-a022-w004-02	فَقَالَ	ق و ل		position_crosswalk	morpheme_aligned
q:27:22:7	27:22	27:22	7	w-s027-a022-w005	27:22:5	m-w-s027-a022-w005-01	أَحَطْتُ	ح و ط	بـ	position_crosswalk	morpheme_aligned
q:27:22:8	27:22	27:22	8	w-s027-a022-w006	27:22:6	m-w-s027-a022-w006-01			بـ	position_crosswalk	morpheme_aligned
q:27:22:9	27:22	27:22	9	w-s027-a022-w006	27:22:6	m-w-s027-a022-w006-02	بِمَا		بـ	position_crosswalk	morpheme_aligned
q:27:22:10	27:22	27:22	10	w-s027-a022-w007	27:22:7	m-w-s027-a022-w007-01	لَمْ	ل م م		position_crosswalk	morpheme_aligned
q:27:22:11	27:22	27:22	11	w-s027-a022-w008	27:22:8	m-w-s027-a022-w008-01	تُحِطْ	ح ط ط	بـ	position_crosswalk	morpheme_aligned
q:27:22:12	27:22	27:22	12	w-s027-a022-w009	27:22:9	m-w-s027-a022-w009-02;m-w-s027-a022-w009-01			بـ	position_crosswalk	morpheme_aligned
q:27:22:14	27:22	27:22	14	w-s027-a022-w010	27:22:10	m-w-s027-a022-w010-02	وَجِئْتُكَ	ج ي أ	مِن;بـ	position_crosswalk	morpheme_aligned
q:27:22:15	27:22	27:22	15	w-s027-a022-w011	27:22:11	m-w-s027-a022-w011-01			مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:22:16	27:22	27:22	16	w-s027-a022-w012	27:22:12	m-w-s027-a022-w012-01	سَبَإٍ	س ب أ	مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:22:17	27:22	27:22	17	w-s027-a022-w012	27:22:12	m-w-s027-a022-w012-01			بـ	position_crosswalk	morpheme_aligned
q:27:22:18	27:22	27:22	18	w-s027-a022-w013	27:22:13	m-w-s027-a022-w013-02	بِنَبَإٍ	ن ب أ	بـ	position_crosswalk	morpheme_aligned
q:27:22:19	27:22	27:22	19	w-s027-a022-w014	27:22:14	m-w-s027-a022-w014-01	يَقِينٍ	ي ق ن		surface_root_sequence_fallback	morpheme_aligned
q:27:23:1	27:23	27:23	1	w-s027-a023-w001	27:23:1	m-w-s027-a023-w001-01;m-w-s027-a023-w001-02	إِنِّي			position_crosswalk	morpheme_aligned
q:27:23:2	27:23	27:23	2	w-s027-a023-w002	27:23:2	m-w-s027-a023-w002-01	وَجَدْتُ	و ج د		position_crosswalk	morpheme_aligned
q:27:23:3	27:23	27:23	3	w-s027-a023-w003	27:23:3	m-w-s027-a023-w003-01	امْرَأَةً	م ر أ		position_crosswalk	morpheme_aligned
q:27:23:4	27:23	27:23	4	w-s027-a023-w004	27:23:4	m-w-s027-a023-w004-01;m-w-s027-a023-w004-02	تَمْلِكُهُمْ	م ل ك		position_crosswalk	morpheme_aligned
q:27:23:6	27:23	27:23	6	w-s027-a023-w005	27:23:5	m-w-s027-a023-w005-02	وَأُوتِيَتْ	أ ت ي	مِن	position_crosswalk	morpheme_aligned
q:27:23:7	27:23	27:23	7	w-s027-a023-w006	27:23:6	m-w-s027-a023-w006-01			مِن	position_crosswalk	morpheme_aligned
q:27:23:8	27:23	27:23	8	w-s027-a023-w007	27:23:7	m-w-s027-a023-w007-01	كُلِّ	ك ل ل	مِن	position_crosswalk	morpheme_aligned
q:27:23:9	27:23	27:23	9	w-s027-a023-w008	27:23:8	m-w-s027-a023-w008-01	شَيْءٍ	ش ي ء		position_crosswalk	morpheme_aligned
q:27:23:11	27:23	27:23	11	w-s027-a023-w009	27:23:9	m-w-s027-a023-w009-03;m-w-s027-a023-w009-02	وَلَهَا	و ل ي	لـ	position_crosswalk	morpheme_aligned
q:27:23:12	27:23	27:23	12	w-s027-a023-w010	27:23:10	m-w-s027-a023-w010-01	عَرْشٌ	ع ر ش	لـ	surface_root_sequence_fallback	morpheme_aligned
q:27:23:13	27:23	27:23	13	w-s027-a023-w011	27:23:11	m-w-s027-a023-w011-01	عَظِيمٌ	ع ظ م		surface_root_sequence_fallback	morpheme_aligned
q:27:24:1	27:24	27:24	1	w-s027-a024-w001	27:24:1	m-w-s027-a024-w001-01	وَجَدْتُهَا	و ج د		position_crosswalk	morpheme_aligned
q:27:24:3	27:24	27:24	3	w-s027-a024-w002	27:24:2	m-w-s027-a024-w002-02	وَقَوْمَهَا	ق و م		position_crosswalk	morpheme_aligned
q:27:24:4	27:24	27:24	4	w-s027-a024-w003	27:24:3	m-w-s027-a024-w003-01	يَسْجُدُونَ	س ج د	لـ;مِن	position_crosswalk	morpheme_aligned
q:27:24:5	27:24	27:24	5	w-s027-a024-w004	27:24:4	m-w-s027-a024-w004-01			لـ	position_crosswalk	morpheme_aligned
q:27:24:6	27:24	27:24	6	w-s027-a024-w004	27:24:4	m-w-s027-a024-w004-03	لِلشَّمْسِ	ش م س	لـ	position_crosswalk	morpheme_aligned
q:27:24:7	27:24	27:24	7	w-s027-a024-w005	27:24:5	m-w-s027-a024-w005-01			مِن	position_crosswalk	morpheme_aligned
q:27:24:8	27:24	27:24	8	w-s027-a024-w006	27:24:6	m-w-s027-a024-w006-01	دُونِ	د و ن	مِن	position_crosswalk	morpheme_aligned
q:27:24:9	27:24	27:24	9	w-s027-a024-w007	27:24:7	m-w-s027-a024-w007-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:27:24:11	27:24	27:24	11	w-s027-a024-w008	27:24:8	m-w-s027-a024-w008-02	وَزَيَّنَ	ز ي ن	لـ	position_crosswalk	morpheme_aligned
q:27:24:12	27:24	27:24	12	w-s027-a024-w009	27:24:9	m-w-s027-a024-w009-01			لـ	position_crosswalk	morpheme_aligned
q:27:24:13	27:24	27:24	13	w-s027-a024-w009	27:24:9	m-w-s027-a024-w009-02	لَهُمُ		لـ	position_crosswalk	morpheme_aligned
q:27:24:14	27:24	27:24	14	w-s027-a024-w010	27:24:10	m-w-s027-a024-w010-02	الشَّيْطَانُ	ش ط ن		position_crosswalk	morpheme_aligned
q:27:24:15	27:24	27:24	15	w-s027-a024-w011	27:24:11	m-w-s027-a024-w011-01	أَعْمَالَهُمْ	ع م ل		position_crosswalk	morpheme_aligned
q:27:24:17	27:24	27:24	17	w-s027-a024-w012	27:24:12	m-w-s027-a024-w012-02;m-w-s027-a024-w012-03	فَصَدَّهُمْ	ص د د	عَن	position_crosswalk	morpheme_aligned
q:27:24:18	27:24	27:24	18	w-s027-a024-w013	27:24:13	m-w-s027-a024-w013-01			عَن	position_crosswalk	morpheme_aligned
q:27:24:19	27:24	27:24	19	w-s027-a024-w014	27:24:14	m-w-s027-a024-w014-02	السَّبِيلِ	س ب ل	عَن	position_crosswalk	morpheme_aligned
q:27:24:21	27:24	27:24	21	w-s027-a024-w015	27:24:15	m-w-s027-a024-w015-02	فَهُمْ			position_crosswalk	morpheme_aligned
q:27:24:22	27:24	27:24	22	w-s027-a024-w016	27:24:16	m-w-s027-a024-w016-01	لَا			position_crosswalk	morpheme_aligned
q:27:24:23	27:24	27:24	23	w-s027-a024-w017	27:24:17	m-w-s027-a024-w017-01	يَهْتَدُونَ	ه د ي		position_crosswalk	morpheme_aligned
q:27:25:1	27:25	27:25	1	w-s027-a025-w001	27:25:1		أَلَّا			position_crosswalk	word_aligned
q:27:25:2	27:25	27:25	2	w-s027-a025-w002	27:25:2	m-w-s027-a025-w002-01	يَسْجُدُوا	س ج د	لـ	position_crosswalk	morpheme_aligned
q:27:25:3	27:25	27:25	3	w-s027-a025-w003	27:25:3	m-w-s027-a025-w003-01			لـ	position_crosswalk	morpheme_aligned
q:27:25:4	27:25	27:25	4	w-s027-a025-w003	27:25:3	m-w-s027-a025-w003-02	لِلَّهِ	أ ل ه	لـ	position_crosswalk	morpheme_aligned
q:27:25:6	27:25	27:25	6	w-s027-a025-w005	27:25:5	m-w-s027-a025-w005-01	يُخْرِجُ	خ ر ج		position_crosswalk	morpheme_aligned
q:27:25:7	27:25	27:25	7	w-s027-a025-w006	27:25:6	m-w-s027-a025-w006-02	الْخَبْءَ	خ ب أ	فِي	position_crosswalk	morpheme_aligned
q:27:25:8	27:25	27:25	8	w-s027-a025-w007	27:25:7	m-w-s027-a025-w007-01			فِي	position_crosswalk	morpheme_aligned
q:27:25:9	27:25	27:25	9	w-s027-a025-w008	27:25:8	m-w-s027-a025-w008-02	السَّمَاوَاتِ	س م و	فِي	position_crosswalk	morpheme_aligned
q:27:25:11	27:25	27:25	11	w-s027-a025-w009	27:25:9	m-w-s027-a025-w009-03	وَالْأَرْضِ	أ ر ض		position_crosswalk	morpheme_aligned
q:27:25:13	27:25	27:25	13	w-s027-a025-w010	27:25:10	m-w-s027-a025-w010-02	وَيَعْلَمُ	ع ل م		position_crosswalk	morpheme_aligned
q:27:25:14	27:25	27:25	14	w-s027-a025-w011	27:25:11	m-w-s027-a025-w011-01	مَا			position_crosswalk	morpheme_aligned
q:27:25:15	27:25	27:25	15	w-s027-a025-w012	27:25:12	m-w-s027-a025-w012-01	تُخْفُونَ	خ ف ي		position_crosswalk	morpheme_aligned
q:27:25:17	27:25	27:25	17	w-s027-a025-w013	27:25:13	m-w-s027-a025-w013-02	وَمَا			position_crosswalk	morpheme_aligned
q:27:25:18	27:25	27:25	18	w-s027-a025-w014	27:25:14	m-w-s027-a025-w014-01	تُعْلِنُونَ	ع ل ن		position_crosswalk	morpheme_aligned
q:27:26:1	27:26	27:26	1	w-s027-a026-w001	27:26:1	m-w-s027-a026-w001-01	اللَّهُ	أ ل ه		position_crosswalk	morpheme_aligned
q:27:26:2	27:26	27:26	2	w-s027-a026-w002	27:26:2	m-w-s027-a026-w002-01	لَا			position_crosswalk	morpheme_aligned
q:27:26:3	27:26	27:26	3	w-s027-a026-w003	27:26:3	m-w-s027-a026-w003-01	إِلَهَ	أ ل ه		position_crosswalk	morpheme_aligned
q:27:26:5	27:26	27:26	5	w-s027-a026-w005	27:26:5	m-w-s027-a026-w005-01	هُوَ			position_crosswalk	morpheme_aligned
q:27:26:6	27:26	27:26	6	w-s027-a026-w006	27:26:6	m-w-s027-a026-w006-01	رَبُّ	ر ب ب		position_crosswalk	morpheme_aligned
q:27:26:7	27:26	27:26	7	w-s027-a026-w007	27:26:7	m-w-s027-a026-w007-02	الْعَرْشِ	ع ر ش		position_crosswalk	morpheme_aligned
q:27:26:8	27:26	27:26	8	w-s027-a026-w008	27:26:8	m-w-s027-a026-w008-02	الْعَظِيمِ	ع ظ م		position_crosswalk	morpheme_aligned
q:27:27:1	27:27	27:27	1	w-s027-a027-w001	27:27:1	m-w-s027-a027-w001-01	قَالَ	ق و ل		position_crosswalk	morpheme_aligned
q:27:27:2	27:27	27:27	2	w-s027-a027-w002	27:27:2	m-w-s027-a027-w002-02	سَنَنْظُرُ	ن ظ ر		position_crosswalk	morpheme_aligned
q:27:27:3	27:27	27:27	3	w-s027-a027-w003	27:27:3	m-w-s027-a027-w003-02	أَصَدَقْتَ	ص د ق		surface_root_sequence_fallback	morpheme_aligned
q:27:27:5	27:27	27:27	5	w-s027-a027-w005	27:27:5	m-w-s027-a027-w005-01	كُنْتَ	ك و ن	مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:27:6	27:27	27:27	6	w-s027-a027-w006	27:27:6	m-w-s027-a027-w006-01			مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:27:7	27:27	27:27	7	w-s027-a027-w007	27:27:7	m-w-s027-a027-w007-02	الْكَاذِبِينَ	ك ذ ب	مِن	surface_root_sequence_fallback	morpheme_aligned
q:27:28:1	27:28	27:28	1	w-s027-a028-w001	27:28:1	m-w-s027-a028-w001-01	اذْهَبْ	ذ ه ب	بـ	position_crosswalk	morpheme_aligned
q:27:28:2	27:28	27:28	2	w-s027-a028-w002	27:28:2	m-w-s027-a028-w002-01			بـ	position_crosswalk	morpheme_aligned
q:27:28:3	27:28	27:28	3	w-s027-a028-w002	27:28:2	m-w-s027-a028-w002-02	بِكِتَابِي	ك ت ب	بـ	position_crosswalk	morpheme_aligned
q:27:28:4	27:28	27:28	4	w-s027-a028-w003	27:28:3	m-w-s027-a028-w003-01	هَذَا			position_crosswalk	morpheme_aligned
