evidence_id	claim_id	occurrence_ref	word_index	word_id	morpheme_id	surface	lemma	pos	root	branch	inventory_pointer	inventory_match	form_fit	construction_fit	evidence_role	lexical_status	translation_role	resonance_eligible	trigger_score	proximity_score	structure_score	reading_gain_score	robustness_score	resonance_score	resonance_strength	support_refs	linguistic_support_ids	counterevidence	decision_reason
e-s001-1_2-praise-as-tested-gratitude-002	s001-1_2-praise-as-tested-gratitude	1:2	1	w-s001-a002-w001	m-w-s001-a002-w001-02	حَمْدُ	حَمْد	N	ح م د	B002	v12/runs/s001/full_context_packet.json:721	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	1	2	2	1	8	strong	1:3;1:5;1:7	sx-1_2-00006	The target is the nominal حَمْد in a praise predication, not a verb that finds a person, place, or matter satisfactory after a test; B001 directly governs the noun.	Favor, mercy, aid, and the explicitly divergent outcomes are named test-like activators, and the opening praise followed by petition and outcome contrast supplies the structural arc and a clear verdict-like reading gain. The nominal and construction mismatches are acknowledged, so B002 qualifies only as non-translational resonance.
e-s001-1_2-praise-as-tested-gratitude-003	s001-1_2-praise-as-tested-gratitude	1:7	3	w-s001-a007-w003	m-w-s001-a007-w003-01	أَنْعَمْ	أَنْعَمَ	V	ن ع م	B001	v12/runs/s001/full_context_packet.json:2442	yes	exact	exact	context_support	direct	none	not_applicable							none	1:7	sx-1_7-00019		QAC binds أَنْعَمْتَ as a Form IV perfect verb whose prepositional complement marks the recipients; this exactly realizes bestowed favor and directly supplies the concrete benefaction answered by gratitude.
e-s001-1_2-praise-as-tested-gratitude-004	s001-1_2-praise-as-tested-gratitude	1:7	6	w-s001-a007-w006	m-w-s001-a007-w006-02	مَغْضُوبِ	مَغْضُوب	N	غ ض ب	B001	v12/runs/s001/full_context_packet.json:2758	yes	compatible	exact	context_support	direct	none	not_applicable							none	1:7	sx-1_7-00021;sx-1_7-00023		The passive participle مَغْضُوب is a direct derivational realization of B001 wrath, and the supplied exclusion and coordination structure makes it one of the negative alternatives against which the claimed verdict is tested.
e-s001-1_2-praise-as-tested-gratitude-005	s001-1_2-praise-as-tested-gratitude	1:7	9	w-s001-a007-w009	m-w-s001-a007-w009-02	ضَّآلِّينَ	ضَآلّ	N	ض ل ل	B001	v12/runs/s001/full_context_packet.json:2899	yes	compatible	exact	context_support	direct	none	not_applicable							none	1:7	sx-1_7-00023		The active participle ضَآلّ directly realizes B001 going astray, and its coordination with the angered group supplies the second negative path outcome used by the evaluative contrast.
e-s001-1_5-aid-backs-dependent-service-001	s001-1_5-aid-backs-dependent-service	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B003	v12/runs/s001/full_context_packet.json:1533	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none	1:4;1:5	sx-1_5-00012;sx-1_5-00014	The active first-person-plural verb with a fronted personal object does not itself encode legal owned status or an act of enslavement.	نعبد is a Form I imperfect whose personal-object construction directly selects worship and submissive service in B003. The source cites this branch, and it also supplies the direct lexical floor for the alternative ع ب د branches in the claim.
e-s001-1_5-aid-backs-dependent-service-002	s001-1_5-aid-backs-dependent-service	1:5	4	w-s001-a005-w004	m-w-s001-a005-w004-01	نَسْتَعِينُ	ٱسْتَعِينُ	V	ع و ن	B001	v12/runs/s001/full_context_packet.json:1708	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none	1:5	sx-1_5-00013;sx-1_5-00014	Seeking help is lexical here, but the branch alone does not state that the help specifically sustains the preceding service.	Form X نستعين is explicitly covered by B001's seeking-assistance scope, and the supplied syntax binds its fronted addressee and its coordination with نعبد. The enabling relation is a contextual inference built on this direct sense.
e-s001-1_5-aid-backs-dependent-service-003	s001-1_5-aid-backs-dependent-service	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B001	v12/runs/s001/full_context_packet.json:1516	yes	mismatch	mismatch	target_root_resonance	unlicensed	none	no							none	1:4	sx-1_4-00010;sx-1_5-00012	B001 denotes a nominal legal or social status, whereas نعبد is an active worship verb with the community as subject and the addressee as object.	The preceding مالك supplies a named ownership cue, but no derivational or constructional relation makes owned-slave status a reading of نعبد. The mechanism does not license the role shift or explain this branch as non-governing analogy, so the resonance gate fails and the cited branch is retained as unlicensed.
e-s001-1_5-aid-backs-dependent-service-004	s001-1_5-aid-backs-dependent-service	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B004	v12/runs/s001/full_context_packet.json:1550	yes	mismatch	mismatch	target_root_resonance	unlicensed	none	no							none	1:4	sx-1_4-00010;sx-1_5-00012	B004 requires an enslaving or slave-making event, but the supplied edge makes the addressee the object of the community's active service; it supplies neither an enslaver subject nor an enslaved object.	Ownership context does not repair the derivational and argument-structure mismatch between B004 and نعبد. Because the proposed supported-dependence reading does not establish an explicit slave-making relation, this cited attempt fails the resonance gate and remains unlicensed.
e-s001-1_5-aid-backs-dependent-service-005	s001-1_5-aid-backs-dependent-service	1:4	1	w-s001-a004-w001	m-w-s001-a004-w001-01	مَٰلِكِ	مَٰلِك	N	م ل ك	B002	v12/runs/s001/full_context_packet.json:1212	yes	exact	exact	context_support	direct	none	not_applicable							none	1:4;1:5	sx-1_4-00010	The ownership sense is direct in مالك, but no supplied syntax projects it into the following verb نعبد.	The active participle مالك directly instantiates B002 ownership and heads the supplied iḍāfa. It can frame the following address as contextual ownership material, while remaining only a modifier of the claim rather than a sense of نعبد.
e-s001-1_5-aid-backs-dependent-service-006	s001-1_5-aid-backs-dependent-service	1:4	3	w-s001-a004-w003	m-w-s001-a004-w003-02	دِّينِ	دِين	N	د ي ن	B004	v12/runs/s001/full_context_packet.json:1443	yes	compatible	mismatch	context_support	unlicensed	none	no							none	1:4;1:5	sx-1_4-00011	الدين is the genitive complement in يوم الدين; the construction contains no compelling, owning, or enslaving predicate and assigns no possession roles.	Root membership and proximity to مالك do not make B004 subjugation and possession the selected sense of الدين in this iḍāfa. The source does not supply an explicit analogical bridge that overcomes the construction mismatch, so this support attempt is retained as unlicensed.
e-s001-1_5-aid-stabilizes-path-movement-001	s001-1_5-aid-stabilizes-path-movement	1:5	4	w-s001-a005-w004	m-w-s001-a005-w004-01	نَسْتَعِينُ	ٱسْتَعِينُ	V	ع و ن	B001	v12/runs/s001/full_context_packet.json:1708	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none	1:5;1:6	sx-1_5-00013	B001 licenses seeking assistance but does not lexically specify settled build, bodily balance, or directional stability.	نستعين directly selects B001 seeking help. Retained from the standard source, this row also supplies the required direct lexical floor for the B005 stabilization analogy.
e-s001-1_5-aid-stabilizes-path-movement-002	s001-1_5-aid-stabilizes-path-movement	1:5	4	w-s001-a005-w004	m-w-s001-a005-w004-01	نَسْتَعِينُ	ٱسْتَعِينُ	V	ع و ن	B005	v12/runs/s001/full_context_packet.json:1776	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	1	2	0	7	moderate	1:6	sx-1_5-00013;sx-1_6-00016;sx-1_6-00017	B005 is scoped to متعاونة descriptions of settled human or animal build, while the target is a Form X help-seeking verb with a personal addressee. The direct B001 sense and the ordinary guidance request explain the sequence without B005.	The exact target root is anchored in 1:5, and the immediately following request for a path qualified as مستقيم is a specific activator for balance and alignment. The reading explicitly supplements rather than replaces ordinary help, so the gate passes; however, only discourse adjacency couples the clauses, and the severe derivational and construction mismatch leaves the analogy fragile.
e-s001-1_5-aid-stabilizes-path-movement-003	s001-1_5-aid-stabilizes-path-movement	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B001	v12/runs/s001/full_context_packet.json:2041	yes	exact	exact	context_support	direct	none	not_applicable							none	1:5;1:6	sx-1_6-00016;sx-1_6-00017	The path is the object of the guidance imperative, not a syntactic complement of نستعين in the preceding ayah.	الصراط directly selects B001 road or path and is syntactically governed by اهدنا. Its immediate position makes it a specific contextual activator for the aid analogy, without transferring its lexical government to نستعين.
e-s001-1_5-aid-stabilizes-path-movement-004	s001-1_5-aid-stabilizes-path-movement	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B008	v12/runs/s001/full_context_packet.json:2199	yes	exact	exact	context_support	direct	none	not_applicable							none	1:5;1:6	sx-1_6-00017	The adjective directly qualifies the path; it does not syntactically predicate alignment of the travelers.	Form X active-participial المستقيم modifying الصراط exactly fits B008 straightness, uprightness, and evenness of a path. It supplies the direct alignment cue used by the analogy.
e-s001-1_5-aid-stabilizes-path-movement-005	s001-1_5-aid-stabilizes-path-movement	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B002	v12/runs/s001/full_context_packet.json:2114	yes	mismatch	mismatch	context_support	unlicensed	none	no							none	1:6	sx-1_6-00017	المستقيم is a Form X adjective of the road, while B002 concerns bodily rising or standing and no traveler is expressed as its subject.	The direct B008 path-straightness branch supplies the contextual cue, but the claim relocates B002 bodily standing from the adjective's path argument to unexpressed travelers. No explicit bridge explains that form and participant shift as a non-governing analogy, so B002 is retained as unlicensed.
e-s001-1_5-exclusive-service-to-named-addressee-001	s001-1_5-exclusive-service-to-named-addressee	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B003	v12/runs/s001/full_context_packet.json:1533	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none	1:0;1:2;1:4;1:5	sx-1_5-00012;sx-1_5-00013;sx-1_5-00014	B003 supplies worship and submissive service, but exclusivity is a relational inference from fronting and parallel repetition rather than a lexical feature of the root branch.	نعبد directly selects B003, and the supplied bindings deterministically make إياك its fronted explicit object within a parallel pair of clauses. The branch governs service; the narrowing to the named addressee is licensed structurally, not added to the branch definition.
e-s001-1_5-exclusive-service-to-named-addressee-002	s001-1_5-exclusive-service-to-named-addressee	1:0	2	w-s001-a000-w002	m-w-s001-a000-w002-01	ٱللَّهِ	ٱللَّه	PN	ء ل ه	B002	v12/runs/s001/full_context_packet.json:609	yes	exact	compatible	context_support	direct	none	not_applicable							none	1:0;1:5	sx-1_0-00002	The بسم construction names Allah in an iḍāfa rather than placing the name in a vocative construction.	The proper name الله directly fits B002's fixed divine-name scope, and the supplied iḍāfa anchors that name before the turn to direct address. Invocation is a discourse description here, not a claim that the local syntax is vocative.
e-s001-1_5-exclusive-service-to-named-addressee-003	s001-1_5-exclusive-service-to-named-addressee	1:0	2	w-s001-a000-w002	m-w-s001-a000-w002-01	ٱللَّهِ	ٱللَّه	PN	ء ل ه	B001	v12/runs/s001/full_context_packet.json:592	yes	compatible	compatible	context_support	contextually_activated	none	not_applicable							none	1:0;1:5	sx-1_0-00002	At this occurrence the proper-name form directly selects B002; B001's worshipped-one relation is not forced by the local iḍāfa alone.	The later direct worship of the same named addressee activates B001's worshipped-one relation for الله. Root identity is not treated as sufficient: the activation depends on the named antecedent and the later explicit B003 worship construction.
e-s001-1_5-exclusive-service-to-named-addressee-004	s001-1_5-exclusive-service-to-named-addressee	1:2	2	w-s001-a002-w002	m-w-s001-a002-w002-02	لَّهِ	ٱللَّه	PN	ء ل ه	B002	v12/runs/s001/full_context_packet.json:609	yes	exact	compatible	context_support	direct	none	not_applicable							none	1:2;1:5	sx-1_2-00005;sx-1_2-00006	The praise predication identifies its recipient but does not itself encode the later worship relation.	The proper name in لله directly instantiates B002, and the supplied predication makes Allah the recipient of الحمد. This supports continuity of addressee before 1:5 without converting naming into worship by itself.
e-s001-1_5-exclusive-service-to-named-addressee-005	s001-1_5-exclusive-service-to-named-addressee	1:2	2	w-s001-a002-w002	m-w-s001-a002-w002-02	لَّهِ	ٱللَّه	PN	ء ل ه	B001	v12/runs/s001/full_context_packet.json:592	yes	compatible	compatible	context_support	contextually_activated	none	not_applicable							none	1:2;1:5	sx-1_2-00005;sx-1_2-00006	The local form is the fixed proper name and the local construction is praise, so B001 is activated only by the later worship clause.	Because the later fronted object of نعبد refers back to the same praised addressee, B001's worshipped-one relation becomes contextually active at الله. The branch modifies the cross-ayah relation but does not replace the direct B002 name sense.
e-s001-1_5-exclusive-service-to-named-addressee-006	s001-1_5-exclusive-service-to-named-addressee	1:4	3	w-s001-a004-w003	m-w-s001-a004-w003-02	دِّينِ	دِين	N	د ي ن	B001	v12/runs/s001/full_context_packet.json:1392	yes	exact	compatible	context_support	contextually_activated	none	not_applicable							none	1:4;1:5	sx-1_4-00011	The iḍāfa يوم الدين does not by itself force the obedience and submission portion of B001's range.	The noun form is compatible with B001, and the immediately following direct B003 worship clause activates its obedience and submission dimension. The activation is contextual rather than a claim that the genitive construction alone selects that nuance.
e-s001-1_5-service-smooths-straight-path-001	s001-1_5-service-smooths-straight-path	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B003	v12/runs/s001/full_context_packet.json:1533	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none	1:5;1:6	sx-1_5-00012	The active worship verb with a personal object is not the physical passive or attributive road expression described by B005.	Added as the required direct lexical floor because the road-work mechanism cites the B005 resonance without citing the ordinary target sense. Form I نعبد directly selects B003 worship and submissive service.
e-s001-1_5-service-smooths-straight-path-002	s001-1_5-service-smooths-straight-path	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B005	v12/runs/s001/full_context_packet.json:1567	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	1	2	1	8	strong	1:6	sx-1_5-00012;sx-1_6-00016;sx-1_6-00017	B005 describes physical objects made subdued or passable, especially a road, while نعبد is an active worship verb with a personal object. No supplied edge links the verb syntactically to الصراط across the ayah boundary.	The exact target root is present, and the immediately following governed noun الصراط with its direct straightness adjective is a highly specific activator for B005's made-passable-road image. The source explicitly preserves ordinary worship and states a path-work reading change, so the analogy gate passes; discourse adjacency gives real but non-syntactic coupling, and the form mismatch limits robustness.
e-s001-1_5-service-smooths-straight-path-003	s001-1_5-service-smooths-straight-path	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B001	v12/runs/s001/full_context_packet.json:2041	yes	exact	exact	context_support	direct	none	not_applicable							none	1:5;1:6	sx-1_6-00016;sx-1_6-00017	The road is governed by the guidance imperative in 1:6, not by نعبد in 1:5.	الصراط directly selects B001 and is the explicit object of اهدنا. Its immediate arrival supplies the concrete road activator for the B005 analogy while remaining contextual support.
e-s001-1_5-service-smooths-straight-path-004	s001-1_5-service-smooths-straight-path	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B008	v12/runs/s001/full_context_packet.json:2199	yes	exact	exact	context_support	direct	none	not_applicable							none	1:5;1:6	sx-1_6-00017	The direct straightness sense qualifies الصراط and does not make نعبد a physical smoothing predicate.	المستقيم is a Form X active participle agreeing with الصراط and directly instantiates B008 straightness and evenness of a path. It sharpens the road activator without governing the target verb.
e-s001-1_5-worship-reverses-prideful-anger-001	s001-1_5-worship-reverses-prideful-anger	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B003	v12/runs/s001/full_context_packet.json:1533	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none	1:5;1:7	sx-1_5-00012	B003 licenses worshipful submission but does not lexically assert reversal of an anger state.	Form I نعبد with its fronted personal object directly selects B003 worship and submissive obedience. The source cites this contrast branch, which also fixes the ordinary lexical floor for assessing B008.
e-s001-1_5-worship-reverses-prideful-anger-002	s001-1_5-worship-reverses-prideful-anger	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B008	v12/runs/s001/full_context_packet.json:1618	yes	mismatch	mismatch	target_root_resonance	unlicensed	none	no							none	1:7	sx-1_5-00012;sx-1_7-00022	نعبد is an active worship verb, whereas B008 is an emotive pride/anger branch; moreover, المغضوب is passive and its عَلَيْهِم complement marks the route-group as targets of anger, not as agents of prideful anger.	The later غ ض ب occurrence is a named cue, but its deterministic voice and attachment reverse the participant role required by the proposed inner anger. No supplied structure connects that passive state to B008 at نعبد or licenses an affective-reversal reading, so the gate fails and the cited branch remains unlicensed.
e-s001-1_5-worship-reverses-prideful-anger-003	s001-1_5-worship-reverses-prideful-anger	1:7	6	w-s001-a007-w006	m-w-s001-a007-w006-02	مَغْضُوبِ	مَغْضُوب	N	غ ض ب	B001	v12/runs/s001/full_context_packet.json:2758	yes	compatible	exact	counterevidence	direct	none	not_applicable							none	1:7	sx-1_7-00022	The passive participle and governed عليهم identify people subjected to anger; they do not express those people's own prideful aversion.	المغضوب directly realizes B001 anger in a passive construction, so the branch itself is lexically licensed. Its material role in this claim is counterevidential: the supplied attachment prevents it from serving as evidence that the route-group generates the B008 emotion projected onto نعبد.
e-s001-1_6-024	s001-1_6-contained-transit	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B001	v12/runs/s001/full_context_packet.json:2041	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				The directly expressed road anchors the passage contrast.
e-s001-1_6-025	s001-1_6-contained-transit	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B002	v12/runs/s001/full_context_packet.json:2058	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	2	2	1	9	strong			The swallowing verb and food-passage construction do not realize the noun صراط.	The exact same-root path anchor is coupled to the adjacent disappearance and locatability contrast in 1:7, materially sharpening the path as contained transit despite an available ordinary path reading.
e-s001-1_6-026	s001-1_6-contained-transit	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B008	v12/runs/s001/full_context_packet.json:2199	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				Direct straightness supplies the protected directional contrast.
e-s001-1_6-027	s001-1_6-contained-transit	1:7	9	w-s001-a007-w009	m-w-s001-a007-w009-02	ضَّآلِّينَ	ضَآلّ	N	ض ل ل	B001	v12/runs/s001/full_context_packet.json:2899	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			The active participle directly realizes straying from guidance and aim.
e-s001-1_6-028	s001-1_6-contained-transit	1:7	9	w-s001-a007-w009	m-w-s001-a007-w009-02	ضَّآلِّينَ	ضَآلّ	N	ض ل ل	B002	v12/runs/s001/full_context_packet.json:2916	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	2	2	1	9	strong	1:6		Hidden-disappearance uses do not realize the human active participle ضالين.	Its adjacent contrast with the fixed path and its exact material correspondence to swallowing/disappearance create a strong protective-containment resonance, with qualification retained.
e-s001-1_6-029	s001-1_6-contained-transit	1:7	9	w-s001-a007-w009	m-w-s001-a007-w009-02	ضَّآلِّينَ	ضَآلّ	N	ض ل ل	B003	v12/runs/s001/full_context_packet.json:2933	yes	compatible	compatible	context_support	contextually_activated	none	not_applicable							none	1:6			Lost or unlocatable status is constructionally compatible as a secondary nuance, while B001 governs the occurrence.
e-s001-1_6-035	s001-1_6-cutting-through-resistance	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B001	v12/runs/s001/full_context_packet.json:2041	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				The direct road sense anchors the material analogy.
e-s001-1_6-036	s001-1_6-cutting-through-resistance	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B003	v12/runs/s001/full_context_packet.json:2075	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	1	2	2	1	1	7	moderate			The cutting-sword use of sirāṭ does not realize the fixed road noun.	The exact same-root anchor and adjacent hardened-resistance outcome form a coherent cutting-through sequence, but the image remains nonessential to the base reading.
e-s001-1_6-037	s001-1_6-cutting-through-resistance	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B008	v12/runs/s001/full_context_packet.json:2199	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				Direct straightness supplies the course whose resistance is imagined.
e-s001-1_6-038	s001-1_6-cutting-through-resistance	1:7	6	w-s001-a007-w006	m-w-s001-a007-w006-02	مَغْضُوبِ	مَغْضُوب	N	غ ض ب	B001	v12/runs/s001/full_context_packet.json:2758	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			The passive participle directly realizes wrath and supplies the resistant outcome.
e-s001-1_6-039	s001-1_6-cutting-through-resistance	1:7	6	w-s001-a007-w006	m-w-s001-a007-w006-02	مَغْضُوبِ	مَغْضُوب	N	غ ض ب	B004	v12/runs/s001/full_context_packet.json:2809	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	1	1	1	7	moderate	1:6		The hard-rock noun غضبة does not realize the passive participle مغضوب.	The immediately adjacent wrath outcome gives a clear hardness trigger that coheres with cutting resistance, though the material equation is not explicit.
e-s001-1_6-040	s001-1_6-cutting-through-resistance	1:7	6	w-s001-a007-w006	m-w-s001-a007-w006-02	مَغْضُوبِ	مَغْضُوب	N	غ ض ب	B008	v12/runs/s001/full_context_packet.json:2877	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	1	2	1	1	0	5	moderate	1:6		Tough-hide and folded-leather nouns do not realize the passive participle مغضوب.	The local toughness image can reinforce resistance, but it is less specific, less structurally coupled, and more fragile than the hard-rock branch.
e-s001-1_6-030	s001-1_6-devotional-offering	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B001	v12/runs/s001/full_context_packet.json:1849	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				Direct guidance remains the base sense even in this evidence-only claim.
e-s001-1_6-031	s001-1_6-devotional-offering	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B005	v12/runs/s001/full_context_packet.json:1917	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	1	1	1	1	0	4	weak			Hady offerings sent to the sanctuary do not realize the imperative guidance verb.	A devotional network of praise, favor, and service supplies a possible association, but it is remote, standard-only, and adds little robust reading gain.
e-s001-1_6-032	s001-1_6-devotional-offering	1:2	1	w-s001-a002-w001	m-w-s001-a002-w001-02	حَمْدُ	حَمْد	N	ح م د	B001	v12/runs/s001/full_context_packet.json:704	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			Direct praise supports the proposed response side of the economy.
e-s001-1_6-033	s001-1_6-devotional-offering	1:7	3	w-s001-a007-w003	m-w-s001-a007-w003-01	أَنْعَمْ	أَنْعَمَ	V	ن ع م	B001	v12/runs/s001/full_context_packet.json:2442	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			Direct favor supports reception but does not validate the offering sense.
e-s001-1_6-034	s001-1_6-devotional-offering	1:5	2	w-s001-a005-w002	m-w-s001-a005-w002-01	نَعْبُدُ	عَبَدَ	V	ع ب د	B003	v12/runs/s001/full_context_packet.json:1533	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			Direct worship supports the devotional frame but not the lexical offering branch.
e-s001-1_6-001	s001-1_6-enabled-orientation	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B001	v12/runs/s001/full_context_packet.json:1849	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				The branch explicitly includes guidance, showing the road, and divine enabling; it matches the imperative verb.
e-s001-1_6-002	s001-1_6-enabled-orientation	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B001	v12/runs/s001/full_context_packet.json:2041	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				The branch explicitly contains صراط as road or path.
e-s001-1_6-003	s001-1_6-enabled-orientation	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B008	v12/runs/s001/full_context_packet.json:2199	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				The branch explicitly includes استقامة الطريق and مستقيم-compatible straightness.
e-s001-1_6-004	s001-1_6-enabled-orientation	1:5	4	w-s001-a005-w004	m-w-s001-a005-w004-01	نَسْتَعِينُ	ٱسْتَعِينُ	V	ع و ن	B001	v12/runs/s001/full_context_packet.json:1708	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			The branch explicitly includes استعانة; it supports enabled movement but does not translate a word in 1:6.
e-s001-1_6-010	s001-1_6-guidance-as-favor	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B001	v12/runs/s001/full_context_packet.json:1849	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				Direct guidance remains the governing sense beneath the favor mechanism.
e-s001-1_6-011	s001-1_6-guidance-as-favor	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B004	v12/runs/s001/full_context_packet.json:1900	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	2	2	2	10	strong			هدية and إهداء gift forms are not the imperative guidance form اهدنا.	The exact guidance request is immediately specified by the favored recipients in 1:7 and answered by praise, making bestowed access a specific and robust mechanism.
e-s001-1_6-012	s001-1_6-guidance-as-favor	1:6	2	w-s001-a006-w002	m-w-s001-a006-w002-02	صِّرَٰطَ	صِرَٰط	N	ص ر ط	B001	v12/runs/s001/full_context_packet.json:2041	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				The granted access is anchored to the directly expressed road.
e-s001-1_6-013	s001-1_6-guidance-as-favor	1:7	3	w-s001-a007-w003	m-w-s001-a007-w003-01	أَنْعَمْ	أَنْعَمَ	V	ن ع م	B001	v12/runs/s001/full_context_packet.json:2442	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			The branch explicitly includes benefaction given to another and directly licenses the support occurrence.
e-s001-1_6-014	s001-1_6-guidance-as-favor	1:2	1	w-s001-a002-w001	m-w-s001-a002-w001-02	حَمْدُ	حَمْد	N	ح م د	B001	v12/runs/s001/full_context_packet.json:704	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			Direct praise and thanksgiving support the response-to-gift mechanism without translating 1:6.
e-s001-1_6-015	s001-1_6-supported-procession	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B001	v12/runs/s001/full_context_packet.json:1849	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				Direct guidance anchors the procession commentary.
e-s001-1_6-016	s001-1_6-supported-procession	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B003	v12/runs/s001/full_context_packet.json:1883	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	2	2	2	10	strong			Leading parts, guides, and objects going ahead do not realize the imperative guidance verb.	The request for guidance is directly followed by a road embodied by favored predecessors, producing an explicit and materially useful leading-front structure.
