word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s015-a020-w004	15:20	15:20	4	15:20:4	مَعَٰيِشَ	مَعَٰيِش	ع ي ش	N					STEM|POS:N|LEM:maEa`yi$|ROOT:Ey$|MP|ACC
w-s015-a020-w005	15:20	15:20	5	15:20:5	وَمَن	مَن		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:man
w-s015-a020-w006	15:20	15:20	6	15:20:6	لَّسْتُمْ	لَّيْسَ	ل ي س	V	PERF				STEM|POS:V|PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|2MP | SUFFIX|PRON:2MP
w-s015-a020-w007	15:20	15:20	7	15:20:7	لَهُۥ			PRON					PREFIX|l:P+ | STEM|POS:PRON|3MS
w-s015-a020-w008	15:20	15:20	8	15:20:8	بِرَٰزِقِينَ	رَّٰزِقِين	ر ز ق	N			ACT		PREFIX|bi+ | STEM|POS:N|ACT|PCPL|LEM:r~a`ziqiyn|ROOT:rzq|MP|GEN
w-s015-a021-w001	15:21	15:21	1	15:21:1	وَإِن	إِن		NEG					PREFIX|w:CONJ+ | STEM|POS:NEG|LEM:<in
w-s015-a021-w002	15:21	15:21	2	15:21:2	مِّن	مِن		P					STEM|POS:P|LEM:min
w-s015-a021-w003	15:21	15:21	3	15:21:3	شَىْءٍ	شَىْء	ش ي ء	N					STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
w-s015-a021-w004	15:21	15:21	4	15:21:4	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a021-w005	15:21	15:21	5	15:21:5	عِندَنَا	عِند	ع ن د	LOC					STEM|POS:LOC|LEM:Eind|ROOT:End|ACC | SUFFIX|PRON:1P
w-s015-a021-w006	15:21	15:21	6	15:21:6	خَزَآئِنُهُۥ	خَزَآئِن	خ ز ن	N					STEM|POS:N|LEM:xazaA^}in|ROOT:xzn|MP|NOM | SUFFIX|PRON:3MS
w-s015-a021-w007	15:21	15:21	7	15:21:7	وَمَا	مَا		NEG					PREFIX|w:CONJ+ | STEM|POS:NEG|LEM:maA
w-s015-a021-w008	15:21	15:21	8	15:21:8	نُنَزِّلُهُۥٓ	نَزَّلَ	ن ز ل	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:naz~ala|ROOT:nzl|1P | SUFFIX|PRON:3MS
w-s015-a021-w009	15:21	15:21	9	15:21:9	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a021-w010	15:21	15:21	10	15:21:10	بِقَدَرٍ	قَدَر	ق د ر	N					PREFIX|bi+ | STEM|POS:N|LEM:qadar|ROOT:qdr|M|INDEF|GEN
w-s015-a021-w011	15:21	15:21	11	15:21:11	مَّعْلُومٍ	مَّعْلُوم	ع ل م	N			PASS		STEM|POS:N|PASS|PCPL|LEM:m~aEoluwm|ROOT:Elm|M|INDEF|GEN
w-s015-a022-w001	15:22	15:22	1	15:22:1	وَأَرْسَلْنَا	أَرْسَلَ	ر س ل	V	PERF			IV	PREFIX|w:CONJ+ | STEM|POS:V|PERF|(IV)|LEM:>arosala|ROOT:rsl|1P | SUFFIX|PRON:1P
w-s015-a022-w002	15:22	15:22	2	15:22:2	ٱلرِّيَٰحَ	رِيح	ر و ح	N					PREFIX|Al+ | STEM|POS:N|LEM:riyH|ROOT:rwH|FP|ACC
w-s015-a022-w003	15:22	15:22	3	15:22:3	لَوَٰقِحَ	لَوَٰقِح	ل ق ح	N					STEM|POS:N|LEM:lawa`qiH|ROOT:lqH|MP|ACC
w-s015-a022-w004	15:22	15:22	4	15:22:4	فَأَنزَلْنَا	أَنزَلَ	ن ز ل	V	PERF			IV	PREFIX|f:CONJ+ | STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|1P | SUFFIX|PRON:1P
w-s015-a022-w005	15:22	15:22	5	15:22:5	مِنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a022-w006	15:22	15:22	6	15:22:6	ٱلسَّمَآءِ	سَمَآء	س م و	N					PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN
w-s015-a022-w007	15:22	15:22	7	15:22:7	مَآءً	مَآء	م و ه	N					STEM|POS:N|LEM:maA^'|ROOT:mwh|M|INDEF|ACC
w-s015-a022-w008	15:22	15:22	8	15:22:8	فَأَسْقَيْنَٰكُمُوهُ	أَسْقَيْ	س ق ي	V	PERF			IV	PREFIX|f:CONJ+ | STEM|POS:V|PERF|(IV)|LEM:>asoqayo|ROOT:sqy|1P | SUFFIX|PRON:1P | SUFFIX|PRON:2MP | SUFFIX|PRON:3MS
w-s015-a022-w009	15:22	15:22	9	15:22:9	وَمَآ	مَا		NEG					PREFIX|w:CONJ+ | STEM|POS:NEG|LEM:maA
w-s015-a022-w010	15:22	15:22	10	15:22:10	أَنتُمْ			PRON					STEM|POS:PRON|2MP
w-s015-a022-w011	15:22	15:22	11	15:22:11	لَهُۥ			PRON					PREFIX|l:P+ | STEM|POS:PRON|3MS
w-s015-a022-w012	15:22	15:22	12	15:22:12	بِخَٰزِنِينَ	خَٰزِنِين	خ ز ن	N			ACT		PREFIX|bi+ | STEM|POS:N|ACT|PCPL|LEM:xa`ziniyn|ROOT:xzn|MP|GEN
w-s015-a023-w001	15:23	15:23	1	15:23:1	وَإِنَّا	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s015-a023-w002	15:23	15:23	2	15:23:2	لَنَحْنُ			PRON					PREFIX|l:EMPH+ | STEM|POS:PRON|1P
w-s015-a023-w003	15:23	15:23	3	15:23:3	نُحْىِۦ	أَحْيَا	ح ي ي	V	IMPF			IV	STEM|POS:V|IMPF|(IV)|LEM:>aHoyaA|ROOT:Hyy|1P
w-s015-a023-w004	15:23	15:23	4	15:23:4	وَنُمِيتُ	أَمَاتَ	م و ت	V	IMPF			IV	PREFIX|w:CONJ+ | STEM|POS:V|IMPF|(IV)|LEM:>amaAta|ROOT:mwt|1P
w-s015-a023-w005	15:23	15:23	5	15:23:5	وَنَحْنُ			PRON					PREFIX|w:CONJ+ | STEM|POS:PRON|1P
w-s015-a023-w006	15:23	15:23	6	15:23:6	ٱلْوَٰرِثُونَ	وَارِث	و ر ث	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:waAriv|ROOT:wrv|MP|NOM
w-s015-a024-w001	15:24	15:24	1	15:24:1	وَلَقَدْ	قَد		CERT					PREFIX|w:CONJ+ | PREFIX|l:EMPH+ | STEM|POS:CERT|LEM:qad
w-s015-a024-w002	15:24	15:24	2	15:24:2	عَلِمْنَا	عَلِمَ	ع ل م	V	PERF				STEM|POS:V|PERF|LEM:Ealima|ROOT:Elm|1P | SUFFIX|PRON:1P
w-s015-a024-w003	15:24	15:24	3	15:24:3	ٱلْمُسْتَقْدِمِينَ	مُسْتَقْدِمِين	ق د م	N			ACT	X	PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(X)|LEM:musotaqodimiyn|ROOT:qdm|MP|ACC
w-s015-a024-w004	15:24	15:24	4	15:24:4	مِنكُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:2MP
w-s015-a024-w005	15:24	15:24	5	15:24:5	وَلَقَدْ	قَد		CERT					PREFIX|w:CONJ+ | PREFIX|l:EMPH+ | STEM|POS:CERT|LEM:qad
w-s015-a024-w006	15:24	15:24	6	15:24:6	عَلِمْنَا	عَلِمَ	ع ل م	V	PERF				STEM|POS:V|PERF|LEM:Ealima|ROOT:Elm|1P | SUFFIX|PRON:1P
w-s015-a024-w007	15:24	15:24	7	15:24:7	ٱلْمُسْتَـْٔخِرِينَ	مُسْتَـْٔخِرِين	ء خ ر	N			ACT	X	PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(X)|LEM:musota_#oxiriyn|ROOT:Axr|MP|ACC
w-s015-a025-w001	15:25	15:25	1	15:25:1	وَإِنَّ	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a025-w002	15:25	15:25	2	15:25:2	رَبَّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC | SUFFIX|PRON:2MS
w-s015-a025-w003	15:25	15:25	3	15:25:3	هُوَ			PRON					STEM|POS:PRON|3MS
w-s015-a025-w004	15:25	15:25	4	15:25:4	يَحْشُرُهُمْ	حَشَرَ	ح ش ر	V	IMPF				STEM|POS:V|IMPF|LEM:Ha$ara|ROOT:H$r|3MS | SUFFIX|PRON:3MP
w-s015-a025-w005	15:25	15:25	5	15:25:5	إِنَّهُۥ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:3MS
w-s015-a025-w006	15:25	15:25	6	15:25:6	حَكِيمٌ	حَكِيم	ح ك م	N					STEM|POS:N|LEM:Hakiym|ROOT:Hkm|MS|INDEF|NOM
w-s015-a025-w007	15:25	15:25	7	15:25:7	عَلِيمٌ	عَلِيم	ع ل م	ADJ					STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM
w-s015-a026-w001	15:26	15:26	1	15:26:1	وَلَقَدْ	قَد		CERT					PREFIX|w:CONJ+ | PREFIX|l:EMPH+ | STEM|POS:CERT|LEM:qad
w-s015-a026-w002	15:26	15:26	2	15:26:2	خَلَقْنَا	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|1P | SUFFIX|PRON:1P
w-s015-a026-w003	15:26	15:26	3	15:26:3	ٱلْإِنسَٰنَ	إِنسَٰن	ء ن س	N					PREFIX|Al+ | STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC
w-s015-a026-w004	15:26	15:26	4	15:26:4	مِن	مِن		P					STEM|POS:P|LEM:min
w-s015-a026-w005	15:26	15:26	5	15:26:5	صَلْصَٰلٍ	صَلْصَٰل	ص ل ص ل	N					STEM|POS:N|LEM:SaloSa`l|ROOT:SlSl|M|INDEF|GEN
w-s015-a026-w006	15:26	15:26	6	15:26:6	مِّنْ	مِن		P					STEM|POS:P|LEM:min
w-s015-a026-w007	15:26	15:26	7	15:26:7	حَمَإٍ	حَمَإ	ح م ء	N					STEM|POS:N|LEM:Hama<|ROOT:HmA|M|INDEF|GEN
w-s015-a026-w008	15:26	15:26	8	15:26:8	مَّسْنُونٍ	مَّسْنُون	س ن ن	N			PASS		STEM|POS:N|PASS|PCPL|LEM:m~asonuwn|ROOT:snn|M|INDEF|GEN
w-s015-a027-w001	15:27	15:27	1	15:27:1	وَٱلْجَآنَّ	جَآنّ	ج ن ن	N			ACT		PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:jaA^n~|ROOT:jnn|M|ACC
w-s015-a027-w002	15:27	15:27	2	15:27:2	خَلَقْنَٰهُ	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|1P | SUFFIX|PRON:1P | SUFFIX|PRON:3MS
w-s015-a027-w003	15:27	15:27	3	15:27:3	مِن	مِن		P					STEM|POS:P|LEM:min
w-s015-a027-w004	15:27	15:27	4	15:27:4	قَبْلُ	قَبْل	ق ب ل	N					STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
w-s015-a027-w005	15:27	15:27	5	15:27:5	مِن	مِن		P					STEM|POS:P|LEM:min
w-s015-a027-w006	15:27	15:27	6	15:27:6	نَّارِ	نَار	ن و ر	N					STEM|POS:N|LEM:naAr|ROOT:nwr|F|GEN
w-s015-a027-w007	15:27	15:27	7	15:27:7	ٱلسَّمُومِ	سَمُوم	س م م	N					PREFIX|Al+ | STEM|POS:N|LEM:samuwm|ROOT:smm|M|GEN
w-s015-a028-w001	15:28	15:28	1	15:28:1	وَإِذْ	إِذ		T					PREFIX|w:CONJ+ | STEM|POS:T|LEM:<i*
w-s015-a028-w002	15:28	15:28	2	15:28:2	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a028-w003	15:28	15:28	3	15:28:3	رَبُّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM | SUFFIX|PRON:2MS
w-s015-a028-w004	15:28	15:28	4	15:28:4	لِلْمَلَٰٓئِكَةِ	مَلَك	م ل ك	N					PREFIX|l:P+ | PREFIX|Al+ | STEM|POS:N|LEM:malak|ROOT:mlk|MP|GEN
w-s015-a028-w005	15:28	15:28	5	15:28:5	إِنِّى	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1S
w-s015-a028-w006	15:28	15:28	6	15:28:6	خَٰلِقٌۢ	خَٰلِق	خ ل ق	N			ACT		STEM|POS:N|ACT|PCPL|LEM:xa`liq|ROOT:xlq|M|INDEF|NOM
w-s015-a028-w007	15:28	15:28	7	15:28:7	بَشَرًا	بَشَر	ب ش ر	N					STEM|POS:N|LEM:ba$ar|ROOT:b$r|M|INDEF|ACC
w-s015-a028-w008	15:28	15:28	8	15:28:8	مِّن	مِن		P					STEM|POS:P|LEM:min
w-s015-a028-w009	15:28	15:28	9	15:28:9	صَلْصَٰلٍ	صَلْصَٰل	ص ل ص ل	N					STEM|POS:N|LEM:SaloSa`l|ROOT:SlSl|M|INDEF|GEN
w-s015-a028-w010	15:28	15:28	10	15:28:10	مِّنْ	مِن		P					STEM|POS:P|LEM:min
w-s015-a028-w011	15:28	15:28	11	15:28:11	حَمَإٍ	حَمَإ	ح م ء	N					STEM|POS:N|LEM:Hama<|ROOT:HmA|M|INDEF|GEN
w-s015-a028-w012	15:28	15:28	12	15:28:12	مَّسْنُونٍ	مَّسْنُون	س ن ن	N			PASS		STEM|POS:N|PASS|PCPL|LEM:m~asonuwn|ROOT:snn|M|INDEF|GEN
w-s015-a029-w001	15:29	15:29	1	15:29:1	فَإِذَا	إِذَا		T					PREFIX|f:REM+ | STEM|POS:T|LEM:<i*aA
w-s015-a029-w002	15:29	15:29	2	15:29:2	سَوَّيْتُهُۥ	سَوَّىٰ	س و ي	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:saw~aY`|ROOT:swy|1S | SUFFIX|PRON:1S | SUFFIX|PRON:3MS
w-s015-a029-w003	15:29	15:29	3	15:29:3	وَنَفَخْتُ	نَفَخَ	ن ف خ	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:nafaxa|ROOT:nfx|1S | SUFFIX|PRON:1S
w-s015-a029-w004	15:29	15:29	4	15:29:4	فِيهِ	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3MS
w-s015-a029-w005	15:29	15:29	5	15:29:5	مِن	مِن		P					STEM|POS:P|LEM:min
w-s015-a029-w006	15:29	15:29	6	15:29:6	رُّوحِى	رُوح	ر و ح	N					STEM|POS:N|LEM:ruwH|ROOT:rwH|M|GEN | SUFFIX|PRON:1S
w-s015-a029-w007	15:29	15:29	7	15:29:7	فَقَعُوا۟	وَقَعَ	و ق ع	V	IMPV				PREFIX|f:REM+ | STEM|POS:V|IMPV|LEM:waqaEa|ROOT:wqE|2MP | SUFFIX|PRON:2MP
w-s015-a029-w008	15:29	15:29	8	15:29:8	لَهُۥ			PRON					PREFIX|l:P+ | STEM|POS:PRON|3MS
w-s015-a029-w009	15:29	15:29	9	15:29:9	سَٰجِدِينَ	سَاجِد	س ج د	N			ACT		STEM|POS:N|ACT|PCPL|LEM:saAjid|ROOT:sjd|MP|ACC
w-s015-a030-w001	15:30	15:30	1	15:30:1	فَسَجَدَ	سَجَدَ	س ج د	V	PERF				PREFIX|f:REM+ | STEM|POS:V|PERF|LEM:sajada|ROOT:sjd|3MS
w-s015-a030-w002	15:30	15:30	2	15:30:2	ٱلْمَلَٰٓئِكَةُ	مَلَك	م ل ك	N					PREFIX|Al+ | STEM|POS:N|LEM:malak|ROOT:mlk|MP|NOM
w-s015-a030-w003	15:30	15:30	3	15:30:3	كُلُّهُمْ	كُلّ	ك ل ل	N					STEM|POS:N|LEM:kul~|ROOT:kll|M|NOM | SUFFIX|PRON:3MP
w-s015-a030-w004	15:30	15:30	4	15:30:4	أَجْمَعُونَ	أَجْمَعِين	ج م ع	N					STEM|POS:N|LEM:>ajomaEiyn|ROOT:jmE|MP|NOM
w-s015-a031-w001	15:31	15:31	1	15:31:1	إِلَّآ	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a031-w002	15:31	15:31	2	15:31:2	إِبْلِيسَ	إِبْلِيس		PN					STEM|POS:PN|LEM:<iboliys|M|ACC
w-s015-a031-w003	15:31	15:31	3	15:31:3	أَبَىٰٓ	أَبَى	ء ب ي	V	PERF				STEM|POS:V|PERF|LEM:>abaY|ROOT:Aby|3MS
w-s015-a031-w004	15:31	15:31	4	15:31:4	أَن	أَن		SUB					STEM|POS:SUB|LEM:>an
w-s015-a031-w005	15:31	15:31	5	15:31:5	يَكُونَ	كَانَ	ك و ن	V	IMPF	SUBJ			STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS|MOOD:SUBJ
w-s015-a031-w006	15:31	15:31	6	15:31:6	مَعَ	مَع		LOC					STEM|POS:LOC|LEM:maE|ACC
w-s015-a031-w007	15:31	15:31	7	15:31:7	ٱلسَّٰجِدِينَ	سَاجِد	س ج د	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:saAjid|ROOT:sjd|MP|GEN
w-s015-a032-w001	15:32	15:32	1	15:32:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a032-w002	15:32	15:32	2	15:32:2	يَٰٓإِبْلِيسُ	إِبْلِيس		PN					PREFIX|ya+ | STEM|POS:PN|LEM:<iboliys|M|NOM
w-s015-a032-w003	15:32	15:32	3	15:32:3	مَا	مَا		REL					STEM|POS:REL|LEM:maA
w-s015-a032-w004	15:32	15:32	4	15:32:4	لَكَ			PRON					PREFIX|l:P+ | STEM|POS:PRON|2MS
w-s015-a032-w005	15:32	15:32	5	15:32:5	أَلَّا	أَن;لَا		SUB;NEG					STEM|POS:SUB|LEM:>an | STEM|POS:NEG|LEM:laA
w-s015-a032-w006	15:32	15:32	6	15:32:6	تَكُونَ	كَانَ	ك و ن	V	IMPF	SUBJ			STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MS|MOOD:SUBJ
w-s015-a032-w007	15:32	15:32	7	15:32:7	مَعَ	مَع		LOC					STEM|POS:LOC|LEM:maE|ACC
w-s015-a032-w008	15:32	15:32	8	15:32:8	ٱلسَّٰجِدِينَ	سَاجِد	س ج د	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:saAjid|ROOT:sjd|MP|GEN
w-s015-a033-w001	15:33	15:33	1	15:33:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a033-w002	15:33	15:33	2	15:33:2	لَمْ	لَم		NEG					STEM|POS:NEG|LEM:lam
w-s015-a033-w003	15:33	15:33	3	15:33:3	أَكُن	كَانَ	ك و ن	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|1S|MOOD:JUS
w-s015-a033-w004	15:33	15:33	4	15:33:4	لِّأَسْجُدَ	سَجَدَ	س ج د	V	IMPF	SUBJ			PREFIX|l:PRP+ | STEM|POS:V|IMPF|LEM:sajada|ROOT:sjd|1S|MOOD:SUBJ
w-s015-a033-w005	15:33	15:33	5	15:33:5	لِبَشَرٍ	بَشَر	ب ش ر	N					PREFIX|l:P+ | STEM|POS:N|LEM:ba$ar|ROOT:b$r|M|INDEF|GEN
w-s015-a033-w006	15:33	15:33	6	15:33:6	خَلَقْتَهُۥ	خَلَقَ	خ ل ق	V	PERF				STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|2MS | SUFFIX|PRON:2MS | SUFFIX|PRON:3MS
w-s015-a033-w007	15:33	15:33	7	15:33:7	مِن	مِن		P					STEM|POS:P|LEM:min
w-s015-a033-w008	15:33	15:33	8	15:33:8	صَلْصَٰلٍ	صَلْصَٰل	ص ل ص ل	N					STEM|POS:N|LEM:SaloSa`l|ROOT:SlSl|M|INDEF|GEN
w-s015-a033-w009	15:33	15:33	9	15:33:9	مِّنْ	مِن		P					STEM|POS:P|LEM:min
w-s015-a033-w010	15:33	15:33	10	15:33:10	حَمَإٍ	حَمَإ	ح م ء	N					STEM|POS:N|LEM:Hama<|ROOT:HmA|M|INDEF|GEN
w-s015-a033-w011	15:33	15:33	11	15:33:11	مَّسْنُونٍ	مَّسْنُون	س ن ن	N			PASS		STEM|POS:N|PASS|PCPL|LEM:m~asonuwn|ROOT:snn|M|INDEF|GEN
w-s015-a034-w001	15:34	15:34	1	15:34:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a034-w002	15:34	15:34	2	15:34:2	فَٱخْرُجْ	خَرَجَ	خ ر ج	V	IMPV				PREFIX|f:REM+ | STEM|POS:V|IMPV|LEM:xaraja|ROOT:xrj|2MS
w-s015-a034-w003	15:34	15:34	3	15:34:3	مِنْهَا	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3FS
w-s015-a034-w004	15:34	15:34	4	15:34:4	فَإِنَّكَ	إِنّ		ACC					PREFIX|f:REM+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:2MS
w-s015-a034-w005	15:34	15:34	5	15:34:5	رَجِيمٌ	رَجِيم	ر ج م	N					STEM|POS:N|LEM:rajiym|ROOT:rjm|MS|INDEF|NOM
w-s015-a035-w001	15:35	15:35	1	15:35:1	وَإِنَّ	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a035-w002	15:35	15:35	2	15:35:2	عَلَيْكَ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:2MS
w-s015-a035-w003	15:35	15:35	3	15:35:3	ٱللَّعْنَةَ	لَعْنَة	ل ع ن	N					PREFIX|Al+ | STEM|POS:N|LEM:laEonap|ROOT:lEn|F|ACC
w-s015-a035-w004	15:35	15:35	4	15:35:4	إِلَىٰ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY`
w-s015-a035-w005	15:35	15:35	5	15:35:5	يَوْمِ	يَوْم	ي و م	N					STEM|POS:N|LEM:yawom|ROOT:ywm|M|GEN
w-s015-a035-w006	15:35	15:35	6	15:35:6	ٱلدِّينِ	دِين	د ي ن	N					PREFIX|Al+ | STEM|POS:N|LEM:diyn|ROOT:dyn|M|GEN
w-s015-a036-w001	15:36	15:36	1	15:36:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a036-w002	15:36	15:36	2	15:36:2	رَبِّ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM | SUFFIX|PRON:1S
w-s015-a036-w003	15:36	15:36	3	15:36:3	فَأَنظِرْنِىٓ	يُنظَرُ	ن ظ ر	V	IMPV			IV	PREFIX|f:REM+ | STEM|POS:V|IMPV|(IV)|LEM:yunZaru|ROOT:nZr|2MS | SUFFIX|PRON:1S
w-s015-a036-w004	15:36	15:36	4	15:36:4	إِلَىٰ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY`
w-s015-a036-w005	15:36	15:36	5	15:36:5	يَوْمِ	يَوْم	ي و م	N					STEM|POS:N|LEM:yawom|ROOT:ywm|M|GEN
w-s015-a036-w006	15:36	15:36	6	15:36:6	يُبْعَثُونَ	بَعَثَ	ب ع ث	V	IMPF		PASS		STEM|POS:V|IMPF|PASS|LEM:baEava|ROOT:bEv|3MP | SUFFIX|PRON:3MP
w-s015-a037-w001	15:37	15:37	1	15:37:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a037-w002	15:37	15:37	2	15:37:2	فَإِنَّكَ	إِنّ		ACC					PREFIX|f:REM+ | STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:2MS
w-s015-a037-w003	15:37	15:37	3	15:37:3	مِنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a037-w004	15:37	15:37	4	15:37:4	ٱلْمُنظَرِينَ	مُنظَرُون	ن ظ ر	N			PASS	IV	PREFIX|Al+ | STEM|POS:N|PASS|PCPL|(IV)|LEM:munZaruwn|ROOT:nZr|MP|GEN
w-s015-a038-w001	15:38	15:38	1	15:38:1	إِلَىٰ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY`
w-s015-a038-w002	15:38	15:38	2	15:38:2	يَوْمِ	يَوْم	ي و م	N					STEM|POS:N|LEM:yawom|ROOT:ywm|M|GEN
w-s015-a038-w003	15:38	15:38	3	15:38:3	ٱلْوَقْتِ	وَقْت	و ق ت	N					PREFIX|Al+ | STEM|POS:N|LEM:waqot|ROOT:wqt|M|GEN
w-s015-a038-w004	15:38	15:38	4	15:38:4	ٱلْمَعْلُومِ	مَّعْلُوم	ع ل م	N			PASS		PREFIX|Al+ | STEM|POS:N|PASS|PCPL|LEM:m~aEoluwm|ROOT:Elm|M|GEN
w-s015-a039-w001	15:39	15:39	1	15:39:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a039-w002	15:39	15:39	2	15:39:2	رَبِّ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM | SUFFIX|PRON:1S
w-s015-a039-w003	15:39	15:39	3	15:39:3	بِمَآ	مَا		REL					PREFIX|bi+ | STEM|POS:REL|LEM:maA
w-s015-a039-w004	15:39	15:39	4	15:39:4	أَغْوَيْتَنِى	أَغْوَيْ	غ و ي	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:>agowayo|ROOT:gwy|2MS | SUFFIX|PRON:2MS | SUFFIX|PRON:1S
w-s015-a039-w005	15:39	15:39	5	15:39:5	لَأُزَيِّنَنَّ	زَيَّنَ	ز ي ن	V	IMPF			II	PREFIX|l:EMPH+ | STEM|POS:V|IMPF|(II)|LEM:zay~ana|ROOT:zyn|1S | SUFFIX|+n:EMPH
w-s015-a039-w006	15:39	15:39	6	15:39:6	لَهُمْ			PRON					PREFIX|l:P+ | STEM|POS:PRON|3MP
w-s015-a039-w007	15:39	15:39	7	15:39:7	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s015-a039-w008	15:39	15:39	8	15:39:8	ٱلْأَرْضِ	أَرْض	ء ر ض	N					PREFIX|Al+ | STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
w-s015-a039-w009	15:39	15:39	9	15:39:9	وَلَأُغْوِيَنَّهُمْ	أَغْوَيْ	غ و ي	V	IMPF			IV	PREFIX|w:CONJ+ | PREFIX|l:EMPH+ | STEM|POS:V|IMPF|(IV)|LEM:>agowayo|ROOT:gwy|1S | SUFFIX|+n:EMPH | SUFFIX|PRON:3MP
w-s015-a039-w010	15:39	15:39	10	15:39:10	أَجْمَعِينَ	أَجْمَعِين	ج م ع	N					STEM|POS:N|LEM:>ajomaEiyn|ROOT:jmE|MP|ACC
w-s015-a040-w001	15:40	15:40	1	15:40:1	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
