source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s034-a015-w013	34:15	13	رِّزْقِ	w-s034-a015-w013	34:15:13	one_to_one
t-s034-a015-w014	34:15	14	رَبِّكُمْ	w-s034-a015-w014	34:15:14	one_to_one
t-s034-a015-w015	34:15	15	وَٱشْكُرُوا۟	w-s034-a015-w015	34:15:15	one_to_one
t-s034-a015-w016	34:15	16	لَهُۥ	w-s034-a015-w016	34:15:16	one_to_one
t-s034-a015-w017	34:15	17	بَلْدَةٌۭ	w-s034-a015-w017	34:15:17	one_to_one
t-s034-a015-w018	34:15	18	طَيِّبَةٌۭ	w-s034-a015-w018	34:15:18	one_to_one
t-s034-a015-w019	34:15	19	وَرَبٌّ	w-s034-a015-w019	34:15:19	one_to_one
t-s034-a015-w020	34:15	20	غَفُورٌۭ	w-s034-a015-w020	34:15:20	one_to_one
t-s034-a016-w001	34:16	1	فَأَعْرَضُوا۟	w-s034-a016-w001	34:16:1	one_to_one
t-s034-a016-w002	34:16	2	فَأَرْسَلْنَا	w-s034-a016-w002	34:16:2	one_to_one
t-s034-a016-w003	34:16	3	عَلَيْهِمْ	w-s034-a016-w003	34:16:3	one_to_one
t-s034-a016-w004	34:16	4	سَيْلَ	w-s034-a016-w004	34:16:4	one_to_one
t-s034-a016-w005	34:16	5	ٱلْعَرِمِ	w-s034-a016-w005	34:16:5	one_to_one
t-s034-a016-w006	34:16	6	وَبَدَّلْنَٰهُم	w-s034-a016-w006	34:16:6	one_to_one
t-s034-a016-w007	34:16	7	بِجَنَّتَيْهِمْ	w-s034-a016-w007	34:16:7	one_to_one
t-s034-a016-w008	34:16	8	جَنَّتَيْنِ	w-s034-a016-w008	34:16:8	one_to_one
t-s034-a016-w009	34:16	9	ذَوَاتَىْ	w-s034-a016-w009	34:16:9	one_to_one
t-s034-a016-w010	34:16	10	أُكُلٍ	w-s034-a016-w010	34:16:10	one_to_one
t-s034-a016-w011	34:16	11	خَمْطٍۢ	w-s034-a016-w011	34:16:11	one_to_one
t-s034-a016-w012	34:16	12	وَأَثْلٍۢ	w-s034-a016-w012	34:16:12	one_to_one
t-s034-a016-w013	34:16	13	وَشَىْءٍۢ	w-s034-a016-w013	34:16:13	one_to_one
t-s034-a016-w014	34:16	14	مِّن	w-s034-a016-w014	34:16:14	one_to_one
t-s034-a016-w015	34:16	15	سِدْرٍۢ	w-s034-a016-w015	34:16:15	one_to_one
t-s034-a016-w016	34:16	16	قَلِيلٍۢ	w-s034-a016-w016	34:16:16	one_to_one
t-s034-a017-w001	34:17	1	ذَٰلِكَ	w-s034-a017-w001	34:17:1	one_to_one
t-s034-a017-w002	34:17	2	جَزَيْنَٰهُم	w-s034-a017-w002	34:17:2	one_to_one
t-s034-a017-w003	34:17	3	بِمَا	w-s034-a017-w003	34:17:3	one_to_one
t-s034-a017-w004	34:17	4	كَفَرُوا۟	w-s034-a017-w004	34:17:4	one_to_one
t-s034-a017-w005	34:17	5	وَهَلْ	w-s034-a017-w005	34:17:5	one_to_one
t-s034-a017-w006	34:17	6	نُجَٰزِىٓ	w-s034-a017-w006	34:17:6	one_to_one
t-s034-a017-w007	34:17	7	إِلَّا	w-s034-a017-w007	34:17:7	one_to_one
t-s034-a017-w008	34:17	8	ٱلْكَفُورَ	w-s034-a017-w008	34:17:8	one_to_one
t-s034-a018-w001	34:18	1	وَجَعَلْنَا	w-s034-a018-w001	34:18:1	one_to_one
t-s034-a018-w002	34:18	2	بَيْنَهُمْ	w-s034-a018-w002	34:18:2	one_to_one
t-s034-a018-w003	34:18	3	وَبَيْنَ	w-s034-a018-w003	34:18:3	one_to_one
t-s034-a018-w004	34:18	4	ٱلْقُرَى	w-s034-a018-w004	34:18:4	one_to_one
t-s034-a018-w005	34:18	5	ٱلَّتِى	w-s034-a018-w005	34:18:5	one_to_one
t-s034-a018-w006	34:18	6	بَٰرَكْنَا	w-s034-a018-w006	34:18:6	one_to_one
t-s034-a018-w007	34:18	7	فِيهَا	w-s034-a018-w007	34:18:7	one_to_one
t-s034-a018-w008	34:18	8	قُرًۭى	w-s034-a018-w008	34:18:8	one_to_one
t-s034-a018-w009	34:18	9	ظَٰهِرَةًۭ	w-s034-a018-w009	34:18:9	one_to_one
t-s034-a018-w010	34:18	10	وَقَدَّرْنَا	w-s034-a018-w010	34:18:10	one_to_one
t-s034-a018-w011	34:18	11	فِيهَا	w-s034-a018-w011	34:18:11	one_to_one
t-s034-a018-w012	34:18	12	ٱلسَّيْرَ	w-s034-a018-w012	34:18:12	one_to_one
t-s034-a018-w013	34:18	13	سِيرُوا۟	w-s034-a018-w013	34:18:13	one_to_one
t-s034-a018-w014	34:18	14	فِيهَا	w-s034-a018-w014	34:18:14	one_to_one
t-s034-a018-w015	34:18	15	لَيَالِىَ	w-s034-a018-w015	34:18:15	one_to_one
t-s034-a018-w016	34:18	16	وَأَيَّامًا	w-s034-a018-w016	34:18:16	one_to_one
t-s034-a018-w017	34:18	17	ءَامِنِينَ	w-s034-a018-w017	34:18:17	one_to_one
t-s034-a019-w001	34:19	1	فَقَالُوا۟	w-s034-a019-w001	34:19:1	one_to_one
t-s034-a019-w002	34:19	2	رَبَّنَا	w-s034-a019-w002	34:19:2	one_to_one
t-s034-a019-w003	34:19	3	بَٰعِدْ	w-s034-a019-w003	34:19:3	one_to_one
t-s034-a019-w004	34:19	4	بَيْنَ	w-s034-a019-w004	34:19:4	one_to_one
t-s034-a019-w005	34:19	5	أَسْفَارِنَا	w-s034-a019-w005	34:19:5	one_to_one
t-s034-a019-w006	34:19	6	وَظَلَمُوٓا۟	w-s034-a019-w006	34:19:6	one_to_one
t-s034-a019-w007	34:19	7	أَنفُسَهُمْ	w-s034-a019-w007	34:19:7	one_to_one
t-s034-a019-w008	34:19	8	فَجَعَلْنَٰهُمْ	w-s034-a019-w008	34:19:8	one_to_one
t-s034-a019-w009	34:19	9	أَحَادِيثَ	w-s034-a019-w009	34:19:9	one_to_one
t-s034-a019-w010	34:19	10	وَمَزَّقْنَٰهُمْ	w-s034-a019-w010	34:19:10	one_to_one
t-s034-a019-w011	34:19	11	كُلَّ	w-s034-a019-w011	34:19:11	one_to_one
t-s034-a019-w012	34:19	12	مُمَزَّقٍ	w-s034-a019-w012	34:19:12	one_to_one
t-s034-a019-w013	34:19	13	إِنَّ	w-s034-a019-w013	34:19:13	one_to_one
t-s034-a019-w014	34:19	14	فِى	w-s034-a019-w014	34:19:14	one_to_one
t-s034-a019-w015	34:19	15	ذَٰلِكَ	w-s034-a019-w015	34:19:15	one_to_one
t-s034-a019-w016	34:19	16	لَءَايَٰتٍۢ	w-s034-a019-w016	34:19:16	one_to_one
t-s034-a019-w017	34:19	17	لِّكُلِّ	w-s034-a019-w017	34:19:17	one_to_one
t-s034-a019-w018	34:19	18	صَبَّارٍۢ	w-s034-a019-w018	34:19:18	one_to_one
t-s034-a019-w019	34:19	19	شَكُورٍۢ	w-s034-a019-w019	34:19:19	one_to_one
t-s034-a020-w001	34:20	1	وَلَقَدْ	w-s034-a020-w001	34:20:1	one_to_one
t-s034-a020-w002	34:20	2	صَدَّقَ	w-s034-a020-w002	34:20:2	one_to_one
t-s034-a020-w003	34:20	3	عَلَيْهِمْ	w-s034-a020-w003	34:20:3	one_to_one
t-s034-a020-w004	34:20	4	إِبْلِيسُ	w-s034-a020-w004	34:20:4	one_to_one
t-s034-a020-w005	34:20	5	ظَنَّهُۥ	w-s034-a020-w005	34:20:5	one_to_one
t-s034-a020-w006	34:20	6	فَٱتَّبَعُوهُ	w-s034-a020-w006	34:20:6	one_to_one
t-s034-a020-w007	34:20	7	إِلَّا	w-s034-a020-w007	34:20:7	one_to_one
t-s034-a020-w008	34:20	8	فَرِيقًۭا	w-s034-a020-w008	34:20:8	one_to_one
t-s034-a020-w009	34:20	9	مِّنَ	w-s034-a020-w009	34:20:9	one_to_one
t-s034-a020-w010	34:20	10	ٱلْمُؤْمِنِينَ	w-s034-a020-w010	34:20:10	one_to_one
t-s034-a021-w001	34:21	1	وَمَا	w-s034-a021-w001	34:21:1	one_to_one
t-s034-a021-w002	34:21	2	كَانَ	w-s034-a021-w002	34:21:2	one_to_one
t-s034-a021-w003	34:21	3	لَهُۥ	w-s034-a021-w003	34:21:3	one_to_one
t-s034-a021-w004	34:21	4	عَلَيْهِم	w-s034-a021-w004	34:21:4	one_to_one
t-s034-a021-w005	34:21	5	مِّن	w-s034-a021-w005	34:21:5	one_to_one
t-s034-a021-w006	34:21	6	سُلْطَٰنٍ	w-s034-a021-w006	34:21:6	one_to_one
t-s034-a021-w007	34:21	7	إِلَّا	w-s034-a021-w007	34:21:7	one_to_one
t-s034-a021-w008	34:21	8	لِنَعْلَمَ	w-s034-a021-w008	34:21:8	one_to_one
t-s034-a021-w009	34:21	9	مَن	w-s034-a021-w009	34:21:9	one_to_one
t-s034-a021-w010	34:21	10	يُؤْمِنُ	w-s034-a021-w010	34:21:10	one_to_one
t-s034-a021-w011	34:21	11	بِٱلْءَاخِرَةِ	w-s034-a021-w011	34:21:11	one_to_one
t-s034-a021-w012	34:21	12	مِمَّنْ	w-s034-a021-w012	34:21:12	one_to_one
t-s034-a021-w013	34:21	13	هُوَ	w-s034-a021-w013	34:21:13	one_to_one
t-s034-a021-w014	34:21	14	مِنْهَا	w-s034-a021-w014	34:21:14	one_to_one
t-s034-a021-w015	34:21	15	فِى	w-s034-a021-w015	34:21:15	one_to_one
t-s034-a021-w016	34:21	16	شَكٍّۢ	w-s034-a021-w016	34:21:16	one_to_one
t-s034-a021-w017	34:21	17	وَرَبُّكَ	w-s034-a021-w017	34:21:17	one_to_one
t-s034-a021-w018	34:21	18	عَلَىٰ	w-s034-a021-w018	34:21:18	one_to_one
t-s034-a021-w019	34:21	19	كُلِّ	w-s034-a021-w019	34:21:19	one_to_one
t-s034-a021-w020	34:21	20	شَىْءٍ	w-s034-a021-w020	34:21:20	one_to_one
t-s034-a021-w021	34:21	21	حَفِيظٌۭ	w-s034-a021-w021	34:21:21	one_to_one
t-s034-a022-w001	34:22	1	قُلِ	w-s034-a022-w001	34:22:1	one_to_one
t-s034-a022-w002	34:22	2	ٱدْعُوا۟	w-s034-a022-w002	34:22:2	one_to_one
t-s034-a022-w003	34:22	3	ٱلَّذِينَ	w-s034-a022-w003	34:22:3	one_to_one
t-s034-a022-w004	34:22	4	زَعَمْتُم	w-s034-a022-w004	34:22:4	one_to_one
t-s034-a022-w005	34:22	5	مِّن	w-s034-a022-w005	34:22:5	one_to_one
t-s034-a022-w006	34:22	6	دُونِ	w-s034-a022-w006	34:22:6	one_to_one
t-s034-a022-w007	34:22	7	ٱللَّهِ	w-s034-a022-w007	34:22:7	one_to_one
t-s034-a022-w008	34:22	8	لَا	w-s034-a022-w008	34:22:8	one_to_one
t-s034-a022-w009	34:22	9	يَمْلِكُونَ	w-s034-a022-w009	34:22:9	one_to_one
t-s034-a022-w010	34:22	10	مِثْقَالَ	w-s034-a022-w010	34:22:10	one_to_one
t-s034-a022-w011	34:22	11	ذَرَّةٍۢ	w-s034-a022-w011	34:22:11	one_to_one
t-s034-a022-w012	34:22	12	فِى	w-s034-a022-w012	34:22:12	one_to_one
t-s034-a022-w013	34:22	13	ٱلسَّمَٰوَٰتِ	w-s034-a022-w013	34:22:13	one_to_one
t-s034-a022-w014	34:22	14	وَلَا	w-s034-a022-w014	34:22:14	one_to_one
t-s034-a022-w015	34:22	15	فِى	w-s034-a022-w015	34:22:15	one_to_one
t-s034-a022-w016	34:22	16	ٱلْأَرْضِ	w-s034-a022-w016	34:22:16	one_to_one
t-s034-a022-w017	34:22	17	وَمَا	w-s034-a022-w017	34:22:17	one_to_one
t-s034-a022-w018	34:22	18	لَهُمْ	w-s034-a022-w018	34:22:18	one_to_one
t-s034-a022-w019	34:22	19	فِيهِمَا	w-s034-a022-w019	34:22:19	one_to_one
t-s034-a022-w020	34:22	20	مِن	w-s034-a022-w020	34:22:20	one_to_one
t-s034-a022-w021	34:22	21	شِرْكٍۢ	w-s034-a022-w021	34:22:21	one_to_one
t-s034-a022-w022	34:22	22	وَمَا	w-s034-a022-w022	34:22:22	one_to_one
t-s034-a022-w023	34:22	23	لَهُۥ	w-s034-a022-w023	34:22:23	one_to_one
t-s034-a022-w024	34:22	24	مِنْهُم	w-s034-a022-w024	34:22:24	one_to_one
t-s034-a022-w025	34:22	25	مِّن	w-s034-a022-w025	34:22:25	one_to_one
t-s034-a022-w026	34:22	26	ظَهِيرٍۢ	w-s034-a022-w026	34:22:26	one_to_one
t-s034-a023-w001	34:23	1	وَلَا	w-s034-a023-w001	34:23:1	one_to_one
t-s034-a023-w002	34:23	2	تَنفَعُ	w-s034-a023-w002	34:23:2	one_to_one
t-s034-a023-w003	34:23	3	ٱلشَّفَٰعَةُ	w-s034-a023-w003	34:23:3	one_to_one
t-s034-a023-w004	34:23	4	عِندَهُۥٓ	w-s034-a023-w004	34:23:4	one_to_one
t-s034-a023-w005	34:23	5	إِلَّا	w-s034-a023-w005	34:23:5	one_to_one
t-s034-a023-w006	34:23	6	لِمَنْ	w-s034-a023-w006	34:23:6	one_to_one
t-s034-a023-w007	34:23	7	أَذِنَ	w-s034-a023-w007	34:23:7	one_to_one
t-s034-a023-w008	34:23	8	لَهُۥ	w-s034-a023-w008	34:23:8	one_to_one
t-s034-a023-w009	34:23	9	حَتَّىٰٓ	w-s034-a023-w009	34:23:9	one_to_one
t-s034-a023-w010	34:23	10	إِذَا	w-s034-a023-w010	34:23:10	one_to_one
t-s034-a023-w011	34:23	11	فُزِّعَ	w-s034-a023-w011	34:23:11	one_to_one
t-s034-a023-w012	34:23	12	عَن	w-s034-a023-w012	34:23:12	one_to_one
t-s034-a023-w013	34:23	13	قُلُوبِهِمْ	w-s034-a023-w013	34:23:13	one_to_one
t-s034-a023-w014	34:23	14	قَالُوا۟	w-s034-a023-w014	34:23:14	one_to_one
t-s034-a023-w015	34:23	15	مَاذَا	w-s034-a023-w015	34:23:15	one_to_one
t-s034-a023-w016	34:23	16	قَالَ	w-s034-a023-w016	34:23:16	one_to_one
t-s034-a023-w017	34:23	17	رَبُّكُمْ	w-s034-a023-w017	34:23:17	one_to_one
t-s034-a023-w018	34:23	18	قَالُوا۟	w-s034-a023-w018	34:23:18	one_to_one
t-s034-a023-w019	34:23	19	ٱلْحَقَّ	w-s034-a023-w019	34:23:19	one_to_one
t-s034-a023-w020	34:23	20	وَهُوَ	w-s034-a023-w020	34:23:20	one_to_one
t-s034-a023-w021	34:23	21	ٱلْعَلِىُّ	w-s034-a023-w021	34:23:21	one_to_one
t-s034-a023-w022	34:23	22	ٱلْكَبِيرُ	w-s034-a023-w022	34:23:22	one_to_one
t-s034-a024-w001	34:24	1	قُلْ	w-s034-a024-w001	34:24:1	one_to_one
t-s034-a024-w002	34:24	2	مَن	w-s034-a024-w002	34:24:2	one_to_one
t-s034-a024-w003	34:24	3	يَرْزُقُكُم	w-s034-a024-w003	34:24:3	one_to_one
t-s034-a024-w004	34:24	4	مِّنَ	w-s034-a024-w004	34:24:4	one_to_one
t-s034-a024-w005	34:24	5	ٱلسَّمَٰوَٰتِ	w-s034-a024-w005	34:24:5	one_to_one
t-s034-a024-w006	34:24	6	وَٱلْأَرْضِ	w-s034-a024-w006	34:24:6	one_to_one
t-s034-a024-w007	34:24	7	قُلِ	w-s034-a024-w007	34:24:7	one_to_one
t-s034-a024-w008	34:24	8	ٱللَّهُ	w-s034-a024-w008	34:24:8	one_to_one
t-s034-a024-w009	34:24	9	وَإِنَّآ	w-s034-a024-w009	34:24:9	one_to_one
t-s034-a024-w010	34:24	10	أَوْ	w-s034-a024-w010	34:24:10	one_to_one
t-s034-a024-w011	34:24	11	إِيَّاكُمْ	w-s034-a024-w011	34:24:11	one_to_one
t-s034-a024-w012	34:24	12	لَعَلَىٰ	w-s034-a024-w012	34:24:12	one_to_one
t-s034-a024-w013	34:24	13	هُدًى	w-s034-a024-w013	34:24:13	one_to_one
t-s034-a024-w014	34:24	14	أَوْ	w-s034-a024-w014	34:24:14	one_to_one
t-s034-a024-w015	34:24	15	فِى	w-s034-a024-w015	34:24:15	one_to_one
t-s034-a024-w016	34:24	16	ضَلَٰلٍۢ	w-s034-a024-w016	34:24:16	one_to_one
t-s034-a024-w017	34:24	17	مُّبِينٍۢ	w-s034-a024-w017	34:24:17	one_to_one
t-s034-a025-w001	34:25	1	قُل	w-s034-a025-w001	34:25:1	one_to_one
t-s034-a025-w002	34:25	2	لَّا	w-s034-a025-w002	34:25:2	one_to_one
t-s034-a025-w003	34:25	3	تُسْـَٔلُونَ	w-s034-a025-w003	34:25:3	one_to_one
t-s034-a025-w004	34:25	4	عَمَّآ	w-s034-a025-w004	34:25:4	one_to_one
t-s034-a025-w005	34:25	5	أَجْرَمْنَا	w-s034-a025-w005	34:25:5	one_to_one
t-s034-a025-w006	34:25	6	وَلَا	w-s034-a025-w006	34:25:6	one_to_one
t-s034-a025-w007	34:25	7	نُسْـَٔلُ	w-s034-a025-w007	34:25:7	one_to_one
t-s034-a025-w008	34:25	8	عَمَّا	w-s034-a025-w008	34:25:8	one_to_one
t-s034-a025-w009	34:25	9	تَعْمَلُونَ	w-s034-a025-w009	34:25:9	one_to_one
t-s034-a026-w001	34:26	1	قُلْ	w-s034-a026-w001	34:26:1	one_to_one
t-s034-a026-w002	34:26	2	يَجْمَعُ	w-s034-a026-w002	34:26:2	one_to_one
t-s034-a026-w003	34:26	3	بَيْنَنَا	w-s034-a026-w003	34:26:3	one_to_one
t-s034-a026-w004	34:26	4	رَبُّنَا	w-s034-a026-w004	34:26:4	one_to_one
t-s034-a026-w005	34:26	5	ثُمَّ	w-s034-a026-w005	34:26:5	one_to_one
t-s034-a026-w006	34:26	6	يَفْتَحُ	w-s034-a026-w006	34:26:6	one_to_one
t-s034-a026-w007	34:26	7	بَيْنَنَا	w-s034-a026-w007	34:26:7	one_to_one
t-s034-a026-w008	34:26	8	بِٱلْحَقِّ	w-s034-a026-w008	34:26:8	one_to_one
t-s034-a026-w009	34:26	9	وَهُوَ	w-s034-a026-w009	34:26:9	one_to_one
t-s034-a026-w010	34:26	10	ٱلْفَتَّاحُ	w-s034-a026-w010	34:26:10	one_to_one
t-s034-a026-w011	34:26	11	ٱلْعَلِيمُ	w-s034-a026-w011	34:26:11	one_to_one
t-s034-a027-w001	34:27	1	قُلْ	w-s034-a027-w001	34:27:1	one_to_one
t-s034-a027-w002	34:27	2	أَرُونِىَ	w-s034-a027-w002	34:27:2	one_to_one
t-s034-a027-w003	34:27	3	ٱلَّذِينَ	w-s034-a027-w003	34:27:3	one_to_one
t-s034-a027-w004	34:27	4	أَلْحَقْتُم	w-s034-a027-w004	34:27:4	one_to_one
t-s034-a027-w005	34:27	5	بِهِۦ	w-s034-a027-w005	34:27:5	one_to_one
t-s034-a027-w006	34:27	6	شُرَكَآءَ	w-s034-a027-w006	34:27:6	one_to_one
t-s034-a027-w007	34:27	7	كَلَّا	w-s034-a027-w007	34:27:7	one_to_one
t-s034-a027-w008	34:27	8	بَلْ	w-s034-a027-w008	34:27:8	one_to_one
t-s034-a027-w009	34:27	9	هُوَ	w-s034-a027-w009	34:27:9	one_to_one
t-s034-a027-w010	34:27	10	ٱللَّهُ	w-s034-a027-w010	34:27:10	one_to_one
t-s034-a027-w011	34:27	11	ٱلْعَزِيزُ	w-s034-a027-w011	34:27:11	one_to_one
t-s034-a027-w012	34:27	12	ٱلْحَكِيمُ	w-s034-a027-w012	34:27:12	one_to_one
t-s034-a028-w001	34:28	1	وَمَآ	w-s034-a028-w001	34:28:1	one_to_one
t-s034-a028-w002	34:28	2	أَرْسَلْنَٰكَ	w-s034-a028-w002	34:28:2	one_to_one
t-s034-a028-w003	34:28	3	إِلَّا	w-s034-a028-w003	34:28:3	one_to_one
t-s034-a028-w004	34:28	4	كَآفَّةًۭ	w-s034-a028-w004	34:28:4	one_to_one
t-s034-a028-w005	34:28	5	لِّلنَّاسِ	w-s034-a028-w005	34:28:5	one_to_one
t-s034-a028-w006	34:28	6	بَشِيرًۭا	w-s034-a028-w006	34:28:6	one_to_one
t-s034-a028-w007	34:28	7	وَنَذِيرًۭا	w-s034-a028-w007	34:28:7	one_to_one
t-s034-a028-w008	34:28	8	وَلَٰكِنَّ	w-s034-a028-w008	34:28:8	one_to_one
t-s034-a028-w009	34:28	9	أَكْثَرَ	w-s034-a028-w009	34:28:9	one_to_one
t-s034-a028-w010	34:28	10	ٱلنَّاسِ	w-s034-a028-w010	34:28:10	one_to_one
t-s034-a028-w011	34:28	11	لَا	w-s034-a028-w011	34:28:11	one_to_one
t-s034-a028-w012	34:28	12	يَعْلَمُونَ	w-s034-a028-w012	34:28:12	one_to_one
t-s034-a029-w001	34:29	1	وَيَقُولُونَ	w-s034-a029-w001	34:29:1	one_to_one
t-s034-a029-w002	34:29	2	مَتَىٰ	w-s034-a029-w002	34:29:2	one_to_one
t-s034-a029-w003	34:29	3	هَٰذَا	w-s034-a029-w003	34:29:3	one_to_one
t-s034-a029-w004	34:29	4	ٱلْوَعْدُ	w-s034-a029-w004	34:29:4	one_to_one
t-s034-a029-w005	34:29	5	إِن	w-s034-a029-w005	34:29:5	one_to_one
t-s034-a029-w006	34:29	6	كُنتُمْ	w-s034-a029-w006	34:29:6	one_to_one
t-s034-a029-w007	34:29	7	صَٰدِقِينَ	w-s034-a029-w007	34:29:7	one_to_one
t-s034-a030-w001	34:30	1	قُل	w-s034-a030-w001	34:30:1	one_to_one
t-s034-a030-w002	34:30	2	لَّكُم	w-s034-a030-w002	34:30:2	one_to_one
t-s034-a030-w003	34:30	3	مِّيعَادُ	w-s034-a030-w003	34:30:3	one_to_one
t-s034-a030-w004	34:30	4	يَوْمٍۢ	w-s034-a030-w004	34:30:4	one_to_one
t-s034-a030-w005	34:30	5	لَّا	w-s034-a030-w005	34:30:5	one_to_one
t-s034-a030-w006	34:30	6	تَسْتَـْٔخِرُونَ	w-s034-a030-w006	34:30:6	one_to_one
t-s034-a030-w007	34:30	7	عَنْهُ	w-s034-a030-w007	34:30:7	one_to_one
t-s034-a030-w008	34:30	8	سَاعَةًۭ	w-s034-a030-w008	34:30:8	one_to_one
t-s034-a030-w009	34:30	9	وَلَا	w-s034-a030-w009	34:30:9	one_to_one
t-s034-a030-w010	34:30	10	تَسْتَقْدِمُونَ	w-s034-a030-w010	34:30:10	one_to_one
t-s034-a031-w001	34:31	1	وَقَالَ	w-s034-a031-w001	34:31:1	one_to_one
t-s034-a031-w002	34:31	2	ٱلَّذِينَ	w-s034-a031-w002	34:31:2	one_to_one
t-s034-a031-w003	34:31	3	كَفَرُوا۟	w-s034-a031-w003	34:31:3	one_to_one
t-s034-a031-w004	34:31	4	لَن	w-s034-a031-w004	34:31:4	one_to_one
t-s034-a031-w005	34:31	5	نُّؤْمِنَ	w-s034-a031-w005	34:31:5	one_to_one
t-s034-a031-w006	34:31	6	بِهَٰذَا	w-s034-a031-w006	34:31:6	one_to_one
t-s034-a031-w007	34:31	7	ٱلْقُرْءَانِ	w-s034-a031-w007	34:31:7	one_to_one
t-s034-a031-w008	34:31	8	وَلَا	w-s034-a031-w008	34:31:8	one_to_one
t-s034-a031-w009	34:31	9	بِٱلَّذِى	w-s034-a031-w009	34:31:9	one_to_one
t-s034-a031-w010	34:31	10	بَيْنَ	w-s034-a031-w010	34:31:10	one_to_one
t-s034-a031-w011	34:31	11	يَدَيْهِ	w-s034-a031-w011	34:31:11	one_to_one
t-s034-a031-w012	34:31	12	وَلَوْ	w-s034-a031-w012	34:31:12	one_to_one
t-s034-a031-w013	34:31	13	تَرَىٰٓ	w-s034-a031-w013	34:31:13	one_to_one
t-s034-a031-w014	34:31	14	إِذِ	w-s034-a031-w014	34:31:14	one_to_one
t-s034-a031-w015	34:31	15	ٱلظَّٰلِمُونَ	w-s034-a031-w015	34:31:15	one_to_one
t-s034-a031-w016	34:31	16	مَوْقُوفُونَ	w-s034-a031-w016	34:31:16	one_to_one
t-s034-a031-w017	34:31	17	عِندَ	w-s034-a031-w017	34:31:17	one_to_one
t-s034-a031-w018	34:31	18	رَبِّهِمْ	w-s034-a031-w018	34:31:18	one_to_one
t-s034-a031-w019	34:31	19	يَرْجِعُ	w-s034-a031-w019	34:31:19	one_to_one
t-s034-a031-w020	34:31	20	بَعْضُهُمْ	w-s034-a031-w020	34:31:20	one_to_one
t-s034-a031-w021	34:31	21	إِلَىٰ	w-s034-a031-w021	34:31:21	one_to_one
t-s034-a031-w022	34:31	22	بَعْضٍ	w-s034-a031-w022	34:31:22	one_to_one
t-s034-a031-w023	34:31	23	ٱلْقَوْلَ	w-s034-a031-w023	34:31:23	one_to_one
t-s034-a031-w024	34:31	24	يَقُولُ	w-s034-a031-w024	34:31:24	one_to_one
t-s034-a031-w025	34:31	25	ٱلَّذِينَ	w-s034-a031-w025	34:31:25	one_to_one
t-s034-a031-w026	34:31	26	ٱسْتُضْعِفُوا۟	w-s034-a031-w026	34:31:26	one_to_one
t-s034-a031-w027	34:31	27	لِلَّذِينَ	w-s034-a031-w027	34:31:27	one_to_one
t-s034-a031-w028	34:31	28	ٱسْتَكْبَرُوا۟	w-s034-a031-w028	34:31:28	one_to_one
t-s034-a031-w029	34:31	29	لَوْلَآ	w-s034-a031-w029	34:31:29	one_to_one
t-s034-a031-w030	34:31	30	أَنتُمْ	w-s034-a031-w030	34:31:30	one_to_one
t-s034-a031-w031	34:31	31	لَكُنَّا	w-s034-a031-w031	34:31:31	one_to_one
t-s034-a031-w032	34:31	32	مُؤْمِنِينَ	w-s034-a031-w032	34:31:32	one_to_one
t-s034-a032-w001	34:32	1	قَالَ	w-s034-a032-w001	34:32:1	one_to_one
t-s034-a032-w002	34:32	2	ٱلَّذِينَ	w-s034-a032-w002	34:32:2	one_to_one
t-s034-a032-w003	34:32	3	ٱسْتَكْبَرُوا۟	w-s034-a032-w003	34:32:3	one_to_one
t-s034-a032-w004	34:32	4	لِلَّذِينَ	w-s034-a032-w004	34:32:4	one_to_one
t-s034-a032-w005	34:32	5	ٱسْتُضْعِفُوٓا۟	w-s034-a032-w005	34:32:5	one_to_one
t-s034-a032-w006	34:32	6	أَنَحْنُ	w-s034-a032-w006	34:32:6	one_to_one
t-s034-a032-w007	34:32	7	صَدَدْنَٰكُمْ	w-s034-a032-w007	34:32:7	one_to_one
t-s034-a032-w008	34:32	8	عَنِ	w-s034-a032-w008	34:32:8	one_to_one
t-s034-a032-w009	34:32	9	ٱلْهُدَىٰ	w-s034-a032-w009	34:32:9	one_to_one
t-s034-a032-w010	34:32	10	بَعْدَ	w-s034-a032-w010	34:32:10	one_to_one
t-s034-a032-w011	34:32	11	إِذْ	w-s034-a032-w011	34:32:11	one_to_one
t-s034-a032-w012	34:32	12	جَآءَكُم	w-s034-a032-w012	34:32:12	one_to_one
t-s034-a032-w013	34:32	13	بَلْ	w-s034-a032-w013	34:32:13	one_to_one
t-s034-a032-w014	34:32	14	كُنتُم	w-s034-a032-w014	34:32:14	one_to_one
t-s034-a032-w015	34:32	15	مُّجْرِمِينَ	w-s034-a032-w015	34:32:15	one_to_one
t-s034-a033-w001	34:33	1	وَقَالَ	w-s034-a033-w001	34:33:1	one_to_one
t-s034-a033-w002	34:33	2	ٱلَّذِينَ	w-s034-a033-w002	34:33:2	one_to_one
t-s034-a033-w003	34:33	3	ٱسْتُضْعِفُوا۟	w-s034-a033-w003	34:33:3	one_to_one
t-s034-a033-w004	34:33	4	لِلَّذِينَ	w-s034-a033-w004	34:33:4	one_to_one
t-s034-a033-w005	34:33	5	ٱسْتَكْبَرُوا۟	w-s034-a033-w005	34:33:5	one_to_one
t-s034-a033-w006	34:33	6	بَلْ	w-s034-a033-w006	34:33:6	one_to_one
