review_id	candidate_count	path_count_total	ayahs	theme_signature	representative_roots	representative_branches	theme_set_sample	keyword_sample
QR0036	2	176	1,2,4,5,6,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → ritual_belief/religion_worship → condition_force_change/stability_endurance → space_form_boundary/containment_access → law_governance/law	ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	body_health_life/physiology; cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/reasoning_decision; condition_force_change/stability_endurance; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/ethics_morality; language_communication/communication; language_communication/concealment_disclosure; language_communication/language_speech; law_governance/justice_judgment	absorption, adoration, animal, appetite, approval, assimilation, authority, awareness, blessing, bloodmoney, body, clergy, cognition, commendation, communication, community, compensation, comprehension, consumption, creed
QR0037	2	148	1,2,3,4,5,6,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → law_governance/politics_order → emotion_ethics/ethics_morality	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/belief_revelation; ritual_belief/religion_worship; ritual_belief/ritual	adoration, alignment, allegiance, approval, army, assembly, authority, balance, blessing, care, charity, coalition, commendation, community, compassion, confederacy, course, creed, cult, deity
QR0038	2	146	2,3,4,5,6,7	emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → law_governance/politics_order → emotion_ethics/ethics_morality	ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ق و م → ص ر ط	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	body_health_life/health_medicine; cognition_perception/proof_uncertainty; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/belief_revelation; ritual_belief/religion_worship	adoration, alignment, allegiance, approval, authority, balance, blessing, care, charity, coating, commendation, community, compassion, condiment, course, creed, cult, deity, devotion, direction
QR0039	2	128	1,2,4,5,6	ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality → law_governance/politics_order	ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء	animal_life/husbandry; cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; cognition_perception/reasoning_decision; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; language_communication/communication; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; movement_travel/transport	adoration, alignment, animal, approval, authority, awareness, balance, blessing, clergy, coating, cognition, commendation, communication, community, comprehension, course, craft, creed, cult, deity
QR0040	2	112	1,2,3,4,5,6,7	ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → law_governance/politics_order → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	ء ل ه → ر ب ب → ر ح م → د ي ن → ق و م → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/health_medicine; cognition_perception/proof_uncertainty; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/belief_revelation; ritual_belief/religion_worship	adoration, aim, alignment, allegiance, authority, balance, care, charity, coating, community, compassion, condiment, course, creed, cult, deity, deviation, devotion, direction, divinity
QR0041	2	88	1,2,4,5,6,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → ritual_belief/religion_worship → condition_force_change/stability_endurance → agriculture_food/plant_vegetation → conflict_security/violence_warfare	ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ع و ن → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	agriculture_food/harvest_cultivation; agriculture_food/plant_vegetation; body_health_life/life_stage_aging; body_health_life/physiology; cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/reasoning_decision; condition_force_change/force_power; condition_force_change/stability_endurance; conflict_security/violence_warfare; craft_material_built/textile_clothing; emotion_ethics/ethics_morality	adoration, age, aging, agriculture, animal, antiquity, approval, authority, awareness, blade, blessing, body, botany, clergy, cognition, combat, commendation, communication, community, comprehension
QR0042	2	88	1,2,4,5,6,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → ritual_belief/religion_worship → condition_force_change/stability_endurance → space_form_boundary/containment_access → conflict_security/conflict	ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ض ب:B003:المراغمة والمخالفة	body_health_life/physiology; cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/reasoning_decision; condition_force_change/stability_endurance; conflict_security/conflict; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/ethics_morality; language_communication/communication; language_communication/concealment_disclosure; language_communication/language_speech	absorption, adoration, animal, antagonism, appetite, approval, assimilation, authority, awareness, blessing, body, clergy, cognition, commendation, communication, community, comprehension, conflict, consumption, contention
QR0043	2	88	1,2,4,5,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → law_governance/politics_order → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	س م و → ح م د → ء ل ه → د ي ن → ق و م → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; emotion_ethics/trust_loyalty; kinship_society/hierarchy_status; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/belief_revelation; ritual_belief/religion_worship; ritual_belief/ritual	adoration, aim, alignment, allegiance, approval, ascent, authority, balance, blessing, commendation, community, course, creed, cult, deity, deviation, devotion, direction, divinity, doctrine
QR0044	2	60	1,2,4,5,6,7	kinship_society/social_relations → emotion_ethics/ethics_morality → ritual_belief/religion_worship → language_communication/grammar_expression → time_measure_quantity/time → ritual_belief/religion_worship → kinship_society/hospitality_welfare	ر ح م → ح م د → ء ل ه → ر ب ب → ي و م → ع ب د → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B015:حرف رب وربما | ي و م:B002:مدة من الزمان | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	condition_force_change/abundance_scarcity; condition_force_change/stability_endurance; economy_property/commerce_exchange; emotion_ethics/emotion; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/family; kinship_society/hospitality_welfare; kinship_society/identity_personhood; kinship_society/social_relations; land_water_sky/sky_astronomy; language_communication/grammar_expression	abundance, adoration, affection, allegiance, ancestry, approval, authority, benefaction, benefit, bestowal, blessing, bounty, charity, chronology, clitic, commendation, commerce, community, cult, deity
QR0045	2	56	1,2,4,6,7	craft_material_built/architecture_construction → ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	س م و → ء ل ه → ح م د → ع ل م → د ي ن → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; cognition_perception/reasoning_decision; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; land_water_sky/sky_astronomy; land_water_sky/weather_climate; language_communication/communication; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order	adoration, agriculture, aim, alignment, anatomy, approval, architecture, authority, awareness, blessing, canopy, ceiling, clergy, cognition, commendation, communication, community, comprehension, cosmology, course
QR0046	2	54	1,2,4,5,6,7	kinship_society/social_relations → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → law_governance/politics_order → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	ر ح م → ح م د → ء ل ه → د ي ن → ق و م → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/family; kinship_society/identity_personhood; kinship_society/social_relations; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/belief_revelation; ritual_belief/religion_worship	adoration, aim, alignment, allegiance, ancestry, approval, authority, balance, blessing, commendation, community, course, creed, cult, deity, deviation, devotion, direction, divinity, doctrine
QR0047	2	52	1,2,4,6,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → cognition_perception/knowledge_learning → ritual_belief/religion_worship → cognition_perception/knowledge_learning → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	ء ل ه → ح م د → ع ل م → د ي ن → ه د ي → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/cognition; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; cognition_perception/reasoning_decision; emotion_ethics/ethics_morality; language_communication/communication; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/belief_revelation	adoration, aim, alignment, approval, authority, awareness, belief, blessing, clarity, clergy, cognition, commendation, communication, community, comprehension, course, creed, cult, deity, deviation
QR0048	1	4906	1,2,3,4,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → emotion_ethics/emotion → law_governance/punishment_sanction	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	conflict_security/conflict; emotion_ethics/desire_appetite; emotion_ethics/emotion; emotion_ethics/ethics_morality; emotion_ethics/fear_grief; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/justice_judgment	affect, anger, approval, army, ascent, assembly, authority, blessing, care, charity, coalition, commendation, community, compassion, confederacy, conflict, creed, demography, devotion, divinity
QR0049	1	4610	1,2,3,4,5,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/social_relations	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	emotion_ethics/ethics_morality; emotion_ethics/honor_shame; emotion_ethics/trust_loyalty; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/belief_revelation	affiliation, allegiance, approval, army, ascent, assembly, authority, blessing, care, charity, clan, coalition, commendation, community, compassion, confederacy, creed, demography, devotion, divinity
QR0050	1	3692	1,2,3,4,5	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → kinship_society/hierarchy_status	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	body_health_life/health_medicine; condition_force_change/control_restraint; craft_material_built/material; craft_material_built/substance_texture; economy_property/labor_work; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/belief_revelation	adoration, approval, ascent, authority, blessing, bondage, captivity, care, charity, chattel, coating, coercion, commendation, community, compassion, condiment, creed, cult, deity, devotion
QR0051	1	3258	1,2,3,4,5,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/knowledge_learning	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ه د ي	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق	animal_life/husbandry; cognition_perception/knowledge_learning; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; movement_travel/transport	animal, approval, army, ascent, assembly, authority, belief, blessing, care, charity, clarity, coalition, coating, commendation, community, compassion, confederacy, craft, creed, demography
QR0052	1	3158	1,2,3,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → condition_force_change/support_dependence → kinship_society/hospitality_welfare	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	condition_force_change/abundance_scarcity; condition_force_change/stability_endurance; condition_force_change/support_dependence; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/belief_revelation	abundance, approval, army, ascent, assembly, authority, benefaction, benefit, blessing, bounty, care, charity, coalition, commendation, community, compassion, confederacy, creed, demography, devotion
QR0053	1	3126	1,2,3,4,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/hospitality_welfare	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	condition_force_change/abundance_scarcity; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; emotion_ethics/trust_loyalty; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/belief_revelation; ritual_belief/religion_worship	abundance, allegiance, approval, army, ascent, assembly, authority, benefaction, benefit, blessing, bounty, care, charity, coalition, commendation, community, compassion, confederacy, creed, demography
QR0054	1	2712	1,2,3,4,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق	body_health_life/health_medicine; cognition_perception/knowledge_learning; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/afterlife_eschatology; ritual_belief/belief_revelation	adoration, approval, ascent, authority, belief, blessing, care, charity, clarity, coating, commendation, community, compassion, condiment, creed, cult, deity, devotion, direction, divinity
QR0055	1	2560	1,2,3,4,5	craft_material_built/architecture_construction → ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → kinship_society/hierarchy_status	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	condition_force_change/control_restraint; craft_material_built/architecture_construction; economy_property/labor_work; emotion_ethics/ethics_morality; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; land_water_sky/sky_astronomy; land_water_sky/weather_climate; language_communication/language_speech; law_governance/obligation_contract	adoration, agriculture, anatomy, approval, architecture, army, assembly, authority, blessing, bondage, canopy, captivity, care, ceiling, charity, chattel, coalition, coercion, commendation, community
QR0056	1	2374	1,2,3,4,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/proof_uncertainty	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; movement_travel/navigation_route	aim, animal, approval, army, ascent, assembly, authority, blessing, care, charity, coalition, coating, commendation, community, compassion, confederacy, craft, creed, demography, deviation
QR0057	1	2310	1,2,3,4,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → law_governance/politics_order → ritual_belief/religion_worship → kinship_society/social_relations	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; language_communication/language_speech; law_governance/authority_governance; law_governance/obligation_contract; law_governance/politics_order	affiliation, approval, army, ascent, assembly, authority, blessing, care, charity, clan, coalition, commendation, community, compassion, confederacy, creed, demography, devotion, divinity, dominion
QR0058	1	2242	1,2,3,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning → cognition_perception/proof_uncertainty	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; movement_travel/navigation_route; ritual_belief/afterlife_eschatology	aim, approval, army, ascent, assembly, authority, belief, blessing, care, charity, clarity, coalition, commendation, community, compassion, confederacy, creed, demography, deviation, devotion
QR0059	1	2222	1,2,3,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning → kinship_society/hospitality_welfare	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	cognition_perception/knowledge_learning; condition_force_change/abundance_scarcity; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/afterlife_eschatology; ritual_belief/belief_revelation	abundance, approval, army, ascent, assembly, authority, belief, benefaction, benefit, blessing, bounty, care, charity, clarity, coalition, commendation, community, compassion, confederacy, creed
QR0060	1	2182	1,2,3,4,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → condition_force_change/agency_action → emotion_ethics/intention_character	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	condition_force_change/agency_action; economy_property/economy; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; emotion_ethics/intention_character; kinship_society/culture_tradition; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract	action, agency, approval, army, ascent, assembly, authority, bearing, behavior, blessing, care, charity, coalition, commendation, commitment, community, compassion, confederacy, course, creed
QR0061	1	2048	1,2,3,4,5,6	craft_material_built/architecture_construction → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/social_relations	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ق و م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	body_health_life/health_medicine; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; land_water_sky/sky_astronomy; land_water_sky/weather_climate	adoration, affiliation, agriculture, allegiance, anatomy, architecture, authority, canopy, care, ceiling, charity, clan, coating, community, compassion, condiment, cosmology, cover, creed, cult
