review_id	candidate_count	path_count_total	ayahs	image_scored_facet_signature	representative_roots	representative_branches	top_image_facets
IF0064	3	2130	1,2,3,4,5,6,7	kw:gratitude | kw:thousand | kw:pity | kw:indemnity	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:thousand(1); kw:pity(1); kw:indemnity(1); kw:restitution(1); kw:compassion(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:kindness(1); kw:submission(1); kw:compensation(1); kw:misguidance(1); kw:loftiness(1); kw:swallowing(1); kw:stoutness(1)
IF0065	3	1623	1,2,4,5,6,7	kw:blessing | kw:hierarchy | theme:law_governance/obligation_contract	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ق و م → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	kw:blessing(2); kw:hierarchy(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:eminence(1); kw:address(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:oath(1); kw:rise(1); kw:pillar(1); kw:foundation(1)
IF0066	3	1044	1,2,4,5,6,7	kw:blessing | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ق و م → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	kw:blessing(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:family(1); kw:dominion(1); kw:invocation(1); kw:relative(1); kw:address(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:oath(1); kw:submission(1); kw:prayer(1); kw:pillar(1); kw:foundation(1)
IF0067	3	1004	1,2,3,4,5,6	kw:authority | kw:submission | kw:obedience	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ق و م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:authority(4); kw:submission(2); kw:obedience(2); kw:men(1); kw:faction(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:gratitude(1); kw:compassion(1); kw:sovereignty(1); kw:tenderness(1); kw:kindness(1); kw:clan(1); kw:property(1); kw:hawk(1)
IF0068	3	934	1,2,3,4,5,6,7	kw:straightness | theme:law_governance/politics_order | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → د ي ن → ع ب د → ص ر ط → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء	kw:straightness(2); theme:law_governance/politics_order(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:rectitude(1); kw:evenness(1); kw:loftiness(1); kw:eminence(1); kw:moderation(1); kw:praise(1); kw:thousand(1); kw:pity(1); kw:compassion(1); kw:tenderness(1); kw:demography(1); kw:kindness(1)
IF0069	3	770	1,2,3,4,6,7	kw:appearance | theme:space_form_boundary/visual_appearance	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B011:قامة وقوام الجسم والطول | غ ض ب:B005:غلظ الجسم وشدة الحمرة	kw:appearance(2); theme:space_form_boundary/visual_appearance(2); kw:gratitude(1); kw:pity(1); kw:compassion(1); kw:coarseness(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:redness(1); kw:stature(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:praise(1); kw:proportion(1)
IF0070	3	524	1,2,4,5,6,7	kw:submission | kw:obedience | kw:authority | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ي و م → د ي ن → ع ب د → ق و م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	theme:land_water_sky/sky_astronomy(3); kw:submission(2); kw:obedience(2); kw:authority(2); kw:ceiling(1); kw:overhead(1); kw:grammar(1); kw:duration(1); kw:canopy(1); kw:men(1); kw:preposition(1); kw:quantification(1); kw:gratitude(1); kw:linguistics(1); kw:faction(1); kw:particle(1)
IF0071	3	500	1,2,3,4,5,6,7	kw:authority | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → م ل ك → د ي ن → ق و م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:authority(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:kingship(1); kw:dominion(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1); kw:sovereignty(1); kw:oath(1); kw:men(1)
IF0072	3	472	1,2,3,5,6,7	theme:emotion_ethics/trust_loyalty	ء ل ه → ح م د → ر ب ب → ر ح م → ع ب د → ع و ن → ه د ي	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B003:العبادة والطاعة الخاضعة | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B002:جهة الأمر وسيرته وقصده	theme:emotion_ethics/trust_loyalty(2); kw:submission(1); kw:pity(1); kw:intent(1); kw:compassion(1); kw:manner(1); kw:custom(1); kw:tenderness(1); kw:kindness(1); kw:aid(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:gratitude(1); kw:assistance(1); kw:course(1)
IF0073	3	360	1,2,4,5,6,7	theme:cognition_perception/knowledge_learning | kw:knowledge	ء ل ه → ح م د → ر ب ب → ع ل م → د ي ن → ع ب د → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	theme:cognition_perception/knowledge_learning(2); kw:knowledge(2); kw:gratitude(1); kw:paving(1); kw:sage(1); kw:taming(1); kw:scholar(1); kw:smoothing(1); kw:leveling(1); kw:coating(1); kw:recognition(1); kw:awareness(1); kw:praise(1); kw:straightness(1); kw:wisdom(1); kw:submission(1)
IF0074	3	334	1,2,3,5,7	kw:biology | theme:body_health_life/life_stage_aging | theme:body_health_life/reproduction_birth | theme:condition_force_change/growth_decay	س م و → ء ل ه → ر ب ب → ر ح م → ع و ن → غ ي ر → غ ض ب	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B009:شاة رُبّى وحداثة | ر ح م:B003:رَحِم الأنثى | ع و ن:B002:العَوان بين السنين | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:biology(2); theme:body_health_life/life_stage_aging(2); theme:body_health_life/reproduction_birth(2); theme:condition_force_change/growth_decay(2); kw:uterus(1); kw:ewe(1); kw:honor(1); kw:protectiveness(1); kw:ceiling(1); kw:jealousy(1); kw:overhead(1); kw:zeal(1); kw:gratitude(1); kw:canopy(1); kw:middle(1); kw:inflammation(1)
IF0075	3	300	1,2,4,5,6,7	kw:blessing | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ي و م → د ي ن → ق و م → ن ع م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	kw:blessing(2); theme:land_water_sky/sky_astronomy(2); kw:gratitude(1); kw:ceiling(1); kw:sunrise(1); kw:daytime(1); kw:overhead(1); kw:sunset(1); kw:canopy(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:submission(1); kw:obedience(1); kw:pillar(1); kw:foundation(1)
IF0076	3	251	1,2,3,4,5,6,7	kw:navigation | theme:law_governance/obligation_contract	ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:navigation(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:invocation(1); kw:misguidance(1); kw:address(1); kw:straightness(1); kw:oath(1); kw:dominion(1); kw:praise(1); kw:submission(1); kw:family(1); kw:paving(1); kw:heraldry(1); kw:sage(1); kw:taming(1)
IF0077	3	221	1,2,4,5,6,7	kw:gratitude | kw:sunrise | kw:daytime | kw:indemnity	ء ل ه → ح م د → ي و م → د ي ن → ع ب د → ص ر ط → غ ي ر	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:gratitude(1); kw:sunrise(1); kw:daytime(1); kw:indemnity(1); kw:sunset(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:praise(1); kw:ingestion(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:loftiness(1); kw:misguidance(1)
IF0078	3	212	1,2,3,4,5,6,7	theme:law_governance/politics_order	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع ب د → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	theme:law_governance/politics_order(3); kw:routine(1); kw:custom(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:kingship(1); kw:dominion(1); kw:gratitude(1); kw:compassion(1); kw:sovereignty(1); kw:tenderness(1); kw:kindness(1); kw:family(1); kw:paving(1)
IF0079	3	200	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:indemnity | kw:relative	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ص ر ط → غ ي ر	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:gratitude(1); kw:family(1); kw:indemnity(1); kw:relative(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:praise(1); kw:ingestion(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:vitality(1); kw:obedience(1); kw:blessing(1)
IF0080	3	179	1,2,4,5,6	kw:gratitude | kw:submission | kw:grammar | kw:duration	ر ح م → ح م د → ء ل ه → ر ب ب → ي و م → ع ب د → ق و م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B015:حرف رب وربما | ي و م:B002:مدة من الزمان | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:gratitude(1); kw:submission(1); kw:grammar(1); kw:duration(1); kw:preposition(1); kw:quantification(1); kw:linguistics(1); kw:family(1); kw:particle(1); kw:span(1); kw:meaning(1); kw:period(1); kw:praise(1); kw:men(1); kw:relative(1); kw:faction(1)
IF0081	3	172	1,2,3,4,6,7	kw:straightness | theme:law_governance/politics_order | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ق و م → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	kw:straightness(2); theme:law_governance/politics_order(2); theme:law_governance/obligation_contract(2); kw:rectitude(1); kw:evenness(1); kw:invocation(1); kw:address(1); kw:moderation(1); kw:oath(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:gratitude(1); kw:compassion(1)
IF0082	3	160	1,2,4,5,6,7	kw:gratitude | kw:grammar | kw:duration | kw:paving	ء ل ه → ح م د → ر ب ب → ي و م → د ي ن → ع ب د → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B015:حرف رب وربما | ي و م:B002:مدة من الزمان | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:grammar(1); kw:duration(1); kw:paving(1); kw:preposition(1); kw:taming(1); kw:smoothing(1); kw:quantification(1); kw:leveling(1); kw:linguistics(1); kw:coating(1); kw:particle(1); kw:span(1); kw:meaning(1); kw:period(1); kw:misguidance(1)
IF0083	3	148	1,2,4,5,6,7	kw:guidance | kw:direction | kw:navigation | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → د ي ن → ه د ي → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:guidance(2); kw:direction(2); kw:navigation(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:loftiness(1); kw:misguidance(1); kw:eminence(1); kw:straightness(1); kw:praise(1); kw:rise(1); kw:submission(1); kw:error(1); kw:paving(1); kw:sunrise(1); kw:taming(1)
IF0084	3	136	1,2,4,5,6,7	kw:gratitude | kw:paving | kw:taming | kw:mainstay	ء ل ه → ح م د → م ل ك → ي و م → د ي ن → ع ب د → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | م ل ك:B005:مِلاك الأمر وعِماده | ي و م:B003:كائنة اليوم وشدته | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:gratitude(1); kw:paving(1); kw:taming(1); kw:mainstay(1); kw:smoothing(1); kw:leveling(1); kw:pillar(1); kw:coating(1); kw:reliance(1); kw:organization(1); kw:praise(1); kw:foundation(1); kw:submission(1); kw:event(1); kw:obedience(1); kw:misguidance(1)
IF0085	3	120	1,2,4,5,6,7	kw:name | kw:language	س م و → ء ل ه → ر ب ب → ع ب د → ص ر ط → غ ي ر → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:name(2); kw:language(2); kw:dominion(1); kw:invocation(1); kw:address(1); kw:appellation(1); kw:semiotics(1); kw:misguidance(1); kw:swallowing(1); kw:stoutness(1); kw:oath(1); kw:honor(1); kw:protectiveness(1); kw:jealousy(1); kw:indemnity(1); kw:zeal(1)
IF0086	3	112	1,2,4,5,6,7	kw:gratitude | kw:hawk | kw:falcon | kw:raptor	س م و → ح م د → ء ل ه → ع ل م → د ي ن → ع و ن → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	kw:gratitude(1); kw:hawk(1); kw:falcon(1); kw:raptor(1); kw:routine(1); kw:predator(1); kw:custom(1); kw:praise(1); kw:ornithology(1); kw:practice(1); kw:habit(1); kw:loftiness(1); kw:misguidance(1); kw:antiquity(1); kw:eminence(1); kw:sharpness(1)
IF0087	3	92	1,2,5,6,7	theme:movement_travel/navigation_route	ر ح م → ح م د → ء ل ه → ع ب د → ص ر ط → غ ي ر → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ب د:B010:التفرق في الوجوه | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	theme:movement_travel/navigation_route(2); kw:gratitude(1); kw:indemnity(1); kw:misguidance(1); kw:divergence(1); kw:restitution(1); kw:family(1); kw:praise(1); kw:scattering(1); kw:compensation(1); kw:relative(1); kw:swallowing(1); kw:ingestion(1); kw:disappearance(1); kw:dispersion(1); kw:disease(1)
IF0088	3	70	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:misguidance | kw:relative	ر ح م → ح م د → ء ل ه → د ي ن → ع و ن → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	kw:custom(2); kw:gratitude(1); kw:family(1); kw:misguidance(1); kw:relative(1); kw:praise(1); kw:error(1); kw:antiquity(1); kw:sharpness(1); kw:penetration(1); kw:sword(1); kw:blade(1); kw:stoutness(1); kw:intent(1); kw:routine(1); kw:manner(1)
IF0089	3	64	1,2,3,4,5,6,7	kw:hawk | kw:falcon | kw:pity | kw:raptor	ء ل ه → ع ل م → ر ح م → د ي ن → ع و ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	kw:hawk(1); kw:falcon(1); kw:pity(1); kw:raptor(1); kw:compassion(1); kw:predator(1); kw:tenderness(1); kw:kindness(1); kw:ornithology(1); kw:stoutness(1); kw:antiquity(1); kw:sharpness(1); kw:submission(1); kw:solidity(1); kw:misguidance(1); kw:rebellion(1)
IF0090	2	6274	1,2,3,4,5,6	kw:submission | kw:obedience | kw:tribe | kw:authority | theme:kinship_society/kinship	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:submission(2); kw:obedience(2); kw:tribe(2); kw:authority(2); theme:kinship_society/kinship(2); kw:gratitude(1); kw:men(1); kw:thousand(1); kw:pity(1); kw:compassion(1); kw:faction(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:loftiness(1); kw:eminence(1)
IF0091	2	4520	1,2,3,4,5,6	kw:tribe | theme:kinship_society/kinship	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ق و م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:tribe(2); kw:submission(2); theme:kinship_society/kinship(2); kw:gratitude(1); kw:men(1); kw:thousand(1); kw:ceiling(1); kw:overhead(1); kw:pity(1); kw:canopy(1); kw:compassion(1); kw:faction(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:kindness(1)
IF0092	2	2966	1,2,3,4,6	kw:gratitude | kw:commitment | kw:thousand | kw:pity	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	kw:gratitude(1); kw:commitment(1); kw:thousand(1); kw:pity(1); kw:endeavor(1); kw:initiative(1); kw:intent(1); kw:undertaking(1); kw:compassion(1); kw:manner(1); kw:custom(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:loftiness(1); kw:eminence(1)
IF0093	2	2520	1,2,3,4,5	kw:hierarchy | theme:kinship_society/hierarchy_status | kw:authority	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:hierarchy(3); theme:kinship_society/hierarchy_status(3); kw:authority(2); kw:gratitude(1); kw:chattel(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:loftiness(1); kw:slave(1); kw:eminence(1); kw:servitude(1); kw:compassion(1); kw:slavery(1); kw:thousand(1); kw:heraldry(1)
IF0094	2	1784	1,2,3,4,5,7	kw:anger | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:anger(2); theme:law_governance/obligation_contract(2); kw:regret(1); kw:invocation(1); kw:zeal(1); kw:fury(1); kw:gratitude(1); kw:resentment(1); kw:wrath(1); kw:address(1); kw:mourning(1); kw:family(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1)
IF0095	2	1774	1,2,3,4,5,6	kw:submission | kw:obedience | kw:authority | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ق و م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:submission(2); kw:obedience(2); kw:authority(2); theme:law_governance/obligation_contract(2); kw:men(1); kw:invocation(1); kw:gratitude(1); kw:address(1); kw:faction(1); kw:oath(1); kw:family(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1)
IF0096	2	1584	1,2,3,4,5,7	kw:submission | kw:obedience | kw:authority | theme:kinship_society/hospitality_welfare	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ن ع م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	kw:submission(2); kw:obedience(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); kw:ceiling(1); kw:overhead(1); kw:pity(1); kw:canopy(1); kw:compassion(1); kw:grace(1); kw:bounty(1); kw:tenderness(1); kw:hawk(1); kw:falcon(1); kw:syrup(1); kw:paste(1)
IF0097	2	1532	1,2,4,5,6,7	kw:navigation | theme:cognition_perception/proof_uncertainty	ر ح م → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	ر ح م:B004:وجع الرَّحِم بعد الولادة | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:navigation(2); theme:cognition_perception/proof_uncertainty(2); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:misguidance(1); kw:leveling(1); kw:nurture(1); kw:approval(1); kw:coating(1); kw:satisfaction(1); kw:straightness(1); kw:submission(1); kw:visibility(1); kw:figure(1); kw:womb(1)
IF0098	2	1300	1,2,3,4,6,7	kw:gratitude | kw:stopping | kw:thousand | kw:freezing	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B016:جمود ووقوف وكلال | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:stopping(1); kw:thousand(1); kw:freezing(1); kw:inability(1); kw:pity(1); kw:misguidance(1); kw:stagnation(1); kw:compassion(1); kw:immobility(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:kindness(1); kw:loftiness(1); kw:eminence(1)
