review_id	candidate_count	path_count_total	ayahs	rare_facet_signature	representative_roots	representative_branches	rare_theme_set	keyword_sample
RF0049	3	56	1,2,4,5,6,7	kw:adoration | kw:age | kw:agriculture | kw:antiquity | kw:blade | kw:blessing | kw:botany | kw:condition	ر ح م → ح م د → ء ل ه → د ي ن → ع و ن → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	agriculture_food/harvest_cultivation; body_health_life/life_stage_aging; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/culture_tradition; kinship_society/family; kinship_society/identity_personhood; land_water_sky/sky_astronomy; language_communication/grammar_expression; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual	adoration, age, agriculture, antiquity, blade, blessing, botany, condition, cultivation, custom, cutting, deity, deviation, devotion, duration, ecology, error, ethics, evaluation, family, force, grammar, gratitude, habit
RF0050	3	48	1,2,3,4,5,6,7	kw:adoration | kw:age | kw:agriculture | kw:antiquity | kw:bird | kw:blade | kw:blessing | kw:botany	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع و ن → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	agriculture_food/harvest_cultivation; animal_life/wildlife; body_health_life/life_stage_aging; cognition_perception/proof_uncertainty; kinship_society/culture_tradition; kinship_society/family; kinship_society/hospitality_welfare; kinship_society/identity_personhood; law_governance/politics_order; movement_travel/navigation_route; movement_travel/speed; ritual_belief/religion_worship; ritual_belief/ritual	adoration, age, agriculture, antiquity, bird, blade, blessing, botany, charity, compassion, condition, cultivation, custom, cutting, deity, deviation, devotion, divinity, ecology, emotion, error, ethics, evaluation, falcon
RF0051	2	2730	1,2,3,4,6,7	kw:ascent | kw:authority | kw:blessing | kw:charity | kw:compassion | kw:creed | kw:demography | kw:deviation	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; emotion_ethics/honor_shame; kinship_society/hospitality_welfare; kinship_society/kinship; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; time_measure_quantity/quantity_number	ascent, authority, blessing, charity, compassion, creed, demography, deviation, devotion, direction, divinity, elevation, eminence, emotion, error, ethics, evaluation, gathering, gratitude, guidance, height, hierarchy, honor, journey
RF0052	2	504	1,2,3,4,6,7	kw:ascent | kw:authority | kw:banner | kw:blessing | kw:charity | kw:compassion | kw:creed | kw:deviation	س م و → ح م د → ع ل م → ر ح م → د ي ن → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/ornament_beauty; emotion_ethics/honor_shame; kinship_society/hospitality_welfare; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/pattern_marking; space_form_boundary/space	ascent, authority, banner, blessing, charity, compassion, creed, deviation, devotion, direction, divinity, elevation, eminence, emotion, error, ethics, evaluation, gratitude, guidance, height, heraldry, hierarchy, honor, journey
RF0053	2	288	1,2,4,5,6,7	kw:address | kw:appellation | kw:authority | kw:awareness | kw:classification | kw:coating | kw:cognition | kw:communication	س م و → ء ل ه → ر ب ب → ع ل م → د ي ن → ع ب د → ص ر ط	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	animal_life/husbandry; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/prayer_supplication; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	address, appellation, authority, awareness, classification, coating, cognition, communication, craft, creed, designation, deviation, devotion, direction, education, epistemology, error, ethics, guidance, identity, infrastructure, invocation, journey, knowledge
RF0054	2	157	1,2,4,5,6,7	kw:authority | kw:blessing | kw:body | kw:calendar | kw:compensation | kw:consumption | kw:creed | kw:day	ر ح م → ح م د → ي و م → د ي ن → ع ب د → ص ر ط → غ ي ر	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/family; kinship_society/identity_personhood; land_water_sky/light_darkness; land_water_sky/sky_astronomy; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual	authority, blessing, body, calendar, compensation, consumption, creed, day, daytime, deviation, devotion, disappearance, error, ethics, evaluation, family, food, gratitude, hardness, indemnity, ingestion, kinship, law, light
RF0055	2	108	1,2,4,5,6,7	kw:adoration | kw:authority | kw:coating | kw:craft | kw:creed | kw:deity | kw:deviation | kw:devotion	ء ل ه → ر ب ب → ي و م → د ي ن → ع ب د → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B015:حرف رب وربما | ي و م:B002:مدة من الزمان | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; land_water_sky/sky_astronomy; language_communication/grammar_expression; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	adoration, authority, coating, craft, creed, deity, deviation, devotion, direction, duration, error, ethics, grammar, guidance, history, infrastructure, interval, journey, law, leveling, linguistics, maintenance, meaning, measure
RF0056	2	52	1,2,3,5,6,7	kw:adoration | kw:agriculture | kw:anatomy | kw:blessing | kw:body | kw:canopy | kw:ceiling | kw:compensation	س م و → ء ل ه → ح م د → ر ح م → ع ب د → ص ر ط → غ ي ر	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/family; kinship_society/identity_personhood; land_water_sky/sky_astronomy; language_communication/concealment_disclosure; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; time_measure_quantity/quantity_number	adoration, agriculture, anatomy, blessing, body, canopy, ceiling, compensation, consumption, cosmology, cover, crowd, deity, deviation, devotion, disappearance, dispersion, distribution, divergence, error, ethics, evaluation, family, food
RF0057	2	48	1,2,4,6,7	kw:adoration | kw:bird | kw:blessing | kw:condition | kw:custom | kw:deity | kw:deviation | kw:devotion	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/wildlife; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/culture_tradition; kinship_society/family; kinship_society/identity_personhood; law_governance/politics_order; movement_travel/navigation_route; movement_travel/speed; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	adoration, bird, blessing, condition, custom, deity, deviation, devotion, direction, error, ethics, evaluation, falcon, family, gratitude, guidance, habit, hawk, hunting, identity, journey, kinship, law, lineage
RF0058	1	1104	2,3,4,5,6,7	kw:anger | kw:authority | kw:body | kw:charity | kw:compassion | kw:conflict | kw:consumption | kw:creed	ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/gender; kinship_society/hospitality_welfare; kinship_society/kinship; kinship_society/marriage_genealogy; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/religion_worship; ritual_belief/ritual; time_measure_quantity/quantity_number	anger, authority, body, charity, compassion, conflict, consumption, creed, demography, devotion, disappearance, divinity, emotion, ethics, food, fury, gathering, hardness, honor, ingestion, jealousy, kindness, kinship, law
RF0059	1	860	1,2,4,5,6,7	kw:agriculture | kw:authority | kw:body | kw:care | kw:compensation | kw:completion | kw:consumption | kw:creed	ر ح م → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/life_stage_aging; body_health_life/reproduction_birth; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/family; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual	agriculture, authority, body, care, compensation, completion, consumption, creed, development, deviation, devotion, disappearance, education, error, ethics, food, hardness, indemnity, ingestion, law, material, medicine, misguidance, navigation
RF0060	1	168	1,2,3,4,5,6,7	kw:ascent | kw:authority | kw:banner | kw:charity | kw:coating | kw:compassion | kw:craft | kw:creed	س م و → ع ل م → ر ح م → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/ornament_beauty; emotion_ethics/honor_shame; kinship_society/hospitality_welfare; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/pattern_marking; space_form_boundary/space	ascent, authority, banner, charity, coating, compassion, craft, creed, deviation, devotion, direction, divinity, elevation, eminence, emotion, error, ethics, guidance, height, heraldry, hierarchy, honor, infrastructure, journey
RF0061	1	144	2,3,4,5,6,7	kw:anger | kw:authority | kw:banner | kw:body | kw:charity | kw:compassion | kw:conflict | kw:consumption	ع ل م → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	craft_material_built/ornament_beauty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/gender; kinship_society/hospitality_welfare; kinship_society/marriage_genealogy; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/pattern_marking	anger, authority, banner, body, charity, compassion, conflict, consumption, creed, devotion, disappearance, divinity, emotion, ethics, food, fury, hardness, heraldry, honor, ingestion, jealousy, kindness, kinship, landmark
RF0062	1	120	1,2,3,5,7	kw:address | kw:anger | kw:appellation | kw:banner | kw:charity | kw:classification | kw:compassion | kw:designation	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → ع ب د → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B008:الأنفة والغضب | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/ornament_beauty; emotion_ethics/desire_appetite; emotion_ethics/fear_grief; kinship_society/hospitality_welfare; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; movement_travel/navigation_route; ritual_belief/prayer_supplication; ritual_belief/religion_worship; space_form_boundary/pattern_marking	address, anger, appellation, banner, charity, classification, compassion, designation, deviation, divinity, emotion, error, ethics, grief, heraldry, honor, identity, invocation, kindness, knowledge, landmark, language, loss, mark
RF0063	1	108	1,2,3,5,6,7	kw:address | kw:anger | kw:body | kw:conflict | kw:consumption | kw:disappearance | kw:emotion | kw:ethics	ء ل ه → ر ب ب → ر ح م → ع ب د → ص ر ط → غ ي ر → غ ض ب	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	cognition_perception/knowledge_learning; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/family; kinship_society/gender; kinship_society/identity_personhood; kinship_society/marriage_genealogy; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/prayer_supplication; ritual_belief/religion_worship	address, anger, body, conflict, consumption, disappearance, emotion, ethics, family, food, fury, hardness, honor, ingestion, invocation, jealousy, kinship, knowledge, language, law, lineage, material, name, oath
RF0064	1	84	1,2,4,5,6	kw:authority | kw:balance | kw:blessing | kw:calendar | kw:coating | kw:craft | kw:creed | kw:day	ر ح م → ح م د → ي و م → د ي ن → ع ب د → ص ر ط → ق و م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء	animal_life/husbandry; cognition_perception/proof_uncertainty; kinship_society/family; kinship_society/identity_personhood; land_water_sky/light_darkness; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; movement_travel/transport; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; space_form_boundary/surface_shape	authority, balance, blessing, calendar, coating, craft, creed, day, daytime, devotion, direction, ethics, evaluation, evenness, family, gratitude, guidance, infrastructure, journey, justice, kinship, law, leveling, light
RF0065	1	56	1,2,4,5,6,7	kw:address | kw:appellation | kw:banner | kw:boundary | kw:center | kw:classification | kw:coating | kw:craft	س م و → ء ل ه → ر ب ب → ع ل م → م ل ك → ع ب د → ص ر ط	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B006:مَلَك الطريق والوادي | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	animal_life/husbandry; cognition_perception/knowledge_learning; craft_material_built/ornament_beauty; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/prayer_supplication; ritual_belief/religion_worship; space_form_boundary/pattern_marking; space_form_boundary/space	address, appellation, banner, boundary, center, classification, coating, craft, designation, direction, ethics, geography, guidance, heraldry, identity, infrastructure, invocation, journey, knowledge, landmark, language, leveling, maintenance, mark
RF0066	1	40	1,2,4,6,7	kw:authority | kw:blessing | kw:calendar | kw:creed | kw:day | kw:daytime | kw:deviation | kw:devotion	ر ح م → ح م د → ي و م → د ي ن → ه د ي → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/family; kinship_society/identity_personhood; land_water_sky/light_darkness; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	authority, blessing, calendar, creed, day, daytime, deviation, devotion, direction, error, ethics, evaluation, family, gratitude, guidance, journey, kinship, law, light, lineage, misguidance, nature, navigation, obedience
RF0067	1	36	1,2,4,5,6,7	kw:adoration | kw:anger | kw:bird | kw:body | kw:condition | kw:conflict | kw:consumption | kw:custom	ء ل ه → ع ل م → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	animal_life/wildlife; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/culture_tradition; kinship_society/gender; kinship_society/marriage_genealogy; language_communication/concealment_disclosure; law_governance/politics_order; law_governance/punishment_sanction; movement_travel/speed; ritual_belief/religion_worship; ritual_belief/ritual	adoration, anger, bird, body, condition, conflict, consumption, custom, deity, devotion, disappearance, emotion, falcon, food, fury, habit, hardness, hawk, honor, hunting, identity, ingestion, jealousy, kinship
RF0068	1	36	1,2,5,6,7	kw:adoration | kw:anger | kw:blessing | kw:body | kw:conflict | kw:consumption | kw:crowd | kw:deity	ر ح م → ح م د → ء ل ه → ع ب د → ص ر ط → غ ي ر → غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ب د:B010:التفرق في الوجوه | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/family; kinship_society/gender; kinship_society/identity_personhood; kinship_society/marriage_genealogy; language_communication/concealment_disclosure; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; time_measure_quantity/quantity_number	adoration, anger, blessing, body, conflict, consumption, crowd, deity, devotion, disappearance, dispersion, distribution, divergence, emotion, evaluation, family, food, fury, gratitude, honor, ingestion, jealousy, kinship, law
RF0069	9	784	1,2,3,4,6,7	kw:adoration | kw:authority | kw:banner | kw:blessing | kw:charity | kw:compassion | kw:creed | kw:deity	ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/ornament_beauty; kinship_society/hospitality_welfare; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/pattern_marking; space_form_boundary/space	adoration, authority, banner, blessing, charity, compassion, creed, deity, deviation, devotion, direction, divinity, dominion, emotion, error, ethics, evaluation, governance, gratitude, guidance, heraldry, hierarchy, journey, kindness
RF0070	7	2960	1,2,3,4,6,7	kw:adoration | kw:agriculture | kw:anatomy | kw:authority | kw:canopy | kw:ceiling | kw:charity | kw:compassion	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/hospitality_welfare; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	adoration, agriculture, anatomy, authority, canopy, ceiling, charity, compassion, compensation, condiment, cosmology, cover, creed, deity, deviation, devotion, direction, divinity, dominion, emotion, error, ethics, food, governance
RF0071	6	2616	1,2,3,4,5,6,7	kw:adoration | kw:authority | kw:charity | kw:coating | kw:compassion | kw:condiment | kw:craft | kw:creed	ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/hospitality_welfare; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	adoration, authority, charity, coating, compassion, condiment, craft, creed, deity, deviation, devotion, direction, divinity, dominion, emotion, error, ethics, food, governance, guidance, hierarchy, infrastructure, journey, kindness
RF0072	6	1832	1,2,3,4,6,7	kw:adoration | kw:authority | kw:blessing | kw:charity | kw:compassion | kw:creed | kw:deity | kw:demography	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/hospitality_welfare; kinship_society/kinship; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; time_measure_quantity/quantity_number	adoration, authority, blessing, charity, compassion, creed, deity, demography, deviation, devotion, direction, divinity, dominion, emotion, error, ethics, evaluation, gathering, governance, gratitude, guidance, hierarchy, journey, kindness
RF0073	6	536	1,2,4,5,6,7	kw:adoration | kw:agriculture | kw:anatomy | kw:authority | kw:awareness | kw:blessing | kw:canopy | kw:ceiling	س م و → ء ل ه → ح م د → ع ل م → د ي ن → ع ب د → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	animal_life/husbandry; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	adoration, agriculture, anatomy, authority, awareness, blessing, canopy, ceiling, coating, cognition, communication, cosmology, cover, craft, creed, deity, deviation, devotion, direction, education, epistemology, error, ethics, evaluation
RF0074	6	472	1,2,3,4,6,7	kw:adoration | kw:agriculture | kw:anatomy | kw:authority | kw:blessing | kw:canopy | kw:ceiling | kw:cosmology	س م و → ء ل ه → ح م د → ر ح م → د ي ن → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/family; kinship_society/identity_personhood; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	adoration, agriculture, anatomy, authority, blessing, canopy, ceiling, cosmology, cover, creed, deity, deviation, devotion, direction, error, ethics, evaluation, family, gratitude, guidance, journey, kinship, knowledge, law
