review_id	candidate_count	path_count_total	ayahs	scored_facet_signature	representative_roots	representative_branches	top_scored_facets
SF0053	4	1416	1,2,3,4,5,6	theme:ritual_belief/belief_revelation | kw:theology | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:ritual_belief/ritual	س م و → ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ه د ي	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق	theme:ritual_belief/belief_revelation(3); kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:authority(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:ceiling(1); kw:paving(1); kw:hawk(1); kw:taming(1); kw:falcon(1)
SF0054	4	1104	1,2,3,4,5,6,7	kw:religion | theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:navigation | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(3); theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:navigation(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:ceiling(1); kw:paving(1); kw:hawk(1); kw:taming(1); kw:falcon(1)
SF0055	4	936	1,2,3,4,6,7	kw:substitution | kw:replacement | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ر ب ب → ر ح م → د ي ن → ق و م → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ض ل ل:B002:الغيبوبة والخفاء	kw:substitution(2); kw:replacement(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:proxy(1); kw:pity(1); kw:burial(1); kw:ceiling(1); kw:hawk(1); kw:falcon(1)
SF0056	4	776	1,2,3,4,6,7	theme:ritual_belief/religion_worship | kw:substitution | kw:replacement | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → غ ي ر	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره	theme:ritual_belief/religion_worship(3); kw:substitution(2); kw:replacement(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:proxy(1); kw:pity(1); kw:deity(1); kw:thousand(1); kw:hawk(1)
SF0057	4	604	1,2,3,4,5,7	theme:ritual_belief/religion_worship | kw:anger | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual	س م و → ء ل ه → ح م د → ر ح م → د ي ن → ع ب د → غ ض ب	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:anger(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:regret(1); kw:deity(1); kw:zeal(1); kw:ceiling(1); kw:overhead(1); kw:fury(1); kw:resentment(1)
SF0058	4	576	1,2,3,5,7	kw:biology | theme:ritual_belief/religion_worship | theme:condition_force_change/growth_decay	ء ل ه → ح م د → ر ب ب → ر ح م → ع و ن → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B010:ربابة تجمع القداح | ر ح م:B003:رَحِم الأنثى | ع و ن:B002:العَوان بين السنين | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:biology(2); theme:ritual_belief/religion_worship(2); theme:condition_force_change/growth_decay(2); kw:gambling(1); kw:gratitude(1); kw:adoration(1); kw:uterus(1); kw:deity(1); kw:honor(1); kw:protectiveness(1); kw:middle(1); kw:jealousy(1); kw:zeal(1); kw:ceiling(1); kw:overhead(1); kw:canopy(1)
SF0059	4	576	1,2,3,4,5,6,7	kw:theology | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:law_governance/politics_order | theme:ritual_belief/ritual	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ص ر ط	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:authority(2); theme:law_governance/politics_order(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:ceiling(1); kw:paving(1); kw:hawk(1); kw:taming(1)
SF0060	4	504	1,2,3,4,5,6,7	theme:ritual_belief/belief_revelation | kw:guidance | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:direction | kw:religion | theme:ritual_belief/ritual	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/belief_revelation(3); kw:guidance(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:direction(2); kw:religion(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:ceiling(1); kw:paving(1); kw:hawk(1); kw:taming(1); kw:falcon(1)
SF0061	4	414	1,2,3,4,5,6	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | kw:submission | kw:obedience | theme:emotion_ethics/trust_loyalty | kw:authority	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ع و ن → ه د ي	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B002:جهة الأمر وسيرته وقصده	theme:ritual_belief/religion_worship(4); kw:devotion(3); kw:worship(3); kw:religion(3); kw:submission(2); kw:obedience(2); theme:emotion_ethics/trust_loyalty(2); kw:authority(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:monotheism(1); kw:creed(1); kw:family(1); kw:deity(1)
SF0062	4	384	1,2,3,4,6,7	theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:guidance | kw:devotion | kw:worship | kw:direction | kw:religion | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ص ر ط	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:guidance(2); kw:devotion(2); kw:worship(2); kw:direction(2); kw:religion(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:thousand(1); kw:hawk(1)
SF0063	4	288	1,2,3,4,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:devotion | kw:worship | kw:navigation | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:devotion(2); kw:worship(2); kw:navigation(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:misguidance(1); kw:thousand(1); kw:hawk(1)
SF0064	4	121	1,2,4,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:straightness | kw:devotion | kw:worship | kw:navigation | theme:law_governance/politics_order | theme:cognition_perception/proof_uncertainty	ر ح م → ح م د → ء ل ه → د ي ن → ق و م → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:straightness(2); kw:devotion(2); kw:worship(2); kw:navigation(2); theme:law_governance/politics_order(2); theme:cognition_perception/proof_uncertainty(2); theme:ritual_belief/ritual(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:rectitude(1); kw:deity(1); kw:evenness(1)
SF0065	3	4410	1,2,3,4,5,7	theme:ritual_belief/religion_worship | kw:submission | kw:obedience | kw:blessing | kw:devotion | kw:worship | kw:religion | kw:authority	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(4); theme:ritual_belief/belief_revelation(3); kw:submission(2); kw:obedience(2); kw:blessing(2); kw:devotion(2); kw:worship(2); kw:religion(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:monotheism(1); kw:creed(1); kw:pity(1); kw:family(1)
SF0066	3	2678	1,2,3,4,5,6,7	kw:blessing | theme:ritual_belief/religion_worship | theme:kinship_society/hospitality_welfare | theme:ritual_belief/belief_revelation	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ع و ن → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ع و ن:B001:الإعانة والمظاهرة | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:blessing(2); theme:kinship_society/hospitality_welfare(2); kw:gratitude(1); kw:pity(1); kw:divinity(1); kw:compassion(1); kw:grace(1); kw:adoration(1); kw:thousand(1); kw:deity(1); kw:loftiness(1); kw:eminence(1); kw:praise(1); kw:ceiling(1)
SF0067	3	2346	1,2,3,4,5,6,7	kw:landmark	س م و → ح م د → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د	س م و:B002:الشخص المرتفع الظاهر | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:landmark(2); kw:visibility(1); kw:creed(1); kw:heraldry(1); kw:banner(1); kw:pity(1); kw:divinity(1); kw:nurture(1); kw:approval(1); kw:figure(1); kw:compassion(1); kw:satisfaction(1); kw:semiotics(1); kw:tenderness(1); kw:men(1); kw:chattel(1)
SF0068	3	1937	1,2,3,4,6,7	kw:substitution | kw:replacement | theme:ritual_belief/religion_worship	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره	kw:substitution(2); kw:replacement(2); theme:ritual_belief/religion_worship(2); kw:gratitude(1); kw:burial(1); kw:creed(1); kw:proxy(1); kw:equivalence(1); kw:representation(1); kw:alteration(1); kw:thousand(1); kw:pity(1); kw:divinity(1); kw:loftiness(1); kw:hiddenness(1); kw:eminence(1)
SF0069	3	1912	1,2,3,4,5,6	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/belief_revelation | kw:submission | kw:obedience | kw:authority	ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ق و م	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	theme:ritual_belief/religion_worship(4); kw:devotion(3); kw:worship(3); kw:religion(3); theme:ritual_belief/belief_revelation(3); kw:submission(2); kw:obedience(2); kw:authority(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:men(1); kw:adoration(1); kw:monotheism(1); kw:creed(1); kw:hawk(1); kw:heraldry(1)
SF0070	3	1430	1,2,3,5,6	theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:devotion | kw:worship | kw:religion	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ع ب د → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:devotion(2); kw:worship(2); kw:religion(2); kw:gratitude(1); kw:submission(1); kw:men(1); kw:adoration(1); kw:monotheism(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:ceiling(1); kw:hawk(1); kw:heraldry(1)
SF0071	3	1312	1,2,3,4,5,6,7	theme:ritual_belief/belief_revelation | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:kinship_society/hospitality_welfare | theme:ritual_belief/ritual	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ن ع م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/belief_revelation(3); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); theme:kinship_society/hospitality_welfare(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:ceiling(1); kw:overhead(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:deity(1)
SF0072	3	1100	1,2,3,4,6,7	kw:theology | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:kinship_society/hospitality_welfare | theme:ritual_belief/ritual	س م و → ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ن ع م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ن ع م:B001:حسن الحال والنعمة	kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:ceiling(1); kw:overhead(1); kw:syrup(1); kw:paste(1)
SF0073	3	1042	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:theology | kw:devotion | kw:worship | theme:cognition_perception/knowledge_learning | theme:ritual_belief/belief_revelation | theme:ritual_belief/ritual	س م و → ء ل ه → ح م د → ر ب ب → د ي ن → ه د ي → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(5); kw:religion(4); kw:theology(2); kw:devotion(2); kw:worship(2); theme:cognition_perception/knowledge_learning(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); theme:craft_material_built/architecture_construction(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:sage(1); kw:ceiling(1); kw:paving(1); kw:taming(1)
SF0074	3	648	1,2,3,6,7	theme:ritual_belief/belief_revelation | kw:blessing | theme:ritual_belief/religion_worship | theme:kinship_society/hospitality_welfare	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ه د ي → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/belief_revelation(3); kw:blessing(2); theme:ritual_belief/religion_worship(2); theme:kinship_society/hospitality_welfare(2); kw:gratitude(1); kw:adoration(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:compassion(1); kw:loftiness(1); kw:eminence(1); kw:grace(1); kw:thousand(1); kw:ceiling(1); kw:hawk(1)
SF0075	3	590	1,2,3,4,5,6,7	kw:religion | theme:ritual_belief/religion_worship | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د → ض ل ل	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(3); theme:ritual_belief/religion_worship(3); theme:law_governance/obligation_contract(2); kw:creed(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:divinity(1); kw:invocation(1); kw:misguidance(1); kw:stopping(1); kw:paving(1); kw:freezing(1); kw:taming(1)
SF0076	3	480	1,2,4,5,6,7	kw:name | kw:language | theme:ritual_belief/religion_worship | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	kw:name(2); kw:language(2); theme:ritual_belief/religion_worship(2); theme:law_governance/obligation_contract(2); kw:creed(1); kw:dominion(1); kw:invocation(1); kw:stoutness(1); kw:address(1); kw:appellation(1); kw:semiotics(1); kw:oath(1); kw:swallowing(1); kw:ingestion(1); kw:indemnity(1); kw:rebellion(1)
SF0077	3	412	1,2,3,4,5,6,7	theme:ritual_belief/religion_worship | kw:blessing | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual	س م و → ء ل ه → ح م د → ر ح م → د ي ن → ق و م → ن ع م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(3); kw:blessing(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:deity(1); kw:pillar(1); kw:family(1); kw:ceiling(1); kw:overhead(1); kw:relative(1); kw:canopy(1)
SF0078	3	401	1,2,3,4,5,6,7	theme:ritual_belief/religion_worship | kw:blessing | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/belief_revelation | theme:ritual_belief/ritual	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ه د ي → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(3); kw:blessing(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:deity(1); kw:family(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1)
SF0079	3	400	1,2,3,6,7	theme:ritual_belief/religion_worship | kw:theology | kw:religion | theme:kinship_society/marriage_genealogy	ء ل ه → ح م د → ر ب ب → ر ح م → ق و م → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:theology(2); kw:religion(2); theme:kinship_society/marriage_genealogy(2); kw:gratitude(1); kw:family(1); kw:honor(1); kw:men(1); kw:protectiveness(1); kw:adoration(1); kw:sage(1); kw:jealousy(1); kw:scholar(1); kw:deity(1); kw:zeal(1); kw:burial(1)
SF0080	3	385	1,2,4,5,6	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | kw:agency | theme:ritual_belief/ritual	ر ح م → ح م د → ء ل ه → د ي ن → ع و ن → ه د ي → ق و م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); kw:agency(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:commitment(1); kw:adoration(1); kw:creed(1); kw:deity(1); kw:endeavor(1); kw:initiative(1); kw:intent(1); kw:family(1); kw:sunrise(1)
SF0081	3	348	1,2,4,6,7	theme:ritual_belief/religion_worship | kw:blessing | kw:devotion | kw:worship | kw:religion | theme:kinship_society/hospitality_welfare | theme:ritual_belief/belief_revelation | theme:ritual_belief/ritual	ر ح م → ح م د → ء ل ه → د ي ن → ه د ي → ن ع م → غ ي ر	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	theme:ritual_belief/religion_worship(3); kw:blessing(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:kinship_society/hospitality_welfare(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:deity(1); kw:grace(1); kw:praise(1); kw:family(1); kw:sunrise(1)
SF0082	3	292	1,2,4,5,6,7	kw:blessing | theme:ritual_belief/religion_worship	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ق و م → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	kw:blessing(2); theme:ritual_belief/religion_worship(2); kw:gratitude(1); kw:adoration(1); kw:hawk(1); kw:falcon(1); kw:deity(1); kw:raptor(1); kw:routine(1); kw:family(1); kw:predator(1); kw:custom(1); kw:grace(1); kw:praise(1); kw:pillar(1); kw:relative(1)
SF0083	3	260	1,2,4,5,7	theme:ritual_belief/religion_worship | kw:blessing | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/belief_revelation	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع ب د → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(3); kw:blessing(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:submission(1); kw:adoration(1); kw:monotheism(1); kw:deity(1); kw:family(1); kw:hawk(1); kw:falcon(1); kw:raptor(1); kw:grammar(1)
