syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-64_5-00058	ae:v3:s064:005:pass1:attach:a9	64:5	w-s064-a005-w011	w-s064-a005-w012		m-w-s064-a005-w011-02	m-w-s064-a005-w012-01		64:5:11:2	64:5:12:1		q:64:5:13	q:64:5:14		13	14		predication	strongly_licensed	high			PREP	NOUN_ABSTRACT			fallback_morpheme_aligned	word_order;local_syntax	عَذَابٌ is predicated with the fronted PP لَهُمْ.	resources/attachments.tsv:53920
sx-64_5-00059	ae:v3:s064:005:pass1:attach:a10	64:5	w-s064-a005-w012	w-s064-a005-w013		m-w-s064-a005-w012-01	m-w-s064-a005-w013-01		64:5:12:1	64:5:13:1		q:64:5:14	q:64:5:15		14	15		adjective	strongly_licensed	high			NOUN_ABSTRACT	ADJ_QUALIT			fallback_morpheme_aligned	agreement;local_syntax	أَلِيمٌ agrees with and qualifies عَذَابٌ.	resources/attachments.tsv:53921
sx-64_5-00060	ae:v3:s064:005:pass1:attach:a11	64:5	w-s064-a005-w010	w-s064-a005-w010		m-w-s064-a005-w010-01	m-w-s064-a005-w010-01		64:5:10:1	64:5:10:1		q:64:5:11	q:64:5:11		11	11		idafa	syntactically_forced	high		possessive_suffix	NOUN_ABSTRACT				fallback_morpheme_aligned	morphology;local_syntax	The هِمْ suffix in أَمْرِهِمْ is the genitive possessor of أَمْرِ.	resources/attachments.tsv:53922
sx-64_6-00061	ae:v3:s064:006:pass1:attach:a1	64:6	w-s064-a006-w002	w-s064-a006-w001		m-w-s064-a006-w002-01	m-w-s064-a006-w001-01		64:6:2:1	64:6:1:1		q:64:6:2	q:64:6:1		2	1		predication	strongly_licensed	high			PREP	DEM_PRON			position_morpheme_aligned	word_order;local_syntax	ذَٰلِكَ is predicated through the causal PP beginning بِ.	resources/attachments.tsv:53923
sx-64_6-00062	ae:v3:s064:006:pass1:attach:a2	64:6	w-s064-a006-w001	w-s064-a006-w002	w-s064-a006-w002	m-w-s064-a006-w001-01	m-w-s064-a006-w002-02	m-w-s064-a006-w002-01	64:6:1:1	64:6:2:2	64:6:2:1	q:64:6:1	q:64:6:3	q:64:6:2	1	3	2	prep_complement	syntactically_forced	high			DEM_PRON	INF_ANNUL_PART		بـ	position_morpheme_aligned	case_government;local_syntax	أَنَّ is governed by بِ in بِأَنَّهُ and supplies the causal complement for ذَٰلِكَ.	resources/attachments.tsv:53924
sx-64_6-00063	ae:v3:s064:006:pass1:attach:a3	64:6	w-s064-a006-w002	w-s064-a006-w002		m-w-s064-a006-w002-02	m-w-s064-a006-w002-03		64:6:2:2	64:6:2:3		q:64:6:3	q:64:6:3		3	3		particle_complement	syntactically_forced	high	particle_segment	pronoun_suffix					position_morpheme_aligned	morphology;local_syntax	The هُ suffix in أَنَّهُ is the ism of أَنَّ.	resources/attachments.tsv:53925
sx-64_6-00064	ae:v3:s064:006:pass1:attach:a4	64:6	w-s064-a006-w003	w-s064-a006-w004		m-w-s064-a006-w003-01	m-w-s064-a006-w004-01		64:6:3:1	64:6:4:1		q:64:6:4	q:64:6:5		4	5		kana_predicate	strongly_licensed	high			PV	IV			position_morpheme_aligned	local_syntax	تَّأْتِيهِمْ is the verbal predicate governed by كَانَت.	resources/attachments.tsv:53926
sx-64_6-00065	ae:v3:s064:006:pass1:attach:a5	64:6	w-s064-a006-w003	w-s064-a006-w005		m-w-s064-a006-w003-01	m-w-s064-a006-w005-01		64:6:3:1	64:6:5:1		q:64:6:4	q:64:6:6		4	6		subject	strongly_licensed	high			PV	NOUN_CONCRETE			position_morpheme_aligned	agreement;local_syntax	رُسُلُهُم is the delayed ism of كَانَت.	resources/attachments.tsv:53927
sx-64_6-00066	ae:v3:s064:006:pass1:attach:a6	64:6	w-s064-a006-w004	w-s064-a006-w004		m-w-s064-a006-w004-01	m-w-s064-a006-w004-02		64:6:4:1	64:6:4:2		q:64:6:5	q:64:6:5		5	5		direct_object	syntactically_forced	high		object_suffix	IV		clitic		position_morpheme_aligned	morphology;local_syntax	The هِمْ suffix in تَّأْتِيهِمْ is the pronominal object of تَأْتِي.	resources/attachments.tsv:53928
sx-64_6-00067	ae:v3:s064:006:pass1:attach:a7	64:6	w-s064-a006-w004	w-s064-a006-w005		m-w-s064-a006-w004-01	m-w-s064-a006-w005-01		64:6:4:1	64:6:5:1		q:64:6:5	q:64:6:6		5	6		subject	syntactically_forced	high			IV	NOUN_CONCRETE			position_morpheme_aligned	word_order;agreement	رُسُلُهُم is the overt subject of تَّأْتِيهِمْ.	resources/attachments.tsv:53929
sx-64_6-00068	ae:v3:s064:006:pass1:attach:a8	64:6	w-s064-a006-w004	w-s064-a006-w006	w-s064-a006-w006	m-w-s064-a006-w004-01	m-w-s064-a006-w006-03	m-w-s064-a006-w006-01	64:6:4:1	64:6:6:3	64:6:6:1	q:64:6:5	q:64:6:8	q:64:6:7	5	8	7	prep_complement	syntactically_forced	high			IV	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;local_syntax	ٱلْبَيِّنَٰتِ is governed by بِ and complements تَّأْتِيهِمْ.	resources/attachments.tsv:53930
sx-64_6-00069	ae:v3:s064:006:pass1:attach:a9	64:6	w-s064-a006-w007	w-s064-a006-w008		m-w-s064-a006-w007-02	m-w-s064-a006-w008-02		64:6:7:2	64:6:8:2		q:64:6:10	q:64:6:11		10	11		quoted_complement	syntactically_forced	high			PV	NOUN_CONCRETE			position_morpheme_aligned	local_syntax	أَبَشَرٌ يَهْدُونَنَا is the utterance introduced by قَالُوا.	resources/attachments.tsv:53931
sx-64_6-00070	ae:v3:s064:006:pass1:attach:a10	64:6	w-s064-a006-w009	w-s064-a006-w008		m-w-s064-a006-w009-01	m-w-s064-a006-w008-02		64:6:9:1	64:6:8:2		q:64:6:12	q:64:6:11		12	11		predication	strongly_licensed	high			IV	NOUN_CONCRETE			fallback_morpheme_aligned	word_order;local_syntax	أَبَشَرٌ is the interrogative subject whose predicate is يَهْدُونَنَا.	resources/attachments.tsv:53932
sx-64_6-00071	ae:v3:s064:006:pass1:attach:a11	64:6	w-s064-a006-w009	w-s064-a006-w009		m-w-s064-a006-w009-01	m-w-s064-a006-w009-01		64:6:9:1	64:6:9:1		q:64:6:12	q:64:6:12		12	12		direct_object	syntactically_forced	high		object_suffix	IV		clitic		fallback_morpheme_aligned	morphology;local_syntax	The نَا suffix in يَهْدُونَنَا is the object of يَهْدُونَ.	resources/attachments.tsv:53933
sx-64_6-00072	ae:v3:s064:006:pass1:attach:a12	64:6	w-s064-a006-w010	w-s064-a006-w011		m-w-s064-a006-w010-02	m-w-s064-a006-w011-02		64:6:10:2	64:6:11:2		q:64:6:14	q:64:6:16		14	16		conjoined	strongly_licensed	high			PV	PV			position_morpheme_aligned	parallelism;local_syntax	تَوَلَّوا is coordinated with كَفَرُوا as the second response.	resources/attachments.tsv:53934
sx-64_6-00073	ae:v3:s064:006:pass1:attach:a13	64:6	w-s064-a006-w012	w-s064-a006-w013		m-w-s064-a006-w012-02	m-w-s064-a006-w013-01		64:6:12:2	64:6:13:1		q:64:6:18	q:64:6:19		18	19		subject	syntactically_forced	high			PV	NOUN_PROP			fallback_morpheme_aligned	word_order;agreement	ٱللَّهُ is the explicit subject of ٱسْتَغْنَى.	resources/attachments.tsv:53935
sx-64_6-00074	ae:v3:s064:006:pass1:attach:a14	64:6	w-s064-a006-w015	w-s064-a006-w013		m-w-s064-a006-w015-01	m-w-s064-a006-w013-01		64:6:15:1	64:6:13:1		q:64:6:22	q:64:6:21		22	21		predication	strongly_licensed	high			ADJ_QUALIT	NOUN_PROP			fallback_morpheme_aligned	word_order;local_syntax	ٱللَّهُ is predicated by غَنِىٌّ.	resources/attachments.tsv:53936
sx-64_6-00075	ae:v3:s064:006:pass1:attach:a15	64:6	w-s064-a006-w016	w-s064-a006-w013		m-w-s064-a006-w016-01	m-w-s064-a006-w013-01		64:6:16:1	64:6:13:1		q:64:6:23	q:64:6:21		23	21		predication	strongly_licensed	high			ADJ_QUALIT	NOUN_PROP			fallback_morpheme_aligned	word_order;local_syntax	ٱللَّهُ is also predicated by حَمِيدٌ as a second attribute.	resources/attachments.tsv:53937
sx-64_6-00076	ae:v3:s064:006:pass1:attach:a16	64:6	w-s064-a006-w005	w-s064-a006-w005		m-w-s064-a006-w005-01	m-w-s064-a006-w005-01		64:6:5:1	64:6:5:1		q:64:6:6	q:64:6:6		6	6		idafa	syntactically_forced	high		possessive_suffix	NOUN_CONCRETE				position_morpheme_aligned	morphology;local_syntax	The هُمْ suffix in رُسُلُهُمْ is the genitive possessor of رُسُلُ.	resources/attachments.tsv:53938
sx-64_7-00077	ae:v3:s064:007:pass1:attach:a1	64:7	w-s064-a007-w001	w-s064-a007-w002		m-w-s064-a007-w001-01	m-w-s064-a007-w002-01		64:7:1:1	64:7:2:1		q:64:7:1	q:64:7:2		1	2		subject	strongly_licensed	high			PV	REL_PRON			position_morpheme_aligned	word_order;local_syntax	ٱلَّذِينَ is the overt subject of زَعَمَ.	resources/attachments.tsv:53939
sx-64_7-00078	ae:v3:s064:007:pass1:attach:a2	64:7	w-s064-a007-w001	w-s064-a007-w004		m-w-s064-a007-w001-01	m-w-s064-a007-w004-01		64:7:1:1	64:7:4:1		q:64:7:1	q:64:7:4		1	4		clausal_complement	syntactically_forced	high			PV	SUBJUNC_PART			position_morpheme_aligned	local_syntax	أَن لَّن يُبْعَثُوا is the content clause governed by زَعَمَ.	resources/attachments.tsv:53940
sx-64_7-00079	ae:v3:s064:007:pass1:attach:a3	64:7	w-s064-a007-w005	w-s064-a007-w006		m-w-s064-a007-w005-01	m-w-s064-a007-w006-01		64:7:5:1	64:7:6:1		q:64:7:5	q:64:7:6		5	6		particle_complement	syntactically_forced	high			SUBJUNC_PART	IV_PASS			position_morpheme_aligned	local_syntax;morphology	لَنْ governs يُبْعَثُوا as its subjunctive verbal complement.	resources/attachments.tsv:53941
sx-64_7-00080	ae:v3:s064:007:pass1:attach:a4	64:7	w-s064-a007-w007	w-s064-a007-w008		m-w-s064-a007-w007-01	m-w-s064-a007-w008-01		64:7:7:1	64:7:8:1		q:64:7:7	q:64:7:8		7	8		quoted_complement	syntactically_forced	high			CV	YES_NO_RESP_PART			position_morpheme_aligned	local_syntax	بَلَى through عَمِلْتُمْ is the quoted response commanded by قُلْ.	resources/attachments.tsv:53942
sx-64_7-00081	ae:v3:s064:007:pass1:attach:a5	64:7	w-s064-a007-w009	w-s064-a007-w009		m-w-s064-a007-w009-02	m-w-s064-a007-w009-02		64:7:9:2	64:7:9:2		q:64:7:9	q:64:7:10		9	10		particle_complement	strongly_licensed	high			CONJ	NOUN_CONCRETE			position_morpheme_aligned	case_government;local_syntax	رَبِّى is governed by the oath وَ in وَرَبِّى.	resources/attachments.tsv:53943
sx-64_7-00082	ae:v3:s064:007:pass1:attach:a6	64:7	w-s064-a007-w010	w-s064-a007-w012		m-w-s064-a007-w010-02	m-w-s064-a007-w012-02		64:7:10:2	64:7:12:2		q:64:7:12	q:64:7:15		12	15		conjoined	strongly_licensed	high			IV_PASS	IV			position_morpheme_aligned	local_syntax;parallelism	تُنَبَّؤُنَّ is coordinated by ثُمَّ after تُبْعَثُنَّ.	resources/attachments.tsv:53944
sx-64_7-00083	ae:v3:s064:007:pass1:attach:a7	64:7	w-s064-a007-w012	w-s064-a007-w013	w-s064-a007-w013	m-w-s064-a007-w012-02	m-w-s064-a007-w013-02	m-w-s064-a007-w013-01	64:7:12:2	64:7:13:2	64:7:13:1	q:64:7:15	q:64:7:17	q:64:7:16	15	17	16	prep_complement	syntactically_forced	high			IV	REL_PRON		بـ	position_morpheme_aligned	case_government;local_syntax	مَا is governed by بِ and complements تُنَبَّؤُنَّ.	resources/attachments.tsv:53945
sx-64_7-00084	ae:v3:s064:007:pass1:attach:a8	64:7	w-s064-a007-w014	w-s064-a007-w013		m-w-s064-a007-w014-01	m-w-s064-a007-w013-02		64:7:14:1	64:7:13:2		q:64:7:18	q:64:7:17		18	17		direct_object	strongly_licensed	high			PV	REL_PRON	explicit		position_morpheme_aligned	local_syntax;word_order	مَا is the object of عَمِلْتُمْ inside بِمَا عَمِلْتُمْ.	resources/attachments.tsv:53946
sx-64_7-00085	ae:v3:s064:007:pass1:attach:a9	64:7	w-s064-a007-w018	w-s064-a007-w015		m-w-s064-a007-w018-01	m-w-s064-a007-w015-02		64:7:18:1	64:7:15:2		q:64:7:23	q:64:7:20		23	20		predication	strongly_licensed	high			ADJ_QUALIT	DEM_PRON_MS			position_morpheme_aligned	word_order;local_syntax	ذَٰلِكَ is the subject of the predicate يَسِيرٌ.	resources/attachments.tsv:53947
sx-64_7-00086	ae:v3:s064:007:pass1:attach:a10	64:7	w-s064-a007-w018	w-s064-a007-w017	w-s064-a007-w016	m-w-s064-a007-w018-01	m-w-s064-a007-w017-01	m-w-s064-a007-w016-01	64:7:18:1	64:7:17:1	64:7:16:1	q:64:7:23	q:64:7:22	q:64:7:21	23	22	21	prep_complement	syntactically_forced	high			ADJ_QUALIT	NOUN_PROP		عَلَى	position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is governed by عَلَى and completes يَسِيرٌ.	resources/attachments.tsv:53948
sx-64_7-00087	ae:v3:s064:007:pass1:attach:a11	64:7	w-s064-a007-w009	w-s064-a007-w009		m-w-s064-a007-w009-02	m-w-s064-a007-w009-02		64:7:9:2	64:7:9:2		q:64:7:10	q:64:7:10		10	10		idafa	syntactically_forced	high		possessive_suffix	NOUN_CONCRETE				position_morpheme_aligned	morphology;local_syntax	The ي suffix in رَبِّى is the genitive possessor of رَبِّ.	resources/attachments.tsv:53949
sx-64_8-00088	ae:v3:s064:008:pass1:attach:a1	64:8	w-s064-a008-w001	w-s064-a008-w002	w-s064-a008-w002	m-w-s064-a008-w001-02	m-w-s064-a008-w002-02	m-w-s064-a008-w002-01	64:8:1:2	64:8:2:2	64:8:2:1	q:64:8:2	q:64:8:4	q:64:8:3	2	4	3	prep_complement	syntactically_forced	high			CV	NOUN_PROP		بـ	position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is governed by بِ and complements آمِنُوا.	resources/attachments.tsv:53950
sx-64_8-00089	ae:v3:s064:008:pass1:attach:a2	64:8	w-s064-a008-w002	w-s064-a008-w003		m-w-s064-a008-w002-02	m-w-s064-a008-w003-02		64:8:2:2	64:8:3:2		q:64:8:4	q:64:8:6		4	6		conjoined	strongly_licensed	high			NOUN_PROP	NOUN_CONCRETE			position_morpheme_aligned	parallelism;case_government	رَسُولِهِ is coordinated with ٱللَّهِ under بِ.	resources/attachments.tsv:53951
sx-64_8-00090	ae:v3:s064:008:pass1:attach:a3	64:8	w-s064-a008-w002	w-s064-a008-w004		m-w-s064-a008-w002-02	m-w-s064-a008-w004-03		64:8:2:2	64:8:4:3		q:64:8:4	q:64:8:8		4	8		conjoined	strongly_licensed	high			NOUN_PROP	NOUN_ABSTRACT			position_morpheme_aligned	parallelism;case_government	ٱلنُّورِ is coordinated with ٱللَّهِ and رَسُولِهِ under بِ.	resources/attachments.tsv:53952
sx-64_8-00091	ae:v3:s064:008:pass1:attach:a4	64:8	w-s064-a008-w004	w-s064-a008-w005		m-w-s064-a008-w004-03	m-w-s064-a008-w005-01		64:8:4:3	64:8:5:1		q:64:8:8	q:64:8:9		8	9		adjective	strongly_licensed	high			NOUN_ABSTRACT	REL_PRON			position_morpheme_aligned	local_syntax;agreement	ٱلَّذِى introduces a relative qualifier for ٱلنُّورِ.	resources/attachments.tsv:53953
sx-64_8-00092	ae:v3:s064:008:pass1:attach:a5	64:8	w-s064-a008-w006	w-s064-a008-w005		m-w-s064-a008-w006-01	m-w-s064-a008-w005-01		64:8:6:1	64:8:5:1		q:64:8:10	q:64:8:9		10	9		direct_object	strongly_licensed	high			PV	REL_PRON	explicit		position_morpheme_aligned	local_syntax;word_order	ٱلَّذِى is the object of أَنزَلْنَا in the relative clause.	resources/attachments.tsv:53954
sx-64_8-00093	ae:v3:s064:008:pass1:attach:a6	64:8	w-s064-a008-w010	w-s064-a008-w007		m-w-s064-a008-w010-01	m-w-s064-a008-w007-02		64:8:10:1	64:8:7:2		q:64:8:16	q:64:8:12		16	12		predication	strongly_licensed	high			ADJ_QUALIT	NOUN_PROP			position_morpheme_aligned	word_order;local_syntax	ٱللَّهُ is the subject of the predicate خَبِيرٌ.	resources/attachments.tsv:53955
sx-64_8-00094	ae:v3:s064:008:pass1:attach:a7	64:8	w-s064-a008-w010	w-s064-a008-w008	w-s064-a008-w008	m-w-s064-a008-w010-01	m-w-s064-a008-w008-02	m-w-s064-a008-w008-01	64:8:10:1	64:8:8:2	64:8:8:1	q:64:8:16	q:64:8:14	q:64:8:13	16	14	13	prep_complement	syntactically_forced	high			ADJ_QUALIT	REL_PRON		بـ	position_morpheme_aligned	case_government;local_syntax	مَا is governed by بِ and completes خَبِيرٌ.	resources/attachments.tsv:53956
sx-64_8-00095	ae:v3:s064:008:pass1:attach:a8	64:8	w-s064-a008-w009	w-s064-a008-w008		m-w-s064-a008-w009-01	m-w-s064-a008-w008-02		64:8:9:1	64:8:8:2		q:64:8:15	q:64:8:14		15	14		direct_object	strongly_licensed	high			IV	REL_PRON	explicit		position_morpheme_aligned	local_syntax;word_order	مَا is the object of تَعْمَلُونَ inside مَا تَعْمَلُونَ.	resources/attachments.tsv:53957
sx-64_8-00096	ae:v3:s064:008:pass1:attach:a9	64:8	w-s064-a008-w001	w-s064-a008-w003	w-s064-a008-w002	m-w-s064-a008-w001-02	m-w-s064-a008-w003-02	m-w-s064-a008-w002-01	64:8:1:2	64:8:3:2	64:8:2:1	q:64:8:2	q:64:8:6	q:64:8:3	2	6	3	prep_complement	strongly_licensed	high			CV	NOUN_CONCRETE		بـ	position_morpheme_aligned	case_government;parallelism	رَسُولِهِ is coordinated under بِ as a complement of آمِنُوا.	resources/attachments.tsv:53958
sx-64_8-00097	ae:v3:s064:008:pass1:attach:a10	64:8	w-s064-a008-w001	w-s064-a008-w004	w-s064-a008-w002	m-w-s064-a008-w001-02	m-w-s064-a008-w004-03	m-w-s064-a008-w002-01	64:8:1:2	64:8:4:3	64:8:2:1	q:64:8:2	q:64:8:8	q:64:8:3	2	8	3	prep_complement	strongly_licensed	high			CV	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;parallelism	ٱلنُّورِ is coordinated under بِ as a complement of آمِنُوا.	resources/attachments.tsv:53959
sx-64_8-00098	ae:v3:s064:008:pass1:attach:a11	64:8	w-s064-a008-w003	w-s064-a008-w003		m-w-s064-a008-w003-02	m-w-s064-a008-w003-02		64:8:3:2	64:8:3:2		q:64:8:6	q:64:8:6		6	6		idafa	syntactically_forced	high		possessive_suffix	NOUN_CONCRETE				position_morpheme_aligned	morphology;local_syntax	The هِ suffix in رَسُولِهِ is the genitive possessor of رَسُولِ.	resources/attachments.tsv:53960
sx-64_9-00099	ae:v3:s064:009:pass1:attach:a1	64:9	w-s064-a009-w002	w-s064-a009-w001		m-w-s064-a009-w002-01	m-w-s064-a009-w001-01		64:9:2:1	64:9:1:1		q:64:9:2	q:64:9:1		2	1		adverbial	strongly_licensed	high			IV	ADV			position_morpheme_aligned	case_government;local_syntax	يَوْمَ is the temporal adverb for يَجْمَعُكُمْ.	resources/attachments.tsv:53961
sx-64_9-00100	ae:v3:s064:009:pass1:attach:a2	64:9	w-s064-a009-w002	w-s064-a009-w002		m-w-s064-a009-w002-01	m-w-s064-a009-w002-02		64:9:2:1	64:9:2:2		q:64:9:2	q:64:9:2		2	2		direct_object	syntactically_forced	high		object_suffix	IV		clitic		position_morpheme_aligned	morphology;local_syntax	The كُمْ suffix in يَجْمَعُكُمْ is the object of يَجْمَعُ.	resources/attachments.tsv:53962
sx-64_9-00101	ae:v3:s064:009:pass1:attach:a3	64:9	w-s064-a009-w002	w-s064-a009-w003	w-s064-a009-w003	m-w-s064-a009-w002-01	m-w-s064-a009-w003-02	m-w-s064-a009-w003-01	64:9:2:1	64:9:3:2	64:9:3:1	q:64:9:2	q:64:9:4	q:64:9:3	2	4	3	prep_complement	syntactically_forced	high			IV	NOUN_ABSTRACT		لـ	position_morpheme_aligned	case_government;local_syntax	يَوْمِ is governed by لِ and complements يَجْمَعُكُمْ.	resources/attachments.tsv:53963
sx-64_9-00102	ae:v3:s064:009:pass1:attach:a4	64:9	w-s064-a009-w003	w-s064-a009-w004		m-w-s064-a009-w003-02	m-w-s064-a009-w004-02		64:9:3:2	64:9:4:2		q:64:9:4	q:64:9:5		4	5		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	morphology;case_government	ٱلْجَمْعِ is the genitive complement of construct يَوْمِ.	resources/attachments.tsv:53964
sx-64_9-00103	ae:v3:s064:009:pass1:attach:a5	64:9	w-s064-a009-w006	w-s064-a009-w005		m-w-s064-a009-w006-01	m-w-s064-a009-w005-01		64:9:6:1	64:9:5:1		q:64:9:7	q:64:9:6		7	6		predication	strongly_licensed	high			NOUN_ABSTRACT	DEM_PRON			position_morpheme_aligned	word_order;local_syntax	ذَٰلِكَ is predicated by يَوْمُ.	resources/attachments.tsv:53965
sx-64_9-00104	ae:v3:s064:009:pass1:attach:a6	64:9	w-s064-a009-w006	w-s064-a009-w007		m-w-s064-a009-w006-01	m-w-s064-a009-w007-02		64:9:6:1	64:9:7:2		q:64:9:7	q:64:9:8		7	8		idafa	syntactically_forced	high			NOUN_ABSTRACT	GERUND			position_morpheme_aligned	morphology;case_government	ٱلتَّغَابُنِ is the genitive complement of construct يَوْمُ.	resources/attachments.tsv:53966
sx-64_9-00105	ae:v3:s064:009:pass1:attach:a7	64:9	w-s064-a009-w009	w-s064-a009-w008		m-w-s064-a009-w009-01	m-w-s064-a009-w008-02		64:9:9:1	64:9:8:2		q:64:9:11	q:64:9:10		11	10		subject	strongly_licensed	high			IV	CONDITION_PART			position_morpheme_aligned	local_syntax;word_order	مَنْ is the conditional subject of يُؤْمِن.	resources/attachments.tsv:53967
sx-64_9-00106	ae:v3:s064:009:pass1:attach:a8	64:9	w-s064-a009-w009	w-s064-a009-w010	w-s064-a009-w010	m-w-s064-a009-w009-01	m-w-s064-a009-w010-02	m-w-s064-a009-w010-01	64:9:9:1	64:9:10:2	64:9:10:1	q:64:9:11	q:64:9:13	q:64:9:12	11	13	12	prep_complement	syntactically_forced	high			IV	NOUN_PROP		بـ	position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is governed by بِ and complements يُؤْمِن.	resources/attachments.tsv:53968
sx-64_9-00107	ae:v3:s064:009:pass1:attach:a9	64:9	w-s064-a009-w009	w-s064-a009-w011		m-w-s064-a009-w009-01	m-w-s064-a009-w011-02		64:9:9:1	64:9:11:2		q:64:9:11	q:64:9:15		11	15		conjoined	strongly_licensed	high			IV	IV			position_morpheme_aligned	parallelism;local_syntax	يَعْمَلْ is coordinated with يُؤْمِن in the protasis.	resources/attachments.tsv:53969
sx-64_9-00108	ae:v3:s064:009:pass1:attach:a10	64:9	w-s064-a009-w011	w-s064-a009-w008		m-w-s064-a009-w011-02	m-w-s064-a009-w008-02		64:9:11:2	64:9:8:2		q:64:9:15	q:64:9:10		15	10		subject	strongly_licensed	high			IV	CONDITION_PART			position_morpheme_aligned	local_syntax;parallelism	مَنْ also supplies the conditional subject for يَعْمَلْ.	resources/attachments.tsv:53970
sx-64_9-00109	ae:v3:s064:009:pass1:attach:a11	64:9	w-s064-a009-w011	w-s064-a009-w012		m-w-s064-a009-w011-02	m-w-s064-a009-w012-01		64:9:11:2	64:9:12:1		q:64:9:15	q:64:9:16		15	16		direct_object	strongly_licensed	high			IV	NOUN_ACTIVE_PART	explicit		position_morpheme_aligned	case_government;local_syntax	صَٰلِحًا is the object of يَعْمَلْ.	resources/attachments.tsv:53971
sx-64_9-00110	ae:v3:s064:009:pass1:attach:a12	64:9	w-s064-a009-w013	w-s064-a009-w014	w-s064-a009-w014	m-w-s064-a009-w013-01	m-w-s064-a009-w014-02	m-w-s064-a009-w014-01	64:9:13:1	64:9:14:2	64:9:14:1	q:64:9:17	q:64:9:18	q:64:9:18	17	18	18	prep_complement	syntactically_forced	high		pronoun_suffix	IV			عَن	position_morpheme_aligned	case_government;local_syntax	The هُ suffix in عَنْهُ is governed by عَنْ and complements يُكَفِّرْ.	resources/attachments.tsv:53972
sx-64_9-00111	ae:v3:s064:009:pass1:attach:a13	64:9	w-s064-a009-w013	w-s064-a009-w015		m-w-s064-a009-w013-01	m-w-s064-a009-w015-01		64:9:13:1	64:9:15:1		q:64:9:17	q:64:9:19		17	19		direct_object	strongly_licensed	high			IV	NOUN_ABSTRACT	explicit		position_morpheme_aligned	case_government;local_syntax	سَيِّـَٔاتِهِ is the direct object of يُكَفِّرْ.	resources/attachments.tsv:53973
sx-64_9-00112	ae:v3:s064:009:pass1:attach:a14	64:9	w-s064-a009-w013	w-s064-a009-w016		m-w-s064-a009-w013-01	m-w-s064-a009-w016-02		64:9:13:1	64:9:16:2		q:64:9:17	q:64:9:21		17	21		conjoined	strongly_licensed	high			IV	IV			position_morpheme_aligned	parallelism;local_syntax	يُدْخِلْهُ is coordinated with يُكَفِّرْ as a second apodosis verb.	resources/attachments.tsv:53974
sx-64_9-00113	ae:v3:s064:009:pass1:attach:a15	64:9	w-s064-a009-w016	w-s064-a009-w016		m-w-s064-a009-w016-02	m-w-s064-a009-w016-03		64:9:16:2	64:9:16:3		q:64:9:21	q:64:9:21		21	21		direct_object	syntactically_forced	high		object_suffix	IV		clitic		position_morpheme_aligned	morphology;local_syntax	The هُ suffix in يُدْخِلْهُ is one object of يُدْخِلْ.	resources/attachments.tsv:53975
sx-64_9-00114	ae:v3:s064:009:pass1:attach:a16	64:9	w-s064-a009-w016	w-s064-a009-w017		m-w-s064-a009-w016-02	m-w-s064-a009-w017-01		64:9:16:2	64:9:17:1		q:64:9:21	q:64:9:22		21	22		direct_object	strongly_licensed	high			IV	NOUN_CONCRETE	explicit		position_morpheme_aligned	case_government;local_syntax	جَنَّٰتٍ is the explicit object complement of يُدْخِلْهُ.	resources/attachments.tsv:53976
sx-64_9-00115	ae:v3:s064:009:pass1:attach:a17	64:9	w-s064-a009-w018	w-s064-a009-w021		m-w-s064-a009-w018-01	m-w-s064-a009-w021-02		64:9:18:1	64:9:21:2		q:64:9:23	q:64:9:26		23	26		subject	syntactically_forced	high			IV	NOUN_CONCRETE			position_morpheme_aligned	word_order;agreement	ٱلْأَنْهَٰرُ is the overt subject of تَجْرِى.	resources/attachments.tsv:53977
sx-64_9-00116	ae:v3:s064:009:pass1:attach:a18	64:9	w-s064-a009-w018	w-s064-a009-w020	w-s064-a009-w019	m-w-s064-a009-w018-01	m-w-s064-a009-w020-01	m-w-s064-a009-w019-01	64:9:18:1	64:9:20:1	64:9:19:1	q:64:9:23	q:64:9:25	q:64:9:24	23	25	24	prep_complement	syntactically_forced	high			IV	NOUN_ABSTRACT		مِن	position_morpheme_aligned	case_government;local_syntax	تَحْتِهَا is governed by مِنْ and complements تَجْرِى.	resources/attachments.tsv:53978
